Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Allococaine CTD 00005697	1/290	0.1849881349791893	0.20485263269507542	0	0	5.242746872504658	8.84694446527222	CCNA2
luteolin HL60 DOWN	1/293	0.1867236944501783	0.2064282049197951	0	0	5.18809272918862	8.70626979520071	RRM2
OCHRATOXIN A CTD 00001202	1/297	0.18903243556506683	0.2086311161754918	0	0	5.116943866943867	8.52399269044241	CCNB1
helveticoside HL60 UP	1/301	0.19133508951868614	0.2108199650790198	0	0	5.047692307692308	8.347515115478279	BUB1
lycorine PC3 DOWN	1/302	0.19190980361491514	0.21110078397640666	0	0	5.030667007411194	8.304271893564902	CCNA2
mitomycin C CTD 00007136	1/308	0.19535013119922356	0.21452759832194265	0	0	4.930844399899774	8.051880477108448	CCNB1
MG-262 MCF7 UP	1/312	0.19763612171154346	0.21667747563059583	0	0	4.866435814988869	7.890087226973184	TXNRD1
N-Acetyl-L-cysteine CTD 00005305	1/315	0.1993466554488051	0.21782912681491948	0	0	4.819206271435571	7.771982062044985	TXNRD1
Staurosporine Kinome Scan	1/315	0.1993466554488051	0.21782912681491948	0	0	4.819206271435571	7.771982062044985	AURKA
thapsigargin PC3 DOWN	1/329	0.20728446679337842	0.22612850922914007	0	0	4.610225140712946	7.254941617216534	HSPG2
menadione HL60 UP	1/334	0.210101644777373	0.22830577334619517	0	0	4.53984753984754	7.0829059826615985	TXNRD1
mifepristone CTD 00007083	1/334	0.210101644777373	0.22830577334619517	0	0	4.53984753984754	7.0829059826615985	CCNA2
amikacin PC3 DOWN	1/335	0.21066396358762554	0.22830577334619517	0	0	4.526024873330263	7.049243027066202	BUB1
indomethacin CTD 00006147	1/335	0.21066396358762554	0.22830577334619517	0	0	4.526024873330263	7.049243027066202	CCNB1
strophanthidin HL60 DOWN	1/341	0.21403007797562662	0.23157352699002226	0	0	4.444796380090498	6.852270213391879	CTBP2
atovaquone MCF7 DOWN	1/354	0.22127764963540655	0.23902332039176488	0	0	4.278274133798213	6.453079312472533	KIF11
MG-262 PC3 DOWN	1/360	0.22460170843658367	0.24221752870611962	0	0	4.2054853224769655	6.280583773218222	AURKA
diltiazem PC3 DOWN	1/364	0.22681042260560194	0.24420045500766277	0	0	4.15829624920534	6.169417778922329	BUB1
bisacodyl MCF7 DOWN	1/373	0.23175868673918304	0.24871663942741595	0	0	4.055831265508685	5.929862949463259	KIF11
nocodazole HL60 UP	1/373	0.23175868673918304	0.24871663942741595	0	0	4.055831265508685	5.929862949463259	SMAD4
sanguinarine MCF7 DOWN	1/376	0.2334015624966441	0.2500731026749758	0	0	4.022769230769231	5.853108572443737	SMAD4
Medroxyprogesterone acetate CTD 00006623	1/389	0.24048306365894986	0.2572428233628961	0	0	3.8854084060269627	5.537117329363008	CCNB1
apigenin HL60 DOWN	1/396	0.2442709723117814	0.2608719121776306	0	0	3.8151898734177214	5.377422864122798	RRM2
cephaeline HL60 DOWN	1/411	0.25232892491805337	0.26904214934719745	0	0	3.6727954971857413	5.057519411355589	RRM2
digitoxigenin HL60 UP	1/421	0.2576564915620359	0.2742794910176511	0	0	3.5835164835164837	4.8597070749147395	AURKA
lanatoside C HL60 UP	1/432	0.2634760883218837	0.2800228958010358	0	0	3.4900945921827593	4.655062555081235	BUB1
deptropine HL60 DOWN	1/435	0.26505588252154966	0.2807975641480301	0	0	3.4654377880184333	4.601458882655739	BUB1
emetine HL60 DOWN	1/435	0.26505588252154966	0.2807975641480301	0	0	3.4654377880184333	4.601458882655739	RRM2
digoxin HL60 DOWN	1/452	0.2739487760453591	0.28975351312489905	0	0	3.331911990448576	4.314206754505804	RRM2
mitoxantrone PC3 DOWN	1/463	0.2796496458076615	0.2953100259728906	0	0	3.2507492507492506	4.142162312465936	CCNA2
Cylindrospermopsin CTD 00003136	1/483	0.28990851004576806	0.30516685267975585	0	0	3.112671560804341	3.854078452428214	TXNRD1
digoxin PC3 UP	1/483	0.28990851004576806	0.30516685267975585	0	0	3.112671560804341	3.854078452428214	BUB1
latamoxef HL60 DOWN	2/1578	0.3040763764434493	0.3195707140966187	0	0	1.946912013536379	2.3177527482004123	CCNB1;BUB1
ellipticine MCF7 DOWN	1/515	0.3060409118747157	0.3211240092803058	0	0	2.9140975755761747	3.4503978562469304	CCNA2
oxygen CTD 00006454	1/524	0.3105164412078684	0.32530293840824315	0	0	2.8626268568907194	3.3478948623670326	CCNB1
testosterone enanthate CTD 00000155	1/533	0.31496515590262497	0.3289133551239308	0	0	2.8128976286871024	3.249721678403673	SMAD4
chlorhexidine PC3 DOWN	1/534	0.31545780877795176	0.3289133551239308	0	0	2.8074758262375523	3.2390700228812856	CCNA2
helveticoside HL60 DOWN	1/534	0.31545780877795176	0.3289133551239308	0	0	2.8074758262375523	3.2390700228812856	CTBP2
ouabain HL60 DOWN	1/549	0.32280823408533676	0.33604642665035056	0	0	2.7285233015160024	3.0851326601368068	RRM2
helveticoside MCF7 DOWN	1/555	0.32572782941140155	0.338551759703189	0	0	2.6981394057206334	3.0264844228411163	CCNA2
sulfaguanidine PC3 DOWN	1/583	0.3391987124745677	0.3519986638887023	0	0	2.5646312450436164	2.7728002367201263	SMAD4
atrazine CTD 00005450	3/2968	0.3455044499769307	0.3579794929117335	0	0	1.565629311666411	1.6638721690223972	CCNA2;CCNB1;BUB1B
etifenin PC3 DOWN	1/609	0.35148321134015037	0.36360332207601764	0	0	2.45167004048583	2.563449846040906	CTBP2
benzene CTD 00005481	1/615	0.35428781614023414	0.36593107770352823	0	0	2.4269606614883488	2.518325188263921	CCNB1
sulpiride PC3 DOWN	1/617	0.35522017874358136	0.36632080932931826	0	0	2.418831168831169	2.503532492416058	SMAD4
methotrexate CTD 00006299	1/619	0.35615129115087313	0.3667080376904466	0	0	2.4107542942494398	2.4888619215943137	UBE2C
ambroxol PC3 DOWN	1/622	0.3575456189308276	0.3675702624522526	0	0	2.3987365291713116	2.4670820969679546	UBE2C
staurosporine MCF7 DOWN	1/649	0.3699689970345171	0.37962790993312084	0	0	2.2955840455840457	2.2825820151490444	AURKA
neostigmine bromide PC3 DOWN	1/650	0.3704248090862573	0.37962790993312084	0	0	2.291928410572478	2.2761251041424027	BUB1
8-Bromo-cAMP, Na CTD 00007044	1/652	0.3713355147569794	0.3799712244024906	0	0	2.28465083303793	2.263287685917564	RRM2
irinotecan MCF7 UP	1/671	0.3799264151625043	0.3881601145623109	0	0	2.2176808266360504	2.1462220260563933	HSPG2
cicloheximide HL60 DOWN	1/684	0.3857414500028494	0.39349205100754336	0	0	2.1740060817659645	2.070932002350923	CTBP2
digitoxigenin PC3 DOWN	1/694	0.39018005126704586	0.3974056077719912	0	0	2.1415251415251415	2.015489912001669	CCNA2
zalcitabine PC3 DOWN	1/726	0.4041842443998217	0.411034824813378	0	0	2.043607427055703	1.8512721992414842	SMAD4
cephaeline HL60 UP	1/767	0.42169078733216403	0.428178337906505	0	0	1.9301064470777265	1.6666140376214746	AURKA
Caspan CTD 00000180	1/808	0.4387186782563835	0.4447839134396515	0	0	1.8281384043465827	1.5061975555925824	TXNRD1
emetine HL60 UP	1/849	0.4552800229768843	0.4608662809275209	0	0	1.7360304789550072	1.365982760426001	AURKA
Cianidanol CTD 00005600	1/870	0.463585829484418	0.46855535598731374	0	0	1.6922191732318315	1.3009167307631633	CCNB1
Bortezomib CTD 00003736	1/878	0.46671889510094505	0.47100071982664177	0	0	1.6760810455223225	1.2772209220038564	CCNB1
diazinon CTD 00005790	1/1027	0.5220551788628778	0.526040332899999	0	0	1.4215024741340532	0.923951007001757	CDC20
phenobarbital CTD 00006510	1/1129	0.5568086392153746	0.5602038138447366	0	0	1.2860065466448445	0.7530001126464898	RRM2
anisomycin HL60 UP	1/1142	0.5610653285494988	0.5636272706889941	0	0	1.2704779882693993	0.7342320091698284	AURKA
metronidazole PC3 UP	1/1316	0.6145041565378708	0.6163719503267397	0	0	1.0921906990348056	0.5318308867134712	BUB1
VITAMIN E CTD 00006994	1/1510	0.6669292894533322	0.6679413217590277	0	0	0.9418871387062242	0.381531402047356	CTBP2
ETHYL METHANESULFONATE CTD 00005938	1/2315	0.821435648676132	0.821435648676132	0	0	0.5874609400970681	0.11555455297235553	BUB1
