ID,MetaColumn,MetaRow,Column,Row,CLONE_ID,SPOT_ID,Reporter.Species,Reporter.BioSequence.Database.Entry..preferredName.,Repoter.Biosequence.Type,Repoter.BioSequence.PolymerType,CompositeSequence.Identifier,GeneId,CompositeSequence.Biosequence.Type,Plate.Identifier,Plate.Row,Plate.Column,LUID,Failed,Contaminated,Mpox.F.Mock.F,Mpox.F.Killed.F,Killed.F.Mock.F,AveExpr,F,P.Value,adj.P.Val,log2FC
36253,1,11,13,9,IMAGE:1339094,,Homo sapiens,cDNA_clone,DNA,Experimental,,,,L,11,13890,0,U,U,1.60725,1.63675,-0.0295,0.142541667,22.20309357,3.75E-06,0.001064688,1.60725
43127,4,12,17,28,,D7L,Monkeypox virus (strain Zaire 77-0666),ss_oligo,DNA,Experimental,,,,E,12,30154,0,U,U,4.4195,5.53475,-1.11525,-1.041208333,22.12693464,3.85E-06,0.001083837,4.4195
8130,2,3,30,1,IMAGE:1367936,,Homo sapiens,cDNA_clone,DNA,Experimental,"AHA1, activator of heat shock 90kDa protein ATPase homolog 2 (yeast)",gene,DNA,K,15,15044,0,U,U,0.628125,1.618625,-0.9905,-0.296416667,22.10043819,3.89E-06,0.001083837,0.628125
24194,3,7,14,27,VACWR176,,Vaccinia virus (strain WR),cDNA_clone,DNA,Experimental,,,,B,19,30461,0,U,U,3.640125,3.776875,-0.13675,-0.439708333,22.07907755,3.92E-06,0.001083837,3.640125
36032,1,11,2,2,,EMPTY,Not Applicable,unknown_sequence,unknown_polymer,Control,,,,P,23,26304,0,U,U,0.6995,1.463,-0.7635,0.003916667,22.03615948,3.98E-06,0.001091089,0.6995
7269,1,3,9,3,IMAGE:700461,,Homo sapiens,cDNA_clone,DNA,Experimental,RPE,gene,DNA,L,3,638,0,U,U,0.78725,0.95175,-0.1645,0.555958333,21.99742905,4.03E-06,0.001096879,0.78725
32427,1,10,27,1,IMAGE:2027811,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.596334,gene,DNA,H,10,22409,0,U,U,0.838125,0.935125,-0.097,-0.718833333,21.84767437,4.25E-06,0.001143889,0.838125
38626,3,11,16,28,,Q1L,Monkeypox virus (strain Zaire 77-0666),ss_oligo,DNA,Experimental,,,,B,23,30095,0,U,U,4.883,6.32875,-1.44575,-1.17025,21.83117942,4.27E-06,0.001143889,4.883
14933,1,5,23,18,IMAGE:43773,,Homo sapiens,cDNA_clone,DNA,Experimental,BCAT2,gene,DNA,L,5,27039,0,U,U,-0.641,-1.071625,0.430625,-0.143,21.78248978,4.35E-06,0.001154317,-0.641
15689,2,5,29,13,IMAGE:241982,,Homo sapiens,cDNA_clone,DNA,Experimental,"Phosphatidylinositol-4-phosphate 5-kinase, type II, alpha",gene,DNA,K,5,500831,0,U,U,0.5625,1.0435,-0.481,-0.220708333,21.65523515,4.54E-06,0.001197659,0.5625
30217,2,9,7,18,IMAGE:2134209,,Homo sapiens,cDNA_clone,DNA,Experimental,**Zinc finger protein 41,gene,DNA,K,9,23777,0,U,U,-0.78025,-1.06525,0.285,0.847291667,21.61646778,4.61E-06,0.001202622,-0.78025
11802,2,4,12,4,IMAGE:1319220,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.374221,gene,DNA,K,16,13220,0,U,U,1.068375,1.351125,-0.28275,-0.35075,21.59894373,4.64E-06,0.001202622,1.068375
31439,3,9,29,28,VACWR073,,Vaccinia virus (strain WR),cDNA_clone,DNA,Experimental,,,,N,9,30739,0,U,U,3.595375,4.42825,-0.832875,-1.466291667,21.4945508,4.81E-06,0.001231683,3.595375
41546,3,12,26,5,IMAGE:1372162,,Homo sapiens,cDNA_clone,DNA,Experimental,ZA20D2,gene,DNA,B,24,25164,0,U,U,0.276875,1.29925,-1.022375,0.190625,21.47385846,4.85E-06,0.001231683,0.276875
15458,2,5,8,6,IMAGE:23521,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.592789,gene,DNA,K,17,521957,0,U,U,1.212625,1.827125,-0.6145,0.294625,21.46614076,4.86E-06,0.001231683,1.212625
732,1,1,12,25,IMAGE:83129,,Homo sapiens,cDNA_clone,DNA,Experimental,2677,gene,DNA,H,13,502251,0,U,U,-0.540625,-0.893625,0.353,0.051208333,21.41084275,4.96E-06,0.001234401,-0.540625
20600,3,6,20,27,VACWR023,,Vaccinia virus (strain WR),cDNA_clone,DNA,Experimental,,,,N,18,30748,0,U,U,2.297,5.475125,-3.178125,-1.005083333,21.40806696,4.96E-06,0.001234401,2.297
14644,1,5,4,9,IMAGE:418129,,Homo sapiens,cDNA_clone,DNA,Experimental,Nuclear mitotic apparatus protein 1,gene,DNA,H,17,509069,0,U,U,-0.805,-1.09725,0.29225,-0.316041667,21.38439827,5.00E-06,0.001234401,-0.805
22428,1,7,18,28,,B17R,Monkeypox virus (strain Zaire 77-0666),ss_oligo,DNA,Experimental,,,,H,19,30230,0,U,U,4.14375,4.4945,-0.35075,0.077083333,21.37531633,5.02E-06,0.001234401,4.14375
43095,4,12,15,27,VACWR120,,Vaccinia virus (strain WR),cDNA_clone,DNA,Experimental,,,,E,12,30526,0,U,U,3.935625,5.219625,-1.284,-1.7275,21.32289505,5.11E-06,0.001248419,3.935625
20607,3,6,27,27,VACWR166,,Vaccinia virus (strain WR),cDNA_clone,DNA,Experimental,,,,N,6,30856,0,U,U,4.190625,7.26475,-3.074125,-1.178833333,21.2728697,5.21E-06,0.001261622,4.190625
490,1,1,10,17,IMAGE:280356,,Homo sapiens,cDNA_clone,DNA,Experimental,SMAD2,gene,DNA,D,13,508659,0,U,U,-0.667875,-1.043125,0.37525,0.682458333,21.24034136,5.27E-06,0.001267117,-0.667875
20641,3,6,1,29,VACWR146,,Vaccinia virus (strain WR),cDNA_clone,DNA,Experimental,,,,B,6,30809,0,U,U,4.60225,5.453125,-0.850875,-1.323416667,21.19746331,5.35E-06,0.00127041,4.60225
5273,2,2,23,26,IMAGE:742049,,Homo sapiens,cDNA_clone,DNA,Experimental,55748,gene,DNA,K,2,518589,0,U,U,-0.581,-0.63775,0.05675,-1.000375,21.17771674,5.39E-06,0.00127041,-0.581
43129,4,12,19,28,,E2L,Monkeypox virus (strain Zaire 77-0666),ss_oligo,DNA,Experimental,,,,I,12,30246,0,U,U,3.035125,3.709375,-0.67425,-0.357916667,21.17296943,5.39E-06,0.00127041,3.035125
14460,1,5,30,2,IMAGE:2326057,,Homo sapiens,cDNA_clone,DNA,Experimental,CASC3,gene,DNA,H,17,532013,0,U,U,-0.662,-0.74175,0.07975,0.198041667,21.11288831,5.51E-06,0.001288923,-0.662
4041,1,2,21,15,IMAGE:1284532,,Homo sapiens,cDNA_clone,DNA,Experimental,"Protein phosphatase 4, regulatory subunit 2",gene,DNA,D,2,11053,0,U,U,-0.66775,-0.76,0.09225,0.472791667,21.0729782,5.59E-06,0.001298378,-0.66775
43126,4,12,16,28,,Q1L,Monkeypox virus (strain Zaire 77-0666),ss_oligo,DNA,Experimental,,,,A,24,30072,0,U,U,4.78725,6.37425,-1.587,-1.3965,21.01041955,5.72E-06,0.00131869,4.78725
23582,3,7,2,7,IMAGE:1672438,,Homo sapiens,cDNA_clone,DNA,Experimental,Hypothetical protein LOC90925,gene,DNA,J,19,20122,0,U,U,1.145125,1.55175,-0.406625,-0.449333333,20.98725497,5.77E-06,0.001320563,1.145125
38627,3,11,17,28,,D7L,Monkeypox virus (strain Zaire 77-0666),ss_oligo,DNA,Experimental,,,,F,11,30176,0,U,U,4.050375,4.930125,-0.87975,-0.376125,20.90754826,5.93E-06,0.001342091,4.050375
41425,3,12,25,1,IMAGE:2027499,,Homo sapiens,cDNA_clone,DNA,Experimental,55297,gene,DNA,B,12,22374,0,U,U,0.490125,0.95325,-0.463125,-0.463875,20.90441826,5.94E-06,0.001342091,0.490125
4300,1,2,10,24,IMAGE:859422,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.466148,gene,DNA,H,14,510411,0,U,U,-0.619875,-0.980125,0.36025,-0.236041667,20.78936443,6.19E-06,0.001374855,-0.619875
15934,2,5,4,22,IMAGE:2075335,,Homo sapiens,cDNA_clone,DNA,Experimental,CUL3,gene,DNA,C,17,22773,0,U,U,0.493375,0.879125,-0.38575,0.242,20.78830698,6.20E-06,0.001374855,0.493375
21781,1,7,1,7,IMAGE:1672310,,Homo sapiens,cDNA_clone,DNA,Experimental,Isovaleryl Coenzyme A dehydrogenase,gene,DNA,L,7,20128,0,U,U,0.863375,1.4925,-0.629125,-0.569416667,20.78188415,6.21E-06,0.001374855,0.863375
8765,2,3,5,23,IMAGE:1235068,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.494192,gene,DNA,C,3,10094,0,U,U,-0.748875,-0.984375,0.2355,0.980375,20.69531055,6.41E-06,0.001406978,-0.748875
3607,1,2,7,1,IMAGE:685496,,Homo sapiens,cDNA_clone,DNA,Experimental,MYST3,gene,DNA,P,2,1717,0,U,U,1.247,1.73575,-0.48875,0.146875,20.68175803,6.44E-06,0.001406978,1.247
36001,1,11,1,1,IMAGE:826315,,Homo sapiens,cDNA_clone,DNA,Experimental,ZNF141,gene,DNA,D,11,3186,0,U,U,0.582875,1.113125,-0.53025,-0.143208333,20.60076431,6.63E-06,0.00143496,0.582875
36386,1,11,26,13,IMAGE:812126,,Homo sapiens,cDNA_clone,DNA,Experimental,Glycophorin B (MNS blood group),gene,DNA,D,23,501080,0,U,U,1.471625,0.906375,0.56525,-2.595916667,20.59175014,6.66E-06,0.00143496,1.471625
8343,2,3,3,9,IMAGE:430218,,Homo sapiens,cDNA_clone,DNA,Experimental,TROVE2,gene,DNA,G,3,508774,0,U,U,-0.557375,-0.446375,-0.111,0.515208333,20.57201845,6.70E-06,0.001435997,-0.557375
7230,1,3,30,1,,EMPTY,Not Applicable,unknown_sequence,unknown_polymer,Control,,,,L,15,26276,0,U,U,0.87325,1.514125,-0.640875,-0.177791667,20.54527711,6.77E-06,0.001438871,0.87325
11576,1,4,26,26,IMAGE:265103,,Homo sapiens,cDNA_clone,DNA,Experimental,C1orf93,gene,DNA,P,16,518716,0,U,U,-0.5285,-0.552625,0.024125,-0.85175,20.5190937,6.83E-06,0.001438871,-0.5285
4080,1,2,30,16,IMAGE:2116585,,Homo sapiens,cDNA_clone,DNA,Experimental,,,,P,14,23227,0,U,U,-0.644625,-0.985,0.340375,-0.074541667,20.51296473,6.85E-06,0.001438871,-0.644625
28893,1,9,3,4,IMAGE:2074978,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.112895,gene,DNA,L,9,22721,0,U,U,0.61275,0.937625,-0.324875,-0.326541667,20.48422817,6.92E-06,0.001438871,0.61275
41548,3,12,28,5,,LCP:60,Homo sapiens,cDNA_clone,DNA,Experimental,920,gene,DNA,F,24,25188,0,U,U,-0.011,0.732125,-0.743125,0.1515,20.47962544,6.93E-06,0.001438871,-0.011
15358,2,5,28,2,IMAGE:2095235,,Homo sapiens,cDNA_clone,DNA,Experimental,6865,gene,DNA,C,17,531701,0,U,U,1.49825,2.44275,-0.9445,0.219333333,20.44644433,7.02E-06,0.001446506,1.49825
25443,1,8,3,9,IMAGE:293792,,Homo sapiens,cDNA_clone,DNA,Experimental,Nucleoporin like 2,gene,DNA,H,8,508968,0,U,U,-0.599,-0.74325,0.14425,0.481791667,20.43123112,7.06E-06,0.001446506,-0.599
23430,3,7,30,1,,EMPTY,Not Applicable,unknown_sequence,unknown_polymer,Control,,,,J,19,26266,0,U,U,0.91325,1.6695,-0.75625,-0.175416667,20.37558541,7.20E-06,0.001461394,0.91325
7293,1,3,3,4,IMAGE:2074966,,Homo sapiens,cDNA_clone,DNA,Experimental,83605,gene,DNA,L,3,22718,0,U,U,-0.6095,-0.865875,0.256375,1.124166667,20.36984423,7.22E-06,0.001461394,-0.6095
36068,1,11,8,3,IMAGE:700381,,Homo sapiens,cDNA_clone,DNA,Experimental,FGFR1 oncogene partner 2,gene,DNA,H,23,624,0,U,U,0.41,1.551375,-1.141375,0.592083333,20.32935192,7.33E-06,0.001471917,0.41
20502,3,6,12,24,IMAGE:609087,,Homo sapiens,cDNA_clone,DNA,Experimental,SCARB2,gene,DNA,J,18,510425,0,U,U,-0.5505,-0.762,0.2115,0.706,20.31731551,7.36E-06,0.001471917,-0.5505
7329,1,3,9,5,IMAGE:2165126,,Homo sapiens,cDNA_clone,DNA,Experimental,V-Ha-ras Harvey rat sarcoma viral oncogene homolog,gene,DNA,D,3,531790,0,U,U,-0.683625,-0.838875,0.15525,1.09275,20.27330262,7.48E-06,0.001486986,-0.683625
507,1,1,27,17,IMAGE:122672,,Homo sapiens,cDNA_clone,DNA,Experimental,"Splicing factor, arginine/serine-rich 14",gene,DNA,H,1,527877,0,U,U,-0.72525,-0.995875,0.270625,0.157208333,20.23460426,7.59E-06,0.001499357,-0.72525
36454,1,11,4,16,IMAGE:1283315,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.591127,gene,DNA,L,23,10920,0,U,U,0.827125,0.97125,-0.144125,-0.990958333,20.18268528,7.73E-06,0.001517392,0.827125
4269,1,2,9,23,IMAGE:1270349,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.520943,gene,DNA,L,2,10525,0,U,U,-0.564375,-0.89,0.325625,2.016166667,20.14726354,7.83E-06,0.001517392,-0.564375
35960,4,10,20,29,,D13L_253_s,Variola virus,ss_oligo,DNA,Experimental,,,,E,22,31364,0,U,U,4.826375,5.997375,-1.171,-1.589791667,20.14465359,7.84E-06,0.001517392,4.826375
28725,4,8,15,28,,E5R,Monkeypox virus (strain Zaire 77-0666),ss_oligo,DNA,Experimental,,,,A,8,30056,0,U,U,4.444375,5.1955,-0.751125,-0.989791667,20.13846877,7.86E-06,0.001517392,4.444375
41550,3,12,30,5,,EMPTY,Not Applicable,unknown_sequence,unknown_polymer,Control,,,,J,24,25212,0,U,U,0.341875,1.575,-1.233125,-0.091333333,20.09584603,7.98E-06,0.001525285,0.341875
32479,1,10,19,3,IMAGE:701241,,Homo sapiens,cDNA_clone,DNA,Experimental,"SAPS domain family, member 3",gene,DNA,P,10,2009,0,U,U,0.327125,0.89525,-0.568125,-0.067958333,20.0883563,8.01E-06,0.001525285,0.327125
12630,3,4,30,1,IMAGE:2027962,,Homo sapiens,cDNA_clone,DNA,Experimental,,,,J,16,22424,0,U,U,0.18825,0.98125,-0.793,0.411791667,20.07572581,8.04E-06,0.001525285,0.18825
9071,3,3,11,3,IMAGE:700563,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.555565,gene,DNA,N,3,650,0,U,U,0.595625,1.402,-0.806375,0.57725,20.06234008,8.08E-06,0.001525285,0.595625
7601,1,3,11,14,IMAGE:1288069,,Homo sapiens,cDNA_clone,DNA,Experimental,"Adaptor-related protein complex 1, gamma 1 subunit",gene,DNA,D,3,21134,0,U,U,-0.67775,-0.726,0.04825,0.010791667,20.02909179,8.18E-06,0.00153548,-0.67775
38587,3,11,7,27,,D7L,Monkeypox virus (strain Zaire 77-0666),ss_oligo,DNA,Experimental,,,,F,11,30176,0,U,U,3.951875,5.305,-1.353125,-0.54575,20.01059182,8.24E-06,0.001537371,3.951875
36066,1,11,6,3,IMAGE:687119,,Homo sapiens,cDNA_clone,DNA,Experimental,Chromosome 10 open reading frame 88,gene,DNA,D,23,600,0,U,U,0.899625,1.25175,-0.352125,0.367,19.97708752,8.34E-06,0.001547924,0.899625
11945,2,4,5,9,IMAGE:33500,,Homo sapiens,cDNA_clone,DNA,Experimental,KCNH7,gene,DNA,K,4,508894,0,U,U,1.5565,2.13925,-0.58275,0.392583333,19.85306888,8.74E-06,0.001612064,1.5565
38055,3,11,15,9,IMAGE:1339194,,Homo sapiens,cDNA_clone,DNA,Experimental,,,,N,11,13902,0,U,U,0.498,0.646,-0.148,0.011291667,19.80471451,8.90E-06,0.001618994,0.498
7691,1,3,11,17,IMAGE:241481,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.5353,gene,DNA,H,3,508678,0,U,U,-0.71075,-1.03175,0.321,-0.555416667,19.80120893,8.91E-06,0.001618994,-0.71075
16127,2,5,17,28,,C9L,Monkeypox virus (strain Zaire 77-0666),ss_oligo,DNA,Experimental,,,,G,5,30193,0,U,U,2.63,3.111375,-0.481375,0.336458333,19.79730732,8.92E-06,0.001618994,2.63
28929,1,9,9,5,IMAGE:2168667,,Homo sapiens,cDNA_clone,DNA,Experimental,Polymerase (RNA) II (DNA directed) polypeptide H,gene,DNA,D,9,531793,0,U,U,-0.5895,-0.703875,0.114375,-0.2265,19.75573786,9.06E-06,0.001634212,-0.5895
18927,2,6,27,1,,LC:17991,Homo sapiens,cDNA_clone,DNA,Experimental,RBM3,gene,DNA,G,6,17991,0,U,U,0.74475,1.611,-0.86625,-0.798,19.74322862,9.10E-06,0.001634212,0.74475
38852,4,11,2,6,IMAGE:1307238,,Homo sapiens,cDNA_clone,DNA,Experimental,"Proliferation-associated 2G4, 38kDa",gene,DNA,M,23,24756,0,U,U,-0.93425,-0.84525,-0.089,-0.000208333,19.72037027,9.18E-06,0.001639399,-0.93425
39486,4,11,6,27,,L5L,Monkeypox virus (strain Zaire 77-0666),ss_oligo,DNA,Experimental,,,,A,23,30071,0,U,U,4.686125,6.772125,-2.086,-1.663666667,19.68578617,9.30E-06,0.001647356,4.686125
36030,1,11,30,1,,EMPTY,Not Applicable,unknown_sequence,unknown_polymer,Control,,,,L,23,26280,0,U,U,0.775,1.48875,-0.71375,0.306291667,19.67892007,9.33E-06,0.001647356,0.775
12454,2,4,4,26,IMAGE:1336608,,Homo sapiens,cDNA_clone,DNA,Experimental,Mitogen-activated protein kinase kinase kinase 1,gene,DNA,C,16,24308,0,U,U,1.71125,2.164,-0.45275,0.2395,19.65932656,9.40E-06,0.001649627,1.71125
11092,1,4,22,10,IMAGE:2326043,,Homo sapiens,cDNA_clone,DNA,Experimental,AT hook containing transcription factor 1,gene,DNA,H,16,532012,0,U,U,-0.486875,-0.69825,0.211375,-0.001583333,19.61444232,9.56E-06,0.001649627,-0.486875
11534,1,4,14,25,IMAGE:814765,,Homo sapiens,cDNA_clone,DNA,Experimental,A kinase (PRKA) anchor protein 1,gene,DNA,L,16,502180,0,U,U,-0.6555,-0.8635,0.208,-0.382166667,19.60122193,9.60E-06,0.001649627,-0.6555
20625,3,6,15,28,,C8L,Monkeypox virus (strain Zaire 77-0666),ss_oligo,DNA,Experimental,,,,B,6,30078,0,U,U,3.348375,8.06925,-4.720875,-1.365625,19.58672379,9.66E-06,0.001649627,3.348375
36067,1,11,7,3,IMAGE:700340,,Homo sapiens,cDNA_clone,DNA,Experimental,Myoneurin,gene,DNA,H,11,618,0,U,U,1.115875,1.82875,-0.712875,0.595958333,19.57889615,9.68E-06,0.001649627,1.115875
11727,2,4,27,1,,LC:17990,Homo sapiens,cDNA_clone,DNA,Experimental,,,,G,4,17990,0,U,U,1.123,2.139375,-1.016375,-0.706333333,19.56975743,9.72E-06,0.001649627,1.123
13532,4,4,2,2,,EMPTY,Not Applicable,unknown_sequence,unknown_polymer,Control,,,,M,16,18032,0,U,U,0.418625,1.312125,-0.8935,-0.453041667,19.56480118,9.74E-06,0.001649627,0.418625
36992,2,11,2,4,IMAGE:2020656,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.535276,gene,DNA,G,23,22224,0,U,U,1.347875,1.49525,-0.147375,-0.027708333,19.55705377,9.76E-06,0.001649627,1.347875
8806,2,3,16,24,IMAGE:2464833,,Homo sapiens,cDNA_clone,DNA,Experimental,Oculocerebrorenal syndrome of Lowe,gene,DNA,C,15,542008,0,U,U,-0.748,-0.624,-0.124,0.187958333,19.54384437,9.81E-06,0.001649627,-0.748
784,1,1,4,27,IMAGE:501876,,Homo sapiens,cDNA_clone,DNA,Experimental,Calcium binding protein P22,gene,DNA,P,13,507291,0,U,U,-0.62225,-0.722125,0.099875,-0.053625,19.51505023,9.92E-06,0.001649627,-0.62225
9031,3,3,1,2,,EMPTY,Not Applicable,unknown_sequence,unknown_polymer,Control,,,,N,3,26282,0,U,U,0.849875,1.416875,-0.567,0.005291667,19.51222974,9.93E-06,0.001649627,0.849875
4341,1,2,21,25,IMAGE:729964,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.498173,gene,DNA,L,2,508221,0,U,U,-0.917125,-1.122,0.204875,1.274208333,19.50147974,9.97E-06,0.001649627,-0.917125
16380,3,5,30,6,IMAGE:1671086,,Homo sapiens,cDNA_clone,DNA,Experimental,EIF4ENIF1,gene,DNA,F,17,20097,0,U,U,1.044625,1.609375,-0.56475,-0.570541667,19.4975137,9.99E-06,0.001649627,1.044625
26888,2,8,8,27,,B17R,Monkeypox virus (strain Zaire 77-0666),ss_oligo,DNA,Experimental,,,,G,20,30208,0,U,U,3.82,4.198375,-0.378375,-0.250666667,19.48391441,1.00E-05,0.001649905,3.82
32501,1,10,11,4,IMAGE:1338360,,Homo sapiens,cDNA_clone,DNA,Experimental,,,,L,10,13793,0,U,U,1.19125,1.399375,-0.208125,0.172333333,19.45250504,1.02E-05,0.001656968,1.19125
4374,1,2,24,26,IMAGE:261827,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.518414,gene,DNA,L,14,518691,0,U,U,-0.480125,-0.65725,0.177125,0.456125,19.44651487,1.02E-05,0.001656968,-0.480125
39412,4,11,22,24,IMAGE:2490241,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.236646,gene,DNA,M,23,542072,0,U,U,-0.81525,-0.3665,-0.44875,0.911916667,19.4129778,1.03E-05,0.001666161,-0.81525
36092,1,11,2,4,IMAGE:2074826,,Homo sapiens,cDNA_clone,DNA,Experimental,84159,gene,DNA,H,23,22704,0,U,U,0.75025,1.643125,-0.892875,-0.169791667,19.39329618,1.04E-05,0.001666161,0.75025
17478,4,5,18,13,IMAGE:1339377,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.601773,gene,DNA,A,17,13929,0,U,U,0.444625,1.238125,-0.7935,-0.199916667,19.39328537,1.04E-05,0.001666161,0.444625
23402,3,7,2,1,IMAGE:826233,,Homo sapiens,cDNA_clone,DNA,Experimental,CDNA clone IMAGE:5266242,gene,DNA,B,19,3178,0,U,U,0.905875,1.1245,-0.218625,-0.227791667,19.37241549,1.05E-05,0.001671306,0.905875
43155,4,12,15,29,,J6R_73_a,Variola virus,ss_oligo,DNA,Experimental,,,,M,12,31162,0,U,U,2.517375,4.581125,-2.06375,-1.573291667,19.35871083,1.05E-05,0.001671968,2.517375
10726,4,3,16,28,,C16L,Monkeypox virus (strain Zaire 77-0666),ss_oligo,DNA,Experimental,,,,A,15,30063,1,U,U,1.3065,2.109375,-0.802875,0.365625,19.33060714,1.06E-05,0.00168183,1.3065
29848,2,9,28,5,IMAGE:1240595,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.524390,gene,DNA,G,21,24719,0,U,U,-0.847,-0.86425,0.01725,0.729666667,19.30241229,1.08E-05,0.001691863,-0.847
393,1,1,3,14,IMAGE:685735,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.397638,gene,DNA,D,1,1741,0,U,U,-0.609375,-0.822875,0.2135,0.375541667,19.20417945,1.12E-05,0.001747967,-0.609375
16087,2,5,7,27,,C9L,Monkeypox virus (strain Zaire 77-0666),ss_oligo,DNA,Experimental,,,,G,5,30193,0,U,U,2.428125,3.285,-0.856875,0.40025,19.16020669,1.13E-05,0.001766106,2.428125
18710,1,6,20,24,IMAGE:2577132,,Homo sapiens,cDNA_clone,DNA,Experimental,XRCC6,gene,DNA,L,18,542537,0,U,U,-1.0575,-1.2485,0.191,0.038166667,19.14497623,1.14E-05,0.001766106,-1.0575
19142,2,6,2,9,IMAGE:263013,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.477866,gene,DNA,C,18,508853,0,U,U,1.052125,1.7085,-0.656375,-0.112083333,19.14023884,1.14E-05,0.001766106,1.052125
31625,4,9,5,5,IMAGE:80699,,Homo sapiens,cDNA_clone,DNA,Experimental,,,,I,9,511189,0,U,U,-1.33025,-1.3785,0.04825,0.499791667,19.08252998,1.17E-05,0.001791664,-1.33025
39035,4,11,5,12,IMAGE:825170,,Homo sapiens,cDNA_clone,DNA,Experimental,ATP6V1A,gene,DNA,M,11,509294,0,U,U,-0.62125,-0.337875,-0.283375,0.408333333,19.06940723,1.17E-05,0.001791664,-0.62125
21629,1,7,29,1,,EMPTY,Not Applicable,unknown_sequence,unknown_polymer,Control,,,,L,7,26272,0,U,U,0.627375,1.102,-0.474625,-0.500208333,19.06636657,1.18E-05,0.001791664,0.627375
27029,3,8,29,1,IMAGE:2027917,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.632261,gene,DNA,J,8,22420,0,U,U,0.8465,1.420125,-0.573625,-0.493416667,19.0290987,1.19E-05,0.001801129,0.8465
30213,2,9,3,18,IMAGE:2133415,,Homo sapiens,cDNA_clone,DNA,Experimental,,,,C,9,23729,0,U,U,-0.76575,-1.03725,0.2715,0.88225,19.02641817,1.19E-05,0.001801129,-0.76575
41317,2,12,7,28,,C19L_140_s,Variola virus,ss_oligo,DNA,Experimental,,,,C,12,31306,0,U,U,2.798,6.537,-3.739,-0.682166667,19.00467486,1.20E-05,0.001801129,2.798
42916,4,12,16,21,IMAGE:471642,,Homo sapiens,cDNA_clone,DNA,Experimental,"Laminin, alpha 2 (merosin, congenital muscular dystrophy)",gene,DNA,M,24,26100,0,U,U,-1.09125,-0.716125,-0.375125,3.271083333,18.98900476,1.21E-05,0.001801129,-1.09125
642,1,1,12,22,IMAGE:2437211,,Homo sapiens,cDNA_clone,DNA,Experimental,"Potassium voltage-gated channel, subfamily H (eag-related), member 2",gene,DNA,D,13,541911,0,U,U,-0.664625,-1.122125,0.4575,0.401833333,18.98796533,1.21E-05,0.001801129,-0.664625
13847,4,4,17,12,IMAGE:700886,,Homo sapiens,cDNA_clone,DNA,Experimental,Histone deacetylase 9,gene,DNA,E,4,3578,0,U,U,1.230625,1.909875,-0.67925,0.567416667,18.97844131,1.22E-05,0.001801129,1.230625
35913,4,10,3,28,,G4R_819_a,Variola virus,ss_oligo,DNA,Experimental,,,,I,10,31064,0,U,U,3.73625,6.49325,-2.757,-1.590083333,18.97012148,1.22E-05,0.001801129,3.73625
14656,1,5,16,9,IMAGE:1339322,,Homo sapiens,cDNA_clone,DNA,Experimental,,,,P,17,13917,0,U,U,1.313,1.912375,-0.599375,-0.0465,18.95401345,1.23E-05,0.001802059,1.313
495,1,1,15,17,IMAGE:342647,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.234521,gene,DNA,P,1,508725,0,U,U,-0.600875,-0.952125,0.35125,-0.677958333,18.94572421,1.23E-05,0.001802059,-0.600875
7208,1,3,8,1,IMAGE:827012,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.491767,gene,DNA,P,15,3260,0,U,U,1.217375,1.700375,-0.483,-0.156708333,18.88700888,1.26E-05,0.001835109,1.217375
41428,3,12,28,1,IMAGE:2027788,,Homo sapiens,cDNA_clone,DNA,Experimental,TSPAN4,gene,DNA,F,24,22404,0,U,U,0.394625,1.102125,-0.7075,-0.625291667,18.84588524,1.28E-05,0.001856255,0.394625
32917,1,10,7,18,IMAGE:687112,,Homo sapiens,cDNA_clone,DNA,Experimental,Transcribed locus,gene,DNA,L,10,20705,0,U,U,-0.56225,-0.650625,0.088375,0.504291667,18.80373863,1.30E-05,0.001873278,-0.56225
35034,3,10,24,28,VACWR081,,Vaccinia virus (strain WR),cDNA_clone,DNA,Experimental,,,,B,22,30464,0,U,U,1.929625,5.5055,-3.575875,-1.125625,18.79965729,1.30E-05,0.001873278,1.929625
