"","ID","MetaColumn","MetaRow","Column","Row","CLONE_ID","SPOT_ID","Reporter.Species","Reporter.BioSequence.Database.Entry..preferredName.","Repoter.Biosequence.Type","Repoter.BioSequence.PolymerType","CompositeSequence.Identifier","GeneId","CompositeSequence.Biosequence.Type","Plate.Identifier","Plate.Row","Plate.Column","LUID","Failed","Contaminated","logFC","AveExpr","t","P.Value","adj.P.Val","B","log2FC"
"38365",38365,3,11,25,19,"IMAGE:2019750","","Homo sapiens","cDNA_clone","DNA","Experimental","SEC14L2","gene","DNA","J",11,531254,0,"U","U",-0.121958333333333,0.756357142857143,-0.47262888341284,0.643317855631253,0.73003720146625,-7.00098735144083,-0.121958333333333
"20202",20202,3,6,12,14,"IMAGE:1271038","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.120732","gene","DNA","B",18,21033,0,"U","U",-0.12525,-0.622928571428571,-0.472309233337369,0.643540701031266,0.730266698467281,-7.00114508747037,-0.12525
"26381",26381,2,8,11,10,"IMAGE:753667","","Homo sapiens","cDNA_clone","DNA","Experimental","Integrin, alpha 7","gene","DNA","C",8,27760,0,"U","U",-0.0560000000000003,-0.7615,-0.471988047151233,0.643764652965501,0.730497436383994,-7.00130347721578,-0.0560000000000003
"39016",39016,4,11,16,11,"IMAGE:300411","","Homo sapiens","cDNA_clone","DNA","Experimental","CCL19","gene","DNA","E",23,28260,0,"U","U",-0.45,0.571642857142857,-0.471934594107662,0.643801927375065,0.73051633819069,-7.00132982689979,-0.45
"33045",33045,1,10,15,22,"IMAGE:2260073","","Homo sapiens","cDNA_clone","DNA","Experimental","Transcribed locus","gene","DNA","L",10,541669,0,"U","U",-0.0990833333333327,0.774285714285714,-0.471790393805391,0.643902487498762,0.73060704622594,-7.00140089601152,-0.0990833333333327
"38950",38950,4,11,10,9,"IMAGE:1334745","","Homo sapiens","cDNA_clone","DNA","Experimental","","","","A",23,13452,0,"U","U",-0.103833333333334,-1.573,-0.471727730709003,0.643946188738874,0.730621787880642,-7.00143177294613,-0.103833333333334
"6380",6380,4,2,20,3,"IMAGE:2000823","","Homo sapiens","cDNA_clone","DNA","Experimental","PFTAIRE protein kinase 1","gene","DNA","M",14,23503,0,"U","U",-0.0886666666666667,0.8395,-0.471712631233042,0.643956719315679,0.730621787880642,-7.00143921254408,-0.0886666666666667
"9446",9446,3,3,26,15,"IMAGE:1286407","","Homo sapiens","cDNA_clone","DNA","Experimental","9262","gene","DNA","J",15,11192,0,"U","U",0.111666666666667,-0.187642857142857,0.471084685852832,0.644394726644516,0.731095333136791,-7.00174840016542,0.111666666666667
"31335",31335,3,9,15,25,"IMAGE:796198","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.149239","gene","DNA","N",9,502285,0,"U","U",0.324208333333333,-1.18542857142857,0.470971034783464,0.644474015622583,0.731161878699891,-7.00180431693837,0.324208333333333
"22552",22552,2,7,22,2,"IMAGE:1352472","","Homo sapiens","cDNA_clone","DNA","Experimental","Crn, crooked neck-like 1 (Drosophila)","gene","DNA","G",19,14350,0,"U","U",-0.0707916666666666,0.175285714285714,-0.470590955681452,0.644739211253712,0.731439326108692,-7.00199122223256,-0.0707916666666666
"11761",11761,2,4,1,3,"IMAGE:2254846","","Homo sapiens","cDNA_clone","DNA","Experimental","PIAS4","gene","DNA","K",4,531838,0,"U","U",-0.0832916666666663,0.582428571428571,-0.470514258979058,0.644792731506016,0.731453324460501,-7.00202892035955,-0.0832916666666663
"14196",14196,4,4,6,24,"IMAGE:1317888","","Homo sapiens","cDNA_clone","DNA","Experimental","","","","M",16,13136,0,"U","U",-0.0769583333333334,0.0126428571428571,-0.47051410796237,0.644792836890011,0.731453324460501,-7.00202899458171,-0.0769583333333334
"27355",27355,3,8,25,12,"IMAGE:241474","","Homo sapiens","cDNA_clone","DNA","Experimental","672","gene","DNA","F",8,28540,0,"U","U",0.135791666666667,-0.744928571428571,0.470433975619749,0.644848756763407,0.731493340965482,-7.00206837501928,0.135791666666667
"24042",24042,3,7,12,22,"IMAGE:2435540","","Homo sapiens","cDNA_clone","DNA","Experimental","10795","gene","DNA","B",19,541902,0,"U","U",-0.0860416666666667,-0.6305,-0.470225312273798,0.644994381624298,0.731635109776667,-7.00217089050486,-0.0860416666666667
"4884",4884,2,2,24,13,"IMAGE:1341485","","Homo sapiens","cDNA_clone","DNA","Experimental","ANKRD12","gene","DNA","O",14,14107,0,"U","U",0.07775,-0.00892857142857143,0.470069184366212,0.645103352153881,0.731719699187637,-7.00224756666302,0.07775
"38573",38573,3,11,23,26,"IMAGE:270558","","Homo sapiens","cDNA_clone","DNA","Experimental","MRPS30","gene","DNA","J",11,518774,0,"U","U",-0.124708333333334,-1.43907142857143,-0.470059293987177,0.645110255494105,0.731719699187637,-7.00225242310616,-0.124708333333334
"19181",19181,2,6,11,10,"IMAGE:752785","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.63489","gene","DNA","C",6,27759,0,"U","U",0.119749999999998,-2.31092857142857,0.469982545539999,0.645163825937054,0.731757037273612,-7.00229010529496,0.119749999999998
"37020",37020,2,11,30,4,"IMAGE:79043","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.503357","gene","DNA","O",23,509696,0,"U","U",0.08875,-0.416214285714286,0.469929178195543,0.645201077559755,0.731775864446555,-7.00231630423769,0.08875
"11355",11355,1,4,15,19,"IMAGE:1356202","","Homo sapiens","cDNA_clone","DNA","Experimental","LOC285636","gene","DNA","H",4,25094,0,"U","U",-0.253208333333333,-0.947642857142857,-0.469876685572744,0.645237719565107,0.731793999018963,-7.00234207094745,-0.253208333333333
"18326",18326,1,6,26,11,"IMAGE:825338","","Homo sapiens","cDNA_clone","DNA","Experimental","","","","L",18,20421,0,"U","U",-0.06825,0.0135,-0.469651957575811,0.645394599673138,0.731935621725186,-7.00245235012236,-0.06825
"27587",27587,3,8,17,20,"","1292856","Homo sapiens","cDNA_clone","DNA","Experimental","PARK2 co-regulated","gene","DNA","F",8,522876,0,"U","U",-0.0790416666666667,-0.118,-0.469631166253301,0.645409114743505,0.731935621725186,-7.00246255031249,-0.0790416666666667
"25597",25597,1,8,7,14,"IMAGE:683140","","Homo sapiens","cDNA_clone","DNA","Experimental","IL24","gene","DNA","L",8,1504,0,"U","U",-0.167708333333333,0.346,-0.469609040089606,0.645424561871798,0.731935621725186,-7.00247340489216,-0.167708333333333
"39273",39273,4,11,3,20,"IMAGE:1335590","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.601815","gene","DNA","I",11,21366,0,"U","U",0.111375,0.549357142857143,0.469291494143071,0.645646271533856,0.732149363978011,-7.00262913083831,0.111375
"41011",41011,2,12,1,18,"IMAGE:446927","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.241570","gene","DNA","O",12,521210,0,"U","U",-0.107958333333334,-1.51064285714286,-0.469279900661733,0.645654366726524,0.732149363978011,-7.00263481439847,-0.107958333333334
"27944",27944,4,8,14,2,"IMAGE:1288331","","Homo sapiens","cDNA_clone","DNA","Experimental","","","","E",20,11362,0,"U","U",-0.0807916666666667,-0.71,-0.46915833474695,0.645739253379892,0.732199427963661,-7.0026944023699,-0.0807916666666667
"13872",13872,4,4,12,13,"IMAGE:2012109","","Homo sapiens","cDNA_clone","DNA","Experimental","ADM","gene","DNA","E",16,29216,0,"U","U",0.33425,1.562,0.469157487654577,0.645739844902673,0.732199427963661,-7.00269481753663,0.33425
"12023",12023,2,4,23,11,"IMAGE:700410","","Homo sapiens","cDNA_clone","DNA","Experimental","","","","G",4,20294,0,"U","U",0.0628750000000001,0.195571428571429,0.46899329807217,0.645854502801771,0.732303012819268,-7.00277527442322,0.0628750000000001
"6400",6400,4,2,10,4,"IMAGE:1318715","","Homo sapiens","cDNA_clone","DNA","Experimental","","","","E",14,13183,0,"U","U",-0.175958333333334,-0.776785714285714,-0.468938212651306,0.645892972478498,0.732303012819268,-7.00280226149388,-0.175958333333334
"32011",32011,4,9,1,18,"IMAGE:1632198","","Homo sapiens","cDNA_clone","DNA","Experimental","MYLPF","gene","DNA","M",9,521101,0,"U","U",0.104875,-0.465928571428571,0.468936557668408,0.6458941282752,0.732303012819268,-7.00280307224411,0.104875
"19842",19842,3,6,12,2,"IMAGE:1288901","","Homo sapiens","cDNA_clone","DNA","Experimental","ZNF81","gene","DNA","B",18,11433,0,"U","U",0.0762500000000002,-0.395571428571429,0.468908293624449,0.645913867288702,0.732303012819268,-7.00281691792824,0.0762500000000002
"18595",18595,1,6,25,20,"IMAGE:1956919","","Homo sapiens","cDNA_clone","DNA","Experimental","5662","gene","DNA","H",6,528551,0,"U","U",-0.116833333333333,-0.465071428571429,-0.468835077439762,0.645965001210536,0.732333321988399,-7.00285278051333,-0.116833333333333
"30229",30229,2,9,19,18,"IMAGE:274597","","Homo sapiens","cDNA_clone","DNA","Experimental","MDM4","gene","DNA","C",9,26417,0,"U","U",-0.0552083333333333,-0.204285714285714,-0.468810828283046,0.645981937141857,0.732333321988399,-7.0028646569817,-0.0552083333333333
"34582",34582,3,10,22,13,"IMAGE:1350992","","Homo sapiens","cDNA_clone","DNA","Experimental","Aurora kinase A","gene","DNA","J",22,14171,0,"U","U",-0.199583333333334,-1.11878571428571,-0.468717455522686,0.64604715180151,0.732383821659294,-7.00291038243116,-0.199583333333334
"34778",34778,3,10,8,20,"IMAGE:277189","","Homo sapiens","cDNA_clone","DNA","Experimental","55818","gene","DNA","B",22,510955,0,"U","U",-0.070875,0.0765,-0.468501669733862,0.646197875297666,0.732531251093266,-7.00301602077217,-0.070875
"15932",15932,2,5,2,22,"IMAGE:41569","","Homo sapiens","cDNA_clone","DNA","Experimental","79570","gene","DNA","O",17,515453,0,"U","U",0.0811249999999999,-0.927857142857143,0.4683325572812,0.646316009291115,0.732641728748227,-7.00309877708543,0.0811249999999999
"32734",32734,1,10,4,12,"IMAGE:47264","","Homo sapiens","cDNA_clone","DNA","Experimental","KIAA0953","gene","DNA","L",22,509479,0,"U","U",-0.1025,0.0855714285714286,-0.467951433981962,0.646582280145205,0.73292011684267,-7.00328517598065,-0.1025
"40176",40176,1,12,6,20,"IMAGE:1367795","","Homo sapiens","cDNA_clone","DNA","Experimental","Transcribed locus","gene","DNA","P",24,21600,0,"U","U",0.0790833333333333,-0.0268571428571429,0.467852911376588,0.646651120846023,0.732974701373549,-7.00333333722124,0.0790833333333333
"42410",42410,4,12,20,4,"IMAGE:75494","","Homo sapiens","cDNA_clone","DNA","Experimental","","","","I",24,529340,0,"U","U",-0.0558750000000001,-0.524571428571429,-0.46766734979891,0.646780787349402,0.733077298910175,-7.00342401937194,-0.0558750000000001
"4312",4312,1,2,22,24,"IMAGE:2578773","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.631725","gene","DNA","P",14,542559,0,"U","U",-0.0934166666666667,-0.287785714285714,-0.467664164126172,0.646783013533426,0.733077298910175,-7.00342557587448,-0.0934166666666667
"24955",24955,4,7,25,22,"IMAGE:781105","","Homo sapiens","cDNA_clone","DNA","Experimental","130872","gene","DNA","M",7,511596,0,"U","U",-0.184458333333333,1.80507142857143,-0.467552534292529,0.646861023921982,0.733128061476713,-7.00348011110931,-0.184458333333333
"42167",42167,3,12,17,26,"IMAGE:2044453","","Homo sapiens","cDNA_clone","DNA","Experimental","9801","gene","DNA","N",12,24078,0,"U","U",-0.119458333333333,0.996428571428571,-0.467538192666273,0.646871046605447,0.733128061476713,-7.00348711659918,-0.119458333333333
"16881",16881,3,5,21,23,"IMAGE:322461","","Homo sapiens","cDNA_clone","DNA","Experimental","Ectonucleotide pyrophosphatase/phosphodiesterase 5 (putative function)","gene","DNA","B",5,506435,0,"U","U",-0.0605000000000002,-0.338928571428571,-0.467490462302874,0.646904403605226,0.733128061476713,-7.00351043006589,-0.0605000000000002
"17739",17739,4,5,9,22,"IMAGE:2107136","","Homo sapiens","cDNA_clone","DNA","Experimental","","","","M",5,22827,0,"U","U",0.07125,-0.631714285714286,0.467481649327569,0.646910562755931,0.733128061476713,-7.00351473443166,0.07125
"25895",25895,1,8,5,24,"IMAGE:1333716","","Homo sapiens","cDNA_clone","DNA","Experimental","83417","gene","DNA","P",8,13336,0,"U","U",0.0913750000000001,-0.0382142857142857,0.467436949118398,0.646941802937224,0.733140016742082,-7.0035365653516,0.0913750000000001
"4695",4695,2,2,15,7,"IMAGE:1883318","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.153322","gene","DNA","G",2,531429,0,"U","U",-0.0884583333333333,-0.279785714285714,-0.467169927411149,0.647128433956407,0.733328060649142,-7.00366693257902,-0.0884583333333333
"23448",23448,3,7,18,2,"IMAGE:1299843","","Homo sapiens","cDNA_clone","DNA","Experimental","51479","gene","DNA","N",19,11602,0,"U","U",0.0653749999999999,-0.232857142857143,0.467129944149462,0.647156381795621,0.733336277980244,-7.00368644726378,0.0653749999999999
"28434",28434,4,8,24,18,"IMAGE:486668","","Homo sapiens","cDNA_clone","DNA","Experimental","ZFP36","gene","DNA","I",20,26554,0,"U","U",0.1405,0.145714285714286,0.467041301506398,0.647218343939287,0.733383037441662,-7.00372970541544,0.1405
"39062",39062,4,11,2,13,"IMAGE:201517","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.368160","gene","DNA","A",23,505004,0,"U","U",-0.0673333333333332,0.377642857142857,-0.466970893583991,0.647267561743071,0.73339446684924,-7.00376405923165,-0.0673333333333332
"18131",18131,1,6,11,5,"IMAGE:2307569","","Homo sapiens","cDNA_clone","DNA","Experimental","122616","gene","DNA","H",6,531911,0,"U","U",-0.0739166666666666,0.0145714285714286,-0.466967653623244,0.647269826639275,0.73339446684924,-7.00376563996987,-0.0739166666666666
"2756",2756,4,1,26,2,"IMAGE:1352762","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.526822","gene","DNA","M",13,14383,0,"U","U",0.190583333333333,-0.321071428571429,0.466871125426836,0.647337306376922,0.733447471520273,-7.00381273004102,0.190583333333333
"40778",40778,2,12,8,10,"IMAGE:758298","","Homo sapiens","cDNA_clone","DNA","Experimental","Thymus high mobility group box protein TOX","gene","DNA","K",24,507464,0,"U","U",-0.0894583333333336,-1.40471428571429,-0.466575025179545,0.647544320425752,0.733635194846233,-7.00395711986331,-0.0894583333333336
"30002",30002,2,9,2,11,"IMAGE:39959","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.632077","gene","DNA","K",21,510055,0,"U","U",0.0670833333333332,-0.38,0.466574911627365,0.647544399819827,0.733635194846233,-7.00395717521864,0.0670833333333332
"11805",11805,2,4,15,4,"IMAGE:773149","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.545122","gene","DNA","C",4,529294,0,"U","U",-0.0764583333333335,-0.366142857142857,-0.466497915762675,0.647598235255738,0.733672728923666,-7.00399470677005,-0.0764583333333335
"11168",11168,1,4,8,13,"IMAGE:271699","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.446017","gene","DNA","P",16,505276,0,"U","U",0.152208333333334,2.37535714285714,0.466373073828991,0.647685528939754,0.733748075790432,-7.00405554805358,0.152208333333334
"11568",11568,1,4,18,26,"IMAGE:2044604","","Homo sapiens","cDNA_clone","DNA","Experimental","HS1BP3","gene","DNA","P",16,24092,0,"U","U",-0.109958333333333,0.099,-0.46634357182902,0.647706158512492,0.733748075790432,-7.004069923441,-0.109958333333333
"12844",12844,3,4,4,9,"IMAGE:175536","","Homo sapiens","cDNA_clone","DNA","Experimental","2563","gene","DNA","F",16,508960,0,"U","U",0.152958333333333,-0.783071428571429,0.466290117004373,0.647743538101254,0.733766961397159,-7.00409596802935,0.152958333333333
"32466",32466,1,10,6,3,"IMAGE:685683","","Homo sapiens","cDNA_clone","DNA","Experimental","Junction-mediating and regulatory protein","gene","DNA","D",22,407,0,"U","U",-0.09925,0.164214285714286,-0.466146631396716,0.647843878753982,0.733857166109011,-7.00416586363356,-0.09925
"38906",38906,4,11,26,7,"IMAGE:687129","","Homo sapiens","cDNA_clone","DNA","Experimental","HVCN1","gene","DNA","I",23,1884,0,"U","U",0.181249999999999,-1.17707142857143,0.466104252347544,0.647873516118176,0.733867277152755,-7.00418650358426,0.181249999999999
"11153",11153,1,4,23,12,"IMAGE:809639","","Homo sapiens","cDNA_clone","DNA","Experimental","CSF3R","gene","DNA","D",4,28526,0,"U","U",0.0725833333333332,-0.842142857142857,0.466047247525614,0.647913382841379,0.733869838733781,-7.00421426387928,0.0725833333333332
"32443",32443,1,10,13,2,"IMAGE:1289167","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.443935","gene","DNA","H",10,11465,0,"U","U",-0.0774166666666666,0.165071428571429,-0.466041788805488,0.64791720049414,0.733869838733781,-7.00421692200213,-0.0774166666666666
"8800",8800,2,3,10,24,"IMAGE:757873","","Homo sapiens","cDNA_clone","DNA","Experimental","CDK5R1","gene","DNA","G",15,509164,0,"U","U",-0.0828333333333335,0.267,-0.465785576623728,0.648096398518221,0.734043719820258,-7.00434165046722,-0.0828333333333335
"11581",11581,1,4,1,27,"IMAGE:429008","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.164797","gene","DNA","L",4,507166,0,"U","U",-0.116041666666667,-0.266357142857143,-0.465763058613395,0.648112148973464,0.734043719820258,-7.00435260943478,-0.116041666666667
"14617",14617,1,5,7,8,"IMAGE:1234055","","Homo sapiens","cDNA_clone","DNA","Experimental","3566","gene","DNA","D",5,9999,0,"U","U",-0.116875,0.297785714285714,-0.46572548459093,0.648138430898945,0.734050023078767,-7.00437089465141,-0.116875
"21915",21915,1,7,15,11,"IMAGE:1894160","","Homo sapiens","cDNA_clone","DNA","Experimental","Hypothetical protein LOC644450","gene","DNA","H",7,531432,0,"U","U",-0.0691666666666667,-0.180642857142857,-0.465569334412941,0.64824765854542,0.734150263216027,-7.00444686903362,-0.0691666666666667
"32525",32525,1,10,5,5,"IMAGE:46629","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.520259","gene","DNA","L",10,511393,0,"U","U",0.0632916666666666,-0.37,0.46531868079404,0.648423009172744,0.734302305017443,-7.00456877203382,0.0632916666666666
"38766",38766,4,11,6,3,"IMAGE:683421","","Homo sapiens","cDNA_clone","DNA","Experimental","","","","A",23,108,0,"U","U",-0.0673333333333334,-0.956357142857143,-0.465318183096734,0.648423357369988,0.734302305017443,-7.00456901402074,-0.0673333333333334
"13029",13029,3,4,9,15,"IMAGE:275612","","Homo sapiens","cDNA_clone","DNA","Experimental","","","","J",4,502930,0,"U","U",0.076875,-0.181928571428571,0.465242395109183,0.648476380885859,0.734338881557324,-7.00460586019508,0.076875
"36197",36197,1,11,17,7,"IMAGE:1882158","","Homo sapiens","cDNA_clone","DNA","Experimental","Growth arrest-specific 8","gene","DNA","L",11,531650,0,"U","U",0.0759166666666666,-0.217214285714286,0.46521024936527,0.648498871592244,0.734340881311815,-7.00462148687018,0.0759166666666666
"35168",35168,4,10,8,3,"IMAGE:684353","","Homo sapiens","cDNA_clone","DNA","Experimental","TMEM165","gene","DNA","E",22,227,0,"U","U",0.100166666666667,-0.196071428571429,0.464998980350891,0.648646694343507,0.73448479869211,-7.0047241627772,0.100166666666667
"34804",34804,3,10,4,21,"IMAGE:1317374","","Homo sapiens","cDNA_clone","DNA","Experimental","EBF","gene","DNA","F",22,12803,0,"U","U",-0.0643333333333333,-0.112571428571429,-0.464538409218771,0.648969004156082,0.734826278217571,-7.00494784151058,-0.0643333333333333
"41087",41087,2,12,17,20,"IMAGE:884578","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.408676","gene","DNA","G",12,522794,0,"U","U",0.0935833333333334,0.0908571428571428,0.464481306946273,0.649008969646437,0.734848048235514,-7.00497555852127,0.0935833333333334
"16414",16414,3,5,4,8,"IMAGE:682995","","Homo sapiens","cDNA_clone","DNA","Experimental","","","","J",17,19353,0,"U","U",0.106833333333333,0.166285714285714,0.464112700428997,0.64926698165306,0.735116694708831,-7.0051543976979,0.106833333333333
