,category,ID,term,count,genes,logFC,adj_pval,zscore
619,CC,GO:0000139,Golgi membrane,23,CHST3,1.319533019,0.002244005,4.795831523
620,CC,GO:0031463,Cul3-RING ubiquitin ligase complex,5,KLHL9,1.031125532,0.003287401,2.236067977
621,CC,GO:0031463,Cul3-RING ubiquitin ligase complex,5,GAN,1.497592462,0.003287401,2.236067977
622,CC,GO:0031463,Cul3-RING ubiquitin ligase complex,5,ENC1,1.381408849,0.003287401,2.236067977
623,CC,GO:0031463,Cul3-RING ubiquitin ligase complex,5,LZTR1,1.487543375,0.003287401,2.236067977
624,CC,GO:0031463,Cul3-RING ubiquitin ligase complex,5,KLHL42,1.188992165,0.003287401,2.236067977
625,CC,GO:0016323,basolateral plasma membrane,12,ABCC3,2.071175994,0.003814359,3.464101615
626,CC,GO:0016323,basolateral plasma membrane,12,SLC7A5,1.055899473,0.003814359,3.464101615
627,CC,GO:0016323,basolateral plasma membrane,12,SLC38A1,1.071911154,0.003814359,3.464101615
628,CC,GO:0016323,basolateral plasma membrane,12,LRP1,1.124225932,0.003814359,3.464101615
629,CC,GO:0016323,basolateral plasma membrane,12,SLC6A9,1.685787623,0.003814359,3.464101615
630,CC,GO:0016323,basolateral plasma membrane,12,CLDN7,2.214630701,0.003814359,3.464101615
631,CC,GO:0016323,basolateral plasma membrane,12,SLC2A1,1.540415578,0.003814359,3.464101615
632,CC,GO:0016323,basolateral plasma membrane,12,EPPK1,1.027001296,0.003814359,3.464101615
633,CC,GO:0016323,basolateral plasma membrane,12,SLC4A2,1.088043828,0.003814359,3.464101615
634,CC,GO:0016323,basolateral plasma membrane,12,ATP2B1,1.208471061,0.003814359,3.464101615
635,CC,GO:0016323,basolateral plasma membrane,12,RAB17,2.481924269,0.003814359,3.464101615
636,CC,GO:0016323,basolateral plasma membrane,12,PKD1,3.12838686,0.003814359,3.464101615
637,CC,GO:0012505,endomembrane system,9,NRBP2,1.666829684,0.007296059,3
638,CC,GO:0012505,endomembrane system,9,RNF34,1.211244319,0.007296059,3
639,CC,GO:0012505,endomembrane system,9,ATP8B2,1.54747516,0.007296059,3
640,CC,GO:0012505,endomembrane system,9,DOCK9,1.224664632,0.007296059,3
641,CC,GO:0012505,endomembrane system,9,BIK,1.564083906,0.007296059,3
642,CC,GO:0012505,endomembrane system,9,RAB17,2.481924269,0.007296059,3
643,CC,GO:0012505,endomembrane system,9,LZTR1,1.487543375,0.007296059,3
644,CC,GO:0012505,endomembrane system,9,GDPD5,3.211057638,0.007296059,3
645,CC,GO:0012505,endomembrane system,9,RAB6B,2.274002235,0.007296059,3
646,CC,GO:0016328,lateral plasma membrane,6,SLC6A9,1.685787623,0.008880106,2.449489743
647,CC,GO:0016328,lateral plasma membrane,6,CLDN7,2.214630701,0.008880106,2.449489743
648,CC,GO:0016328,lateral plasma membrane,6,DVL1,1.101623715,0.008880106,2.449489743
649,CC,GO:0016328,lateral plasma membrane,6,DSG2,2.098334684,0.008880106,2.449489743
650,CC,GO:0016328,lateral plasma membrane,6,ATP2B1,1.208471061,0.008880106,2.449489743
651,CC,GO:0016328,lateral plasma membrane,6,PKD1,3.12838686,0.008880106,2.449489743
652,CC,GO:0005634,nucleus,120,TES,1.185075415,0.01107964,10.95445115
653,CC,GO:0005634,nucleus,120,SMC5,1.462494949,0.01107964,10.95445115
654,CC,GO:0005634,nucleus,120,ZDBF2,1.621739127,0.01107964,10.95445115
655,CC,GO:0005634,nucleus,120,RASSF1,1.375498834,0.01107964,10.95445115
656,CC,GO:0005634,nucleus,120,RASSF3,1.185213773,0.01107964,10.95445115
657,CC,GO:0005634,nucleus,120,ZMIZ2,1.212084178,0.01107964,10.95445115
658,CC,GO:0005634,nucleus,120,FTH1,1.363955007,0.01107964,10.95445115
659,CC,GO:0005634,nucleus,120,SCMH1,1.252215628,0.01107964,10.95445115
660,CC,GO:0005634,nucleus,120,TRIM27,1.360869388,0.01107964,10.95445115
661,CC,GO:0005634,nucleus,120,SYNPO,1.246254702,0.01107964,10.95445115
662,CC,GO:0005634,nucleus,120,CDKL2,2.79006747,0.01107964,10.95445115
663,CC,GO:0005634,nucleus,120,ZNF284,1.342966478,0.01107964,10.95445115
664,CC,GO:0005634,nucleus,120,ZNF282,1.113319467,0.01107964,10.95445115
665,CC,GO:0005634,nucleus,120,ZNF160,1.338489131,0.01107964,10.95445115
666,CC,GO:0005634,nucleus,120,KRT8,2.767720339,0.01107964,10.95445115
667,CC,GO:0005634,nucleus,120,HUS1,1.466218523,0.01107964,10.95445115
668,CC,GO:0005634,nucleus,120,SAP30,1.566837245,0.01107964,10.95445115
669,CC,GO:0005634,nucleus,120,OVOL2,1.997308805,0.01107964,10.95445115
670,CC,GO:0005634,nucleus,120,MOB3C,1.443194177,0.01107964,10.95445115
671,CC,GO:0005634,nucleus,120,DGKQ,2.456190221,0.01107964,10.95445115
672,CC,GO:0005634,nucleus,120,ZNF319,1.57132456,0.01107964,10.95445115
673,CC,GO:0005634,nucleus,120,HSBP1L1,1.049550792,0.01107964,10.95445115
674,CC,GO:0005634,nucleus,120,HOXB2,1.17038667,0.01107964,10.95445115
675,CC,GO:0005634,nucleus,120,TRIB3,1.61216085,0.01107964,10.95445115
676,CC,GO:0005634,nucleus,120,NEIL1,2.332397251,0.01107964,10.95445115
677,CC,GO:0005634,nucleus,120,BCORL1,1.267301586,0.01107964,10.95445115
678,CC,GO:0005634,nucleus,120,KCTD15,1.260858288,0.01107964,10.95445115
679,CC,GO:0005634,nucleus,120,ZNF397,1.114297321,0.01107964,10.95445115
680,CC,GO:0005634,nucleus,120,L3MBTL1,1.863367877,0.01107964,10.95445115
681,CC,GO:0005634,nucleus,120,ZNF275,2.18759023,0.01107964,10.95445115
682,CC,GO:0005634,nucleus,120,PXK,1.197684457,0.01107964,10.95445115
683,CC,GO:0005634,nucleus,120,CBFB,1.165740464,0.01107964,10.95445115
684,CC,GO:0005634,nucleus,120,CTBP2,1.25571814,0.01107964,10.95445115
685,CC,GO:0005634,nucleus,120,CTBP1,1.142562066,0.01107964,10.95445115
686,CC,GO:0005634,nucleus,120,EIF5A2,1.917835879,0.01107964,10.95445115
687,CC,GO:0005634,nucleus,120,MED30,1.714866217,0.01107964,10.95445115
688,CC,GO:0005634,nucleus,120,DEAF1,1.220831697,0.01107964,10.95445115
689,CC,GO:0005634,nucleus,120,ATXN7,1.205168273,0.01107964,10.95445115
690,CC,GO:0005634,nucleus,120,NACC2,1.680651854,0.01107964,10.95445115
691,CC,GO:0005634,nucleus,120,ZKSCAN2,1.576432276,0.01107964,10.95445115
692,CC,GO:0005634,nucleus,120,ZNF664,1.124912218,0.01107964,10.95445115
693,CC,GO:0005634,nucleus,120,PLK3,1.176796238,0.01107964,10.95445115
694,CC,GO:0005634,nucleus,120,XBP1,1.502808348,0.01107964,10.95445115
695,CC,GO:0005634,nucleus,120,SMAD4,1.111311315,0.01107964,10.95445115
696,CC,GO:0005634,nucleus,120,EIF2AK2,1.121911985,0.01107964,10.95445115
697,CC,GO:0005634,nucleus,120,MEX3D,1.096646487,0.01107964,10.95445115
698,CC,GO:0005634,nucleus,120,SMARCA1,1.929628541,0.01107964,10.95445115
699,CC,GO:0005634,nucleus,120,ZNF37A,1.776778011,0.01107964,10.95445115
700,CC,GO:0005634,nucleus,120,AGO4,1.340650782,0.01107964,10.95445115
701,CC,GO:0005634,nucleus,120,BHLHE40,1.130222959,0.01107964,10.95445115
702,CC,GO:0005634,nucleus,120,ZNF416,1.074474986,0.01107964,10.95445115
703,CC,GO:0005634,nucleus,120,ZNF778,1.771428092,0.01107964,10.95445115
704,CC,GO:0005634,nucleus,120,RBAK,1.428049258,0.01107964,10.95445115
705,CC,GO:0005634,nucleus,120,RCOR1,1.350458626,0.01107964,10.95445115
706,CC,GO:0005634,nucleus,120,MUS81,1.084181337,0.01107964,10.95445115
707,CC,GO:0005634,nucleus,120,USP35,1.292461975,0.01107964,10.95445115
708,CC,GO:0005634,nucleus,120,ZNF251,1.541876182,0.01107964,10.95445115
709,CC,GO:0005634,nucleus,120,CHD7,1.021629009,0.01107964,10.95445115
710,CC,GO:0005634,nucleus,120,SNX10,2.834422686,0.01107964,10.95445115
711,CC,GO:0005634,nucleus,120,LIMD1,1.60682939,0.01107964,10.95445115
712,CC,GO:0005634,nucleus,120,PKD1,3.12838686,0.01107964,10.95445115
713,CC,GO:0005634,nucleus,120,LARP1B,1.163700974,0.01107964,10.95445115
714,CC,GO:0005634,nucleus,120,CDC73,1.027492233,0.01107964,10.95445115
715,CC,GO:0005634,nucleus,120,ZNF805,1.463501778,0.01107964,10.95445115
716,CC,GO:0005634,nucleus,120,AIFM2,3.515573125,0.01107964,10.95445115
717,CC,GO:0005634,nucleus,120,SNAPC2,1.496589132,0.01107964,10.95445115
718,CC,GO:0005634,nucleus,120,ZC3H7B,1.004282723,0.01107964,10.95445115
719,CC,GO:0005634,nucleus,120,UBE2Q2,1.41839072,0.01107964,10.95445115
720,CC,GO:0005634,nucleus,120,CASP3,1.05470245,0.01107964,10.95445115
721,CC,GO:0005634,nucleus,120,ENC1,1.381408849,0.01107964,10.95445115
722,CC,GO:0005634,nucleus,120,SPEG,2.082986642,0.01107964,10.95445115
723,CC,GO:0005634,nucleus,120,DGCR8,1.009551556,0.01107964,10.95445115
724,CC,GO:0005634,nucleus,120,LRRFIP1,1.964244425,0.01107964,10.95445115
725,CC,GO:0005634,nucleus,120,ACADS,1.454670576,0.01107964,10.95445115
726,CC,GO:0005634,nucleus,120,EID2B,2.23367179,0.01107964,10.95445115
727,CC,GO:0005634,nucleus,120,TGIF1,1.132479571,0.01107964,10.95445115
728,CC,GO:0005634,nucleus,120,CERS5,1.498437183,0.01107964,10.95445115
729,CC,GO:0005634,nucleus,120,PARP4,1.441891917,0.01107964,10.95445115
730,CC,GO:0005634,nucleus,120,KLF13,1.238143053,0.01107964,10.95445115
731,CC,GO:0005634,nucleus,120,SPHK2,1.411713019,0.01107964,10.95445115
732,CC,GO:0005634,nucleus,120,PTP4A2,1.316284249,0.01107964,10.95445115
733,CC,GO:0005634,nucleus,120,MED22,1.110333548,0.01107964,10.95445115
734,CC,GO:0005634,nucleus,120,CREB3,1.188280539,0.01107964,10.95445115
735,CC,GO:0005634,nucleus,120,PTP4A3,4.08549018,0.01107964,10.95445115
736,CC,GO:0005634,nucleus,120,NPEPL1,1.788958302,0.01107964,10.95445115
737,CC,GO:0005634,nucleus,120,KIFC2,1.376396194,0.01107964,10.95445115
738,CC,GO:0005634,nucleus,120,ZNF514,1.671528334,0.01107964,10.95445115
739,CC,GO:0005634,nucleus,120,IRF5,1.445874726,0.01107964,10.95445115
740,CC,GO:0005634,nucleus,120,JDP2,3.126936093,0.01107964,10.95445115
741,CC,GO:0005634,nucleus,120,KDM7A,1.214637146,0.01107964,10.95445115
742,CC,GO:0005634,nucleus,120,CERS2,1.652787092,0.01107964,10.95445115
743,CC,GO:0005634,nucleus,120,LAMA5,1.153519405,0.01107964,10.95445115
744,CC,GO:0005634,nucleus,120,KDM3A,1.211597239,0.01107964,10.95445115
745,CC,GO:0005634,nucleus,120,RNF34,1.211244319,0.01107964,10.95445115
746,CC,GO:0005634,nucleus,120,LRP1,1.124225932,0.01107964,10.95445115
747,CC,GO:0005634,nucleus,120,PPM1M,1.819841324,0.01107964,10.95445115
748,CC,GO:0005634,nucleus,120,MLLT6,1.05354506,0.01107964,10.95445115
749,CC,GO:0005634,nucleus,120,PDLIM2,1.32459423,0.01107964,10.95445115
750,CC,GO:0005634,nucleus,120,CBS,2.911018365,0.01107964,10.95445115
751,CC,GO:0005634,nucleus,120,TRIM47,2.363855207,0.01107964,10.95445115
752,CC,GO:0005634,nucleus,120,ANKRD52,1.500601266,0.01107964,10.95445115
753,CC,GO:0005634,nucleus,120,ZNF224,1.473187991,0.01107964,10.95445115
754,CC,GO:0005634,nucleus,120,ZNF587,1.306556905,0.01107964,10.95445115
755,CC,GO:0005634,nucleus,120,SNCA,1.721141724,0.01107964,10.95445115
756,CC,GO:0005634,nucleus,120,KDM4B,1.387031438,0.01107964,10.95445115
757,CC,GO:0005634,nucleus,120,PLEKHA2,1.298801602,0.01107964,10.95445115
758,CC,GO:0005634,nucleus,120,BNIP3,1.675952671,0.01107964,10.95445115
759,CC,GO:0005634,nucleus,120,WTIP,2.0124801,0.01107964,10.95445115
760,CC,GO:0005634,nucleus,120,VEGFA,1.775883712,0.01107964,10.95445115
761,CC,GO:0005634,nucleus,120,SHLD2,1.297977248,0.01107964,10.95445115
762,CC,GO:0005634,nucleus,120,RPA4,2.864628838,0.01107964,10.95445115
763,CC,GO:0005634,nucleus,120,SPRY2,1.94607256,0.01107964,10.95445115
764,CC,GO:0005634,nucleus,120,ZNF337,1.048689011,0.01107964,10.95445115
765,CC,GO:0005634,nucleus,120,TACC1,1.487615792,0.01107964,10.95445115
766,CC,GO:0005634,nucleus,120,CAMK1,2.477262972,0.01107964,10.95445115
767,CC,GO:0005634,nucleus,120,BCOR,1.147086185,0.01107964,10.95445115
768,CC,GO:0005634,nucleus,120,PKN1,1.987067782,0.01107964,10.95445115
769,CC,GO:0005634,nucleus,120,SIPA1,2.381848047,0.01107964,10.95445115
770,CC,GO:0005634,nucleus,120,ZFP28,1.859448972,0.01107964,10.95445115
771,CC,GO:0005634,nucleus,120,ZNF354B,1.247448134,0.01107964,10.95445115
772,CC,GO:0030496,midbody,9,KLHL9,1.031125532,0.012454998,3
773,CC,GO:0030496,midbody,9,SPART,1.033024879,0.012454998,3
774,CC,GO:0030496,midbody,9,RALB,1.123441973,0.012454998,3
775,CC,GO:0030496,midbody,9,PITPNM1,1.161897792,0.012454998,3
776,CC,GO:0030496,midbody,9,KATNAL1,1.851539147,0.012454998,3
777,CC,GO:0030496,midbody,9,SLC2A1,1.540415578,0.012454998,3
778,CC,GO:0030496,midbody,9,TACC1,1.487615792,0.012454998,3
779,CC,GO:0030496,midbody,9,PKN1,1.987067782,0.012454998,3
780,CC,GO:0030496,midbody,9,RAB11FIP3,1.53727149,0.012454998,3
781,CC,GO:0005874,microtubule,12,SHTN1,1.063595032,0.019968861,3.464101615
782,CC,GO:0005874,microtubule,12,EML5,1.942633747,0.019968861,3.464101615
783,CC,GO:0005874,microtubule,12,RASSF1,1.375498834,0.019968861,3.464101615
784,CC,GO:0005874,microtubule,12,RASSF3,1.185213773,0.019968861,3.464101615
785,CC,GO:0005874,microtubule,12,KATNAL1,1.851539147,0.019968861,3.464101615
786,CC,GO:0005874,microtubule,12,KIFC2,1.376396194,0.019968861,3.464101615
787,CC,GO:0005874,microtubule,12,DVL1,1.101623715,0.019968861,3.464101615
788,CC,GO:0005874,microtubule,12,KIF12,2.803625742,0.019968861,3.464101615
789,CC,GO:0005874,microtubule,12,WHAMM,1.015156222,0.019968861,3.464101615
790,CC,GO:0005874,microtubule,12,NINL,2.318249822,0.019968861,3.464101615
791,CC,GO:0005874,microtubule,12,MID2,1.066639271,0.019968861,3.464101615
792,CC,GO:0005874,microtubule,12,MAP3K11,1.469992671,0.019968861,3.464101615
793,CC,GO:0005737,cytoplasm,112,ANKRD13B,1.588150668,0.022305705,10.58300524
794,CC,GO:0005737,cytoplasm,112,TES,1.185075415,0.022305705,10.58300524
795,CC,GO:0005737,cytoplasm,112,SMC5,1.462494949,0.022305705,10.58300524
796,CC,GO:0005737,cytoplasm,112,ALDH1L2,2.061335122,0.022305705,10.58300524
797,CC,GO:0005737,cytoplasm,112,PTPDC1,1.297343275,0.022305705,10.58300524
798,CC,GO:0005737,cytoplasm,112,NRBP2,1.666829684,0.022305705,10.58300524
799,CC,GO:0005737,cytoplasm,112,RASSF1,1.375498834,0.022305705,10.58300524
800,CC,GO:0005737,cytoplasm,112,RASSF3,1.185213773,0.022305705,10.58300524
801,CC,GO:0005737,cytoplasm,112,CFL2,1.217922611,0.022305705,10.58300524
802,CC,GO:0005737,cytoplasm,112,FTH1,1.363955007,0.022305705,10.58300524
803,CC,GO:0005737,cytoplasm,112,FPGS,1.356079376,0.022305705,10.58300524
804,CC,GO:0005737,cytoplasm,112,DZIP1L,2.652820923,0.022305705,10.58300524
805,CC,GO:0005737,cytoplasm,112,TRIM27,1.360869388,0.022305705,10.58300524
806,CC,GO:0005737,cytoplasm,112,PPFIA4,3.453177221,0.022305705,10.58300524
807,CC,GO:0005737,cytoplasm,112,FBXO9,1.255067746,0.022305705,10.58300524
808,CC,GO:0005737,cytoplasm,112,TNS1,2.160138003,0.022305705,10.58300524
809,CC,GO:0005737,cytoplasm,112,CDKL2,2.79006747,0.022305705,10.58300524
810,CC,GO:0005737,cytoplasm,112,KRT8,2.767720339,0.022305705,10.58300524
811,CC,GO:0005737,cytoplasm,112,FRS3,2.86450267,0.022305705,10.58300524
812,CC,GO:0005737,cytoplasm,112,MID2,1.066639271,0.022305705,10.58300524
813,CC,GO:0005737,cytoplasm,112,MYL5,1.963295014,0.022305705,10.58300524
814,CC,GO:0005737,cytoplasm,112,SHTN1,1.063595032,0.022305705,10.58300524
815,CC,GO:0005737,cytoplasm,112,EML5,1.942633747,0.022305705,10.58300524
816,CC,GO:0005737,cytoplasm,112,MOB3C,1.443194177,0.022305705,10.58300524
817,CC,GO:0005737,cytoplasm,112,KATNAL1,1.851539147,0.022305705,10.58300524
818,CC,GO:0005737,cytoplasm,112,DGKQ,2.456190221,0.022305705,10.58300524
819,CC,GO:0005737,cytoplasm,112,DDIT4,3.420497782,0.022305705,10.58300524
820,CC,GO:0005737,cytoplasm,112,ULK2,1.477697091,0.022305705,10.58300524
821,CC,GO:0005737,cytoplasm,112,UPRT,1.567362336,0.022305705,10.58300524
822,CC,GO:0005737,cytoplasm,112,DENND6A,1.371974756,0.022305705,10.58300524
823,CC,GO:0005737,cytoplasm,112,NEIL1,2.332397251,0.022305705,10.58300524
824,CC,GO:0005737,cytoplasm,112,TRIM11,1.196391419,0.022305705,10.58300524
825,CC,GO:0005737,cytoplasm,112,CARD11,1.633925676,0.022305705,10.58300524
826,CC,GO:0005737,cytoplasm,112,ZNF397,1.114297321,0.022305705,10.58300524
827,CC,GO:0005737,cytoplasm,112,PXK,1.197684457,0.022305705,10.58300524
828,CC,GO:0005737,cytoplasm,112,HELZ2,1.086484217,0.022305705,10.58300524
829,CC,GO:0005737,cytoplasm,112,DEAF1,1.220831697,0.022305705,10.58300524
830,CC,GO:0005737,cytoplasm,112,VASP,1.660345002,0.022305705,10.58300524
831,CC,GO:0005737,cytoplasm,112,MOAP1,1.082698338,0.022305705,10.58300524
832,CC,GO:0005737,cytoplasm,112,PLK3,1.176796238,0.022305705,10.58300524
833,CC,GO:0005737,cytoplasm,112,XBP1,1.502808348,0.022305705,10.58300524
834,CC,GO:0005737,cytoplasm,112,SMAD4,1.111311315,0.022305705,10.58300524
835,CC,GO:0005737,cytoplasm,112,SRMS,2.270221283,0.022305705,10.58300524
836,CC,GO:0005737,cytoplasm,112,TNK1,1.068708238,0.022305705,10.58300524
837,CC,GO:0005737,cytoplasm,112,EIF2AK2,1.121911985,0.022305705,10.58300524
838,CC,GO:0005737,cytoplasm,112,TDRD7,1.152209715,0.022305705,10.58300524
839,CC,GO:0005737,cytoplasm,112,SPART,1.033024879,0.022305705,10.58300524
840,CC,GO:0005737,cytoplasm,112,MFHAS1,1.389830722,0.022305705,10.58300524
841,CC,GO:0005737,cytoplasm,112,CCDC88A,1.649283327,0.022305705,10.58300524
842,CC,GO:0005737,cytoplasm,112,AGO4,1.340650782,0.022305705,10.58300524
843,CC,GO:0005737,cytoplasm,112,BHLHE40,1.130222959,0.022305705,10.58300524
844,CC,GO:0005737,cytoplasm,112,CAPRIN2,1.313527779,0.022305705,10.58300524
845,CC,GO:0005737,cytoplasm,112,CDC42SE2,1.075427024,0.022305705,10.58300524
846,CC,GO:0005737,cytoplasm,112,KIF12,2.803625742,0.022305705,10.58300524
847,CC,GO:0005737,cytoplasm,112,ADM,1.353968202,0.022305705,10.58300524
848,CC,GO:0005737,cytoplasm,112,LIMD1,1.60682939,0.022305705,10.58300524
849,CC,GO:0005737,cytoplasm,112,PKD1,3.12838686,0.022305705,10.58300524
850,CC,GO:0005737,cytoplasm,112,PRSS21,1.673950639,0.022305705,10.58300524
851,CC,GO:0005737,cytoplasm,112,UCHL1,2.13984649,0.022305705,10.58300524
852,CC,GO:0005737,cytoplasm,112,PPP3CC,1.798428499,0.022305705,10.58300524
853,CC,GO:0005737,cytoplasm,112,IMPA1,1.14435296,0.022305705,10.58300524
854,CC,GO:0005737,cytoplasm,112,AIFM2,3.515573125,0.022305705,10.58300524
855,CC,GO:0005737,cytoplasm,112,CASP3,1.05470245,0.022305705,10.58300524
856,CC,GO:0005737,cytoplasm,112,ENC1,1.381408849,0.022305705,10.58300524
857,CC,GO:0005737,cytoplasm,112,DGCR8,1.009551556,0.022305705,10.58300524
858,CC,GO:0005737,cytoplasm,112,LRRFIP1,1.964244425,0.022305705,10.58300524
859,CC,GO:0005737,cytoplasm,112,ABCD1,2.012987602,0.022305705,10.58300524
860,CC,GO:0005737,cytoplasm,112,PARP4,1.441891917,0.022305705,10.58300524
861,CC,GO:0005737,cytoplasm,112,SPHK2,1.411713019,0.022305705,10.58300524
862,CC,GO:0005737,cytoplasm,112,VAV2,1.148022521,0.022305705,10.58300524
863,CC,GO:0005737,cytoplasm,112,ANO1,1.617218379,0.022305705,10.58300524
864,CC,GO:0005737,cytoplasm,112,PTP4A2,1.316284249,0.022305705,10.58300524
865,CC,GO:0005737,cytoplasm,112,MED22,1.110333548,0.022305705,10.58300524
866,CC,GO:0005737,cytoplasm,112,CREB3,1.188280539,0.022305705,10.58300524
867,CC,GO:0005737,cytoplasm,112,PTP4A3,4.08549018,0.022305705,10.58300524
868,CC,GO:0005737,cytoplasm,112,NPEPL1,1.788958302,0.022305705,10.58300524
869,CC,GO:0005737,cytoplasm,112,KIFC2,1.376396194,0.022305705,10.58300524
870,CC,GO:0005737,cytoplasm,112,PITPNM1,1.161897792,0.022305705,10.58300524
871,CC,GO:0005737,cytoplasm,112,GAN,1.497592462,0.022305705,10.58300524
872,CC,GO:0005737,cytoplasm,112,IRF5,1.445874726,0.022305705,10.58300524
873,CC,GO:0005737,cytoplasm,112,DBN1,1.747094039,0.022305705,10.58300524
874,CC,GO:0005737,cytoplasm,112,PAFAH1B2,1.212264012,0.022305705,10.58300524
875,CC,GO:0005737,cytoplasm,112,TRIM56,1.14757533,0.022305705,10.58300524
876,CC,GO:0005737,cytoplasm,112,KDM3A,1.211597239,0.022305705,10.58300524
877,CC,GO:0005737,cytoplasm,112,RNF34,1.211244319,0.022305705,10.58300524
878,CC,GO:0005737,cytoplasm,112,TP53I13,1.919882145,0.022305705,10.58300524
879,CC,GO:0005737,cytoplasm,112,TRIM16L,1.636482094,0.022305705,10.58300524
880,CC,GO:0005737,cytoplasm,112,ADCY4,3.008967977,0.022305705,10.58300524
881,CC,GO:0005737,cytoplasm,112,ADCY3,1.281745516,0.022305705,10.58300524
882,CC,GO:0005737,cytoplasm,112,CBS,2.911018365,0.022305705,10.58300524
883,CC,GO:0005737,cytoplasm,112,WHAMM,1.015156222,0.022305705,10.58300524
884,CC,GO:0005737,cytoplasm,112,MICA,1.097844957,0.022305705,10.58300524
885,CC,GO:0005737,cytoplasm,112,SNCA,1.721141724,0.022305705,10.58300524
886,CC,GO:0005737,cytoplasm,112,CCDC57,1.645248793,0.022305705,10.58300524
887,CC,GO:0005737,cytoplasm,112,PLEKHA2,1.298801602,0.022305705,10.58300524
888,CC,GO:0005737,cytoplasm,112,CDC42BPG,1.344976019,0.022305705,10.58300524
889,CC,GO:0005737,cytoplasm,112,TXNRD1,3.743775923,0.022305705,10.58300524
890,CC,GO:0005737,cytoplasm,112,BNIP3,1.675952671,0.022305705,10.58300524
891,CC,GO:0005737,cytoplasm,112,SPRY4,1.001525635,0.022305705,10.58300524
892,CC,GO:0005737,cytoplasm,112,DDHD2,1.063834176,0.022305705,10.58300524
893,CC,GO:0005737,cytoplasm,112,CDC42BPB,1.025286988,0.022305705,10.58300524
894,CC,GO:0005737,cytoplasm,112,SPATA2L,1.704858189,0.022305705,10.58300524
895,CC,GO:0005737,cytoplasm,112,VEGFA,1.775883712,0.022305705,10.58300524
896,CC,GO:0005737,cytoplasm,112,ITCH,1.074303954,0.022305705,10.58300524
897,CC,GO:0005737,cytoplasm,112,DBNDD2,1.075593205,0.022305705,10.58300524
898,CC,GO:0005737,cytoplasm,112,SPRY2,1.94607256,0.022305705,10.58300524
899,CC,GO:0005737,cytoplasm,112,PTPN9,1.185751214,0.022305705,10.58300524
900,CC,GO:0005737,cytoplasm,112,KRAS,1.185149494,0.022305705,10.58300524
901,CC,GO:0005737,cytoplasm,112,EPPK1,1.027001296,0.022305705,10.58300524
902,CC,GO:0005737,cytoplasm,112,TACC1,1.487615792,0.022305705,10.58300524
903,CC,GO:0005737,cytoplasm,112,PKN1,1.987067782,0.022305705,10.58300524
904,CC,GO:0005737,cytoplasm,112,SIPA1,2.381848047,0.022305705,10.58300524
905,CC,GO:0030018,Z disc,7,PDLIM2,1.32459423,0.024011152,2.645751311
906,CC,GO:0030018,Z disc,7,CFL2,1.217922611,0.024011152,2.645751311
907,CC,GO:0030018,Z disc,7,KRT8,2.767720339,0.024011152,2.645751311
908,CC,GO:0030018,Z disc,7,SLC2A1,1.540415578,0.024011152,2.645751311
909,CC,GO:0030018,Z disc,7,SYNPO,1.246254702,0.024011152,2.645751311
910,CC,GO:0030018,Z disc,7,SYNC,1.575655704,0.024011152,2.645751311
911,CC,GO:0030018,Z disc,7,PDLIM7,1.407161692,0.024011152,2.645751311
912,CC,GO:0005783,endoplasmic reticulum,29,GOLT1A,1.8370928,0.028186671,5.385164807
913,CC,GO:0005783,endoplasmic reticulum,29,CTSZ,1.494860669,0.028186671,5.385164807
914,CC,GO:0005783,endoplasmic reticulum,29,SEMA3B,2.31006407,0.028186671,5.385164807
915,CC,GO:0005783,endoplasmic reticulum,29,LPCAT1,1.020988883,0.028186671,5.385164807
916,CC,GO:0005783,endoplasmic reticulum,29,PLOD2,2.960249661,0.028186671,5.385164807
917,CC,GO:0005783,endoplasmic reticulum,29,SNX10,2.834422686,0.028186671,5.385164807
918,CC,GO:0005783,endoplasmic reticulum,29,AGPAT2,1.684830051,0.028186671,5.385164807
919,CC,GO:0005783,endoplasmic reticulum,29,PKD1,3.12838686,0.028186671,5.385164807
920,CC,GO:0005783,endoplasmic reticulum,29,APH1B,1.245236665,0.028186671,5.385164807
921,CC,GO:0005783,endoplasmic reticulum,29,GPAT4,1.073009902,0.028186671,5.385164807
922,CC,GO:0005783,endoplasmic reticulum,29,STBD1,1.160669294,0.028186671,5.385164807
923,CC,GO:0005783,endoplasmic reticulum,29,MAN1A1,1.00761655,0.028186671,5.385164807
924,CC,GO:0005783,endoplasmic reticulum,29,C19ORF12,1.481581714,0.028186671,5.385164807
925,CC,GO:0005783,endoplasmic reticulum,29,CLCC1,1.083136732,0.028186671,5.385164807
926,CC,GO:0005783,endoplasmic reticulum,29,TMED5,1.653612303,0.028186671,5.385164807
927,CC,GO:0005783,endoplasmic reticulum,29,CERS5,1.498437183,0.028186671,5.385164807
928,CC,GO:0005783,endoplasmic reticulum,29,XBP1,1.502808348,0.028186671,5.385164807
929,CC,GO:0005783,endoplasmic reticulum,29,SPHK2,1.411713019,0.028186671,5.385164807
930,CC,GO:0005783,endoplasmic reticulum,29,BNIP3,1.675952671,0.028186671,5.385164807
931,CC,GO:0005783,endoplasmic reticulum,29,TPBG,1.415348831,0.028186671,5.385164807
932,CC,GO:0005783,endoplasmic reticulum,29,CGRRF1,1.453796583,0.028186671,5.385164807
933,CC,GO:0005783,endoplasmic reticulum,29,LEMD2,1.086333575,0.028186671,5.385164807
