,category,ID,term,count,genes,logFC,adj_pval,zscore
1551,MF,GO:0046872,metal ion binding,71,KDM4B,1.387031438,0.000296,8.426149773
1552,MF,GO:0046872,metal ion binding,71,SMAD4,1.111311315,0.000296,8.426149773
1553,MF,GO:0046872,metal ion binding,71,FKRP,1.089941806,0.000296,8.426149773
1554,MF,GO:0046872,metal ion binding,71,ACE,3.63583652,0.000296,8.426149773
1555,MF,GO:0046872,metal ion binding,71,DDHD2,1.063834176,0.000296,8.426149773
1556,MF,GO:0046872,metal ion binding,71,ATP2B1,1.208471061,0.000296,8.426149773
1557,MF,GO:0046872,metal ion binding,71,WTIP,2.0124801,0.000296,8.426149773
1558,MF,GO:0046872,metal ion binding,71,MEX3D,1.096646487,0.000296,8.426149773
1559,MF,GO:0046872,metal ion binding,71,KLF8,1.351097239,0.000296,8.426149773
1560,MF,GO:0046872,metal ion binding,71,ZNF37A,1.776778011,0.000296,8.426149773
1561,MF,GO:0046872,metal ion binding,71,CAPRIN2,1.313527779,0.000296,8.426149773
1562,MF,GO:0046872,metal ion binding,71,ZNF416,1.074474986,0.000296,8.426149773
1563,MF,GO:0046872,metal ion binding,71,ZNF778,1.771428092,0.000296,8.426149773
1564,MF,GO:0046872,metal ion binding,71,ZNF337,1.048689011,0.000296,8.426149773
1565,MF,GO:0046872,metal ion binding,71,ZFP28,1.859448972,0.000296,8.426149773
1566,MF,GO:0046872,metal ion binding,71,ZNF354B,1.247448134,0.000296,8.426149773
1567,MF,GO:0003714,transcription corepressor activity,12,CTBP2,1.25571814,0.000837,3.464101615
1568,MF,GO:0003714,transcription corepressor activity,12,DEAF1,1.220831697,0.000837,3.464101615
1569,MF,GO:0003714,transcription corepressor activity,12,CTBP1,1.142562066,0.000837,3.464101615
1570,MF,GO:0003714,transcription corepressor activity,12,HSBP1L1,1.049550792,0.000837,3.464101615
1571,MF,GO:0003714,transcription corepressor activity,12,TRIB3,1.61216085,0.000837,3.464101615
1572,MF,GO:0003714,transcription corepressor activity,12,BCOR,1.147086185,0.000837,3.464101615
1573,MF,GO:0003714,transcription corepressor activity,12,LIMD1,1.60682939,0.000837,3.464101615
1574,MF,GO:0003714,transcription corepressor activity,12,WTIP,2.0124801,0.000837,3.464101615
1575,MF,GO:0003714,transcription corepressor activity,12,BCORL1,1.267301586,0.000837,3.464101615
1576,MF,GO:0003714,transcription corepressor activity,12,EID2B,2.23367179,0.000837,3.464101615
1577,MF,GO:0003714,transcription corepressor activity,12,RCOR1,1.350458626,0.000837,3.464101615
1578,MF,GO:0003714,transcription corepressor activity,12,SAP30,1.566837245,0.000837,3.464101615
1579,MF,GO:0003779,actin binding,16,VASP,1.660345002,0.000903,4
1580,MF,GO:0003779,actin binding,16,PXK,1.197684457,0.000903,4
1581,MF,GO:0003779,actin binding,16,ACE,3.63583652,0.000903,4
1582,MF,GO:0003779,actin binding,16,TLNRD1,1.358987452,0.000903,4
1583,MF,GO:0003779,actin binding,16,CCDC88A,1.649283327,0.000903,4
1584,MF,GO:0003779,actin binding,16,INF2,1.606247066,0.000903,4
1585,MF,GO:0003779,actin binding,16,PDLIM2,1.32459423,0.000903,4
1586,MF,GO:0003779,actin binding,16,ENC1,1.381408849,0.000903,4
1587,MF,GO:0003779,actin binding,16,SPIRE1,1.304672153,0.000903,4
1588,MF,GO:0003779,actin binding,16,CORO7,1.187762011,0.000903,4
1589,MF,GO:0003779,actin binding,16,WHAMM,1.015156222,0.000903,4
1590,MF,GO:0003779,actin binding,16,SYNPO,1.246254702,0.000903,4
1591,MF,GO:0003779,actin binding,16,PDLIM7,1.407161692,0.000903,4
1592,MF,GO:0003779,actin binding,16,DBN1,1.747094039,0.000903,4
1593,MF,GO:0003779,actin binding,16,TNS1,2.160138003,0.000903,4
1594,MF,GO:0003779,actin binding,16,SNCA,1.721141724,0.000903,4
1595,MF,GO:0005085,guanyl-nucleotide exchange factor activity,12,DOCK11,1.926651333,0.002651452,3.464101615
1596,MF,GO:0005085,guanyl-nucleotide exchange factor activity,12,CCDC88A,1.649283327,0.002651452,3.464101615
1597,MF,GO:0005085,guanyl-nucleotide exchange factor activity,12,VPS9D1,2.506346309,0.002651452,3.464101615
1598,MF,GO:0005085,guanyl-nucleotide exchange factor activity,12,RASGEF1A,2.070404766,0.002651452,3.464101615
1599,MF,GO:0005085,guanyl-nucleotide exchange factor activity,12,IQSEC1,1.391872072,0.002651452,3.464101615
1600,MF,GO:0005085,guanyl-nucleotide exchange factor activity,12,DOCK9,1.224664632,0.002651452,3.464101615
1601,MF,GO:0005085,guanyl-nucleotide exchange factor activity,12,SH2D3A,1.206875704,0.002651452,3.464101615
1602,MF,GO:0005085,guanyl-nucleotide exchange factor activity,12,ARHGEF16,1.433717196,0.002651452,3.464101615
1603,MF,GO:0005085,guanyl-nucleotide exchange factor activity,12,DENND3,1.96907622,0.002651452,3.464101615
1604,MF,GO:0005085,guanyl-nucleotide exchange factor activity,12,DENND6A,1.371974756,0.002651452,3.464101615
1605,MF,GO:0005085,guanyl-nucleotide exchange factor activity,12,ARFGEF3,1.924103833,0.002651452,3.464101615
1606,MF,GO:0005085,guanyl-nucleotide exchange factor activity,12,VAV2,1.148022521,0.002651452,3.464101615
1607,MF,GO:0004842,ubiquitin-protein transferase activity,12,KLHL9,1.031125532,0.004251564,3.464101615
1608,MF,GO:0004842,ubiquitin-protein transferase activity,12,ITCH,1.074303954,0.004251564,3.464101615
1609,MF,GO:0004842,ubiquitin-protein transferase activity,12,UBE2Q2,1.41839072,0.004251564,3.464101615
1610,MF,GO:0004842,ubiquitin-protein transferase activity,12,TSPAN17,1.492443133,0.004251564,3.464101615
1611,MF,GO:0004842,ubiquitin-protein transferase activity,12,TRIM47,2.363855207,0.004251564,3.464101615
1612,MF,GO:0004842,ubiquitin-protein transferase activity,12,TRAF2,1.147132307,0.004251564,3.464101615
1613,MF,GO:0004842,ubiquitin-protein transferase activity,12,BCOR,1.147086185,0.004251564,3.464101615
1614,MF,GO:0004842,ubiquitin-protein transferase activity,12,TRIM27,1.360869388,0.004251564,3.464101615
1615,MF,GO:0004842,ubiquitin-protein transferase activity,12,TRIM11,1.196391419,0.004251564,3.464101615
1616,MF,GO:0004842,ubiquitin-protein transferase activity,12,TRIM56,1.14757533,0.004251564,3.464101615
1617,MF,GO:0004842,ubiquitin-protein transferase activity,12,KLHL42,1.188992165,0.004251564,3.464101615
1618,MF,GO:0004842,ubiquitin-protein transferase activity,12,FBXO9,1.255067746,0.004251564,3.464101615
1619,MF,GO:0042803,protein homodimerization activity,24,ZNF397,1.114297321,0.005313277,4.898979486
1620,MF,GO:0042803,protein homodimerization activity,24,PHETA2,1.36773852,0.005313277,4.898979486
1621,MF,GO:0042803,protein homodimerization activity,24,XBP1,1.502808348,0.005313277,4.898979486
1622,MF,GO:0042803,protein homodimerization activity,24,SMAD4,1.111311315,0.005313277,4.898979486
1623,MF,GO:0042803,protein homodimerization activity,24,BNIP3,1.675952671,0.005313277,4.898979486
1624,MF,GO:0042803,protein homodimerization activity,24,MID2,1.066639271,0.005313277,4.898979486
1625,MF,GO:0042803,protein homodimerization activity,24,VEGFA,1.775883712,0.005313277,4.898979486
1626,MF,GO:0042803,protein homodimerization activity,24,ANO1,1.617218379,0.005313277,4.898979486
1627,MF,GO:0042803,protein homodimerization activity,24,CREB3,1.188280539,0.005313277,4.898979486
1628,MF,GO:0042803,protein homodimerization activity,24,CCDC88A,1.649283327,0.005313277,4.898979486
1629,MF,GO:0042803,protein homodimerization activity,24,MTHFD1L,1.025794583,0.005313277,4.898979486
1630,MF,GO:0042803,protein homodimerization activity,24,IMPA1,1.14435296,0.005313277,4.898979486
1631,MF,GO:0042803,protein homodimerization activity,24,CBS,2.911018365,0.005313277,4.898979486
1632,MF,GO:0042803,protein homodimerization activity,24,NACC2,1.680651854,0.005313277,4.898979486
1633,MF,GO:0042803,protein homodimerization activity,24,BHLHE40,1.130222959,0.005313277,4.898979486
1634,MF,GO:0042803,protein homodimerization activity,24,DGCR8,1.009551556,0.005313277,4.898979486
1635,MF,GO:0042803,protein homodimerization activity,24,TRIM27,1.360869388,0.005313277,4.898979486
1636,MF,GO:0042803,protein homodimerization activity,24,LRRFIP1,1.964244425,0.005313277,4.898979486
1637,MF,GO:0042803,protein homodimerization activity,24,RAB11FIP2,1.145348483,0.005313277,4.898979486
1638,MF,GO:0042803,protein homodimerization activity,24,ABCD1,2.012987602,0.005313277,4.898979486
1639,MF,GO:0042803,protein homodimerization activity,24,RAB11FIP3,1.53727149,0.005313277,4.898979486
1640,MF,GO:0042803,protein homodimerization activity,24,JDP2,3.126936093,0.005313277,4.898979486
1641,MF,GO:0042803,protein homodimerization activity,24,MAP3K11,1.469992671,0.005313277,4.898979486
1642,MF,GO:0042803,protein homodimerization activity,24,PAFAH1B2,1.212264012,0.005313277,4.898979486
1643,MF,GO:0001227,"transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding",14,TGIF1,1.132479571,0.005731207,3.741657387
1644,MF,GO:0001227,"transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding",14,KLF12,2.767188072,0.005731207,3.741657387
1645,MF,GO:0001227,"transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding",14,ZNF282,1.113319467,0.005731207,3.741657387
1646,MF,GO:0001227,"transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding",14,OVOL2,1.997308805,0.005731207,3.741657387
1647,MF,GO:0001227,"transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding",14,KLF8,1.351097239,0.005731207,3.741657387
1648,MF,GO:0001227,"transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding",14,MNT,1.110262551,0.005731207,3.741657387
1649,MF,GO:0001227,"transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding",14,DEAF1,1.220831697,0.005731207,3.741657387
1650,MF,GO:0001227,"transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding",14,NACC2,1.680651854,0.005731207,3.741657387
1651,MF,GO:0001227,"transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding",14,BHLHE40,1.130222959,0.005731207,3.741657387
1652,MF,GO:0001227,"transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding",14,ZNF778,1.771428092,0.005731207,3.741657387
1653,MF,GO:0001227,"transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding",14,ZNF337,1.048689011,0.005731207,3.741657387
1654,MF,GO:0001227,"transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding",14,LRRFIP1,1.964244425,0.005731207,3.741657387
1655,MF,GO:0001227,"transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding",14,ZNF224,1.473187991,0.005731207,3.741657387
1656,MF,GO:0001227,"transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding",14,JDP2,3.126936093,0.005731207,3.741657387
1657,MF,GO:0000978,RNA polymerase II core promoter proximal region sequence-specific DNA binding,33,ZNF397,1.114297321,0.011851052,5.744562647
1658,MF,GO:0000978,RNA polymerase II core promoter proximal region sequence-specific DNA binding,33,ZNF275,2.18759023,0.011851052,5.744562647
1659,MF,GO:0000978,RNA polymerase II core promoter proximal region sequence-specific DNA binding,33,ZNF251,1.541876182,0.011851052,5.744562647
1660,MF,GO:0000978,RNA polymerase II core promoter proximal region sequence-specific DNA binding,33,CHD7,1.021629009,0.011851052,5.744562647
1661,MF,GO:0000978,RNA polymerase II core promoter proximal region sequence-specific DNA binding,33,MNT,1.110262551,0.011851052,5.744562647
1662,MF,GO:0000978,RNA polymerase II core promoter proximal region sequence-specific DNA binding,33,ZNF805,1.463501778,0.011851052,5.744562647
1663,MF,GO:0000978,RNA polymerase II core promoter proximal region sequence-specific DNA binding,33,NACC2,1.680651854,0.011851052,5.744562647
1664,MF,GO:0000978,RNA polymerase II core promoter proximal region sequence-specific DNA binding,33,ZKSCAN2,1.576432276,0.011851052,5.744562647
1665,MF,GO:0000978,RNA polymerase II core promoter proximal region sequence-specific DNA binding,33,LRRFIP1,1.964244425,0.011851052,5.744562647
1666,MF,GO:0000978,RNA polymerase II core promoter proximal region sequence-specific DNA binding,33,ZNF224,1.473187991,0.011851052,5.744562647
1667,MF,GO:0000978,RNA polymerase II core promoter proximal region sequence-specific DNA binding,33,ZNF664,1.124912218,0.011851052,5.744562647
1668,MF,GO:0000978,RNA polymerase II core promoter proximal region sequence-specific DNA binding,33,ZNF587,1.306556905,0.011851052,5.744562647
1669,MF,GO:0000978,RNA polymerase II core promoter proximal region sequence-specific DNA binding,33,TGIF1,1.132479571,0.011851052,5.744562647
1670,MF,GO:0000978,RNA polymerase II core promoter proximal region sequence-specific DNA binding,33,XBP1,1.502808348,0.011851052,5.744562647
1671,MF,GO:0000978,RNA polymerase II core promoter proximal region sequence-specific DNA binding,33,KLF12,2.767188072,0.011851052,5.744562647
1672,MF,GO:0000978,RNA polymerase II core promoter proximal region sequence-specific DNA binding,33,SMAD4,1.111311315,0.011851052,5.744562647
1673,MF,GO:0000978,RNA polymerase II core promoter proximal region sequence-specific DNA binding,33,KLF13,1.238143053,0.011851052,5.744562647
1674,MF,GO:0000978,RNA polymerase II core promoter proximal region sequence-specific DNA binding,33,ZNF284,1.342966478,0.011851052,5.744562647
1675,MF,GO:0000978,RNA polymerase II core promoter proximal region sequence-specific DNA binding,33,ZNF160,1.338489131,0.011851052,5.744562647
1676,MF,GO:0000978,RNA polymerase II core promoter proximal region sequence-specific DNA binding,33,OVOL2,1.997308805,0.011851052,5.744562647
1677,MF,GO:0000978,RNA polymerase II core promoter proximal region sequence-specific DNA binding,33,KLF8,1.351097239,0.011851052,5.744562647
1678,MF,GO:0000978,RNA polymerase II core promoter proximal region sequence-specific DNA binding,33,CREB3,1.188280539,0.011851052,5.744562647
1679,MF,GO:0000978,RNA polymerase II core promoter proximal region sequence-specific DNA binding,33,ZNF37A,1.776778011,0.011851052,5.744562647
1680,MF,GO:0000978,RNA polymerase II core promoter proximal region sequence-specific DNA binding,33,ZNF319,1.57132456,0.011851052,5.744562647
1681,MF,GO:0000978,RNA polymerase II core promoter proximal region sequence-specific DNA binding,33,BHLHE40,1.130222959,0.011851052,5.744562647
1682,MF,GO:0000978,RNA polymerase II core promoter proximal region sequence-specific DNA binding,33,ZNF416,1.074474986,0.011851052,5.744562647
1683,MF,GO:0000978,RNA polymerase II core promoter proximal region sequence-specific DNA binding,33,ZNF514,1.671528334,0.011851052,5.744562647
1684,MF,GO:0000978,RNA polymerase II core promoter proximal region sequence-specific DNA binding,33,HOXB2,1.17038667,0.011851052,5.744562647
1685,MF,GO:0000978,RNA polymerase II core promoter proximal region sequence-specific DNA binding,33,IRF5,1.445874726,0.011851052,5.744562647
1686,MF,GO:0000978,RNA polymerase II core promoter proximal region sequence-specific DNA binding,33,RBAK,1.428049258,0.011851052,5.744562647
1687,MF,GO:0000978,RNA polymerase II core promoter proximal region sequence-specific DNA binding,33,JDP2,3.126936093,0.011851052,5.744562647
1688,MF,GO:0000978,RNA polymerase II core promoter proximal region sequence-specific DNA binding,33,ZFP28,1.859448972,0.011851052,5.744562647
1689,MF,GO:0000978,RNA polymerase II core promoter proximal region sequence-specific DNA binding,33,ZNF354B,1.247448134,0.011851052,5.744562647
1690,MF,GO:0000981,"RNA polymerase II transcription factor activity, sequence-specific DNA binding",34,ZNF397,1.114297321,0.013963779,5.830951895
1691,MF,GO:0000981,"RNA polymerase II transcription factor activity, sequence-specific DNA binding",34,ZNF275,2.18759023,0.013963779,5.830951895
1692,MF,GO:0000981,"RNA polymerase II transcription factor activity, sequence-specific DNA binding",34,ZNF251,1.541876182,0.013963779,5.830951895
1693,MF,GO:0000981,"RNA polymerase II transcription factor activity, sequence-specific DNA binding",34,MNT,1.110262551,0.013963779,5.830951895
1694,MF,GO:0000981,"RNA polymerase II transcription factor activity, sequence-specific DNA binding",34,ZNF805,1.463501778,0.013963779,5.830951895
1695,MF,GO:0000981,"RNA polymerase II transcription factor activity, sequence-specific DNA binding",34,DEAF1,1.220831697,0.013963779,5.830951895
1696,MF,GO:0000981,"RNA polymerase II transcription factor activity, sequence-specific DNA binding",34,NACC2,1.680651854,0.013963779,5.830951895
1697,MF,GO:0000981,"RNA polymerase II transcription factor activity, sequence-specific DNA binding",34,ZKSCAN2,1.576432276,0.013963779,5.830951895
1698,MF,GO:0000981,"RNA polymerase II transcription factor activity, sequence-specific DNA binding",34,LRRFIP1,1.964244425,0.013963779,5.830951895
1699,MF,GO:0000981,"RNA polymerase II transcription factor activity, sequence-specific DNA binding",34,ZNF664,1.124912218,0.013963779,5.830951895
1700,MF,GO:0000981,"RNA polymerase II transcription factor activity, sequence-specific DNA binding",34,ZNF587,1.306556905,0.013963779,5.830951895
1701,MF,GO:0000981,"RNA polymerase II transcription factor activity, sequence-specific DNA binding",34,TGIF1,1.132479571,0.013963779,5.830951895
1702,MF,GO:0000981,"RNA polymerase II transcription factor activity, sequence-specific DNA binding",34,XBP1,1.502808348,0.013963779,5.830951895
1703,MF,GO:0000981,"RNA polymerase II transcription factor activity, sequence-specific DNA binding",34,KLF12,2.767188072,0.013963779,5.830951895
1704,MF,GO:0000981,"RNA polymerase II transcription factor activity, sequence-specific DNA binding",34,SMAD4,1.111311315,0.013963779,5.830951895
1705,MF,GO:0000981,"RNA polymerase II transcription factor activity, sequence-specific DNA binding",34,KLF13,1.238143053,0.013963779,5.830951895
1706,MF,GO:0000981,"RNA polymerase II transcription factor activity, sequence-specific DNA binding",34,ZNF284,1.342966478,0.013963779,5.830951895
1707,MF,GO:0000981,"RNA polymerase II transcription factor activity, sequence-specific DNA binding",34,ZNF282,1.113319467,0.013963779,5.830951895
1708,MF,GO:0000981,"RNA polymerase II transcription factor activity, sequence-specific DNA binding",34,ZNF160,1.338489131,0.013963779,5.830951895
1709,MF,GO:0000981,"RNA polymerase II transcription factor activity, sequence-specific DNA binding",34,OVOL2,1.997308805,0.013963779,5.830951895
1710,MF,GO:0000981,"RNA polymerase II transcription factor activity, sequence-specific DNA binding",34,KLF8,1.351097239,0.013963779,5.830951895
1711,MF,GO:0000981,"RNA polymerase II transcription factor activity, sequence-specific DNA binding",34,CREB3,1.188280539,0.013963779,5.830951895
1712,MF,GO:0000981,"RNA polymerase II transcription factor activity, sequence-specific DNA binding",34,ZNF37A,1.776778011,0.013963779,5.830951895
1713,MF,GO:0000981,"RNA polymerase II transcription factor activity, sequence-specific DNA binding",34,BHLHE40,1.130222959,0.013963779,5.830951895
1714,MF,GO:0000981,"RNA polymerase II transcription factor activity, sequence-specific DNA binding",34,ZNF416,1.074474986,0.013963779,5.830951895
1715,MF,GO:0000981,"RNA polymerase II transcription factor activity, sequence-specific DNA binding",34,ZNF778,1.771428092,0.013963779,5.830951895
1716,MF,GO:0000981,"RNA polymerase II transcription factor activity, sequence-specific DNA binding",34,ZNF514,1.671528334,0.013963779,5.830951895
1717,MF,GO:0000981,"RNA polymerase II transcription factor activity, sequence-specific DNA binding",34,HOXB2,1.17038667,0.013963779,5.830951895
1718,MF,GO:0000981,"RNA polymerase II transcription factor activity, sequence-specific DNA binding",34,IRF5,1.445874726,0.013963779,5.830951895
1719,MF,GO:0000981,"RNA polymerase II transcription factor activity, sequence-specific DNA binding",34,ZNF337,1.048689011,0.013963779,5.830951895
1720,MF,GO:0000981,"RNA polymerase II transcription factor activity, sequence-specific DNA binding",34,RBAK,1.428049258,0.013963779,5.830951895
1721,MF,GO:0000981,"RNA polymerase II transcription factor activity, sequence-specific DNA binding",34,JDP2,3.126936093,0.013963779,5.830951895
1722,MF,GO:0000981,"RNA polymerase II transcription factor activity, sequence-specific DNA binding",34,ZFP28,1.859448972,0.013963779,5.830951895
1723,MF,GO:0000981,"RNA polymerase II transcription factor activity, sequence-specific DNA binding",34,ZNF354B,1.247448134,0.013963779,5.830951895
1724,MF,GO:0031434,mitogen-activated protein kinase kinase binding,3,ACE,3.63583652,0.014620775,1.732050808
1725,MF,GO:0031434,mitogen-activated protein kinase kinase binding,3,TRIB3,1.61216085,0.014620775,1.732050808
1726,MF,GO:0031434,mitogen-activated protein kinase kinase binding,3,MAP3K11,1.469992671,0.014620775,1.732050808
1727,MF,GO:0030374,ligand-dependent nuclear receptor transcription coactivator activity,5,HELZ2,1.086484217,0.019662212,2.236067977
1728,MF,GO:0030374,ligand-dependent nuclear receptor transcription coactivator activity,5,MED30,1.714866217,0.019662212,2.236067977
1729,MF,GO:0030374,ligand-dependent nuclear receptor transcription coactivator activity,5,ZMIZ2,1.212084178,0.019662212,2.236067977
1730,MF,GO:0030374,ligand-dependent nuclear receptor transcription coactivator activity,5,TACC1,1.487615792,0.019662212,2.236067977
1731,MF,GO:0030374,ligand-dependent nuclear receptor transcription coactivator activity,5,PKN1,1.987067782,0.019662212,2.236067977
1732,MF,GO:0031625,ubiquitin protein ligase binding,12,SPART,1.033024879,0.020860455,3.464101615
1733,MF,GO:0031625,ubiquitin protein ligase binding,12,MOAP1,1.082698338,0.020860455,3.464101615
1734,MF,GO:0031625,ubiquitin protein ligase binding,12,MFHAS1,1.389830722,0.020860455,3.464101615
1735,MF,GO:0031625,ubiquitin protein ligase binding,12,UCHL1,2.13984649,0.020860455,3.464101615
1736,MF,GO:0031625,ubiquitin protein ligase binding,12,XBP1,1.502808348,0.020860455,3.464101615
1737,MF,GO:0031625,ubiquitin protein ligase binding,12,RNF34,1.211244319,0.020860455,3.464101615
1738,MF,GO:0031625,ubiquitin protein ligase binding,12,RALB,1.123441973,0.020860455,3.464101615
1739,MF,GO:0031625,ubiquitin protein ligase binding,12,PDLIM2,1.32459423,0.020860455,3.464101615
1740,MF,GO:0031625,ubiquitin protein ligase binding,12,CBS,2.911018365,0.020860455,3.464101615
1741,MF,GO:0031625,ubiquitin protein ligase binding,12,TRAF5,3.108006786,0.020860455,3.464101615
1742,MF,GO:0031625,ubiquitin protein ligase binding,12,TRIB3,1.61216085,0.020860455,3.464101615
1743,MF,GO:0031625,ubiquitin protein ligase binding,12,TRAF2,1.147132307,0.020860455,3.464101615
1744,MF,GO:0032454,histone demethylase activity (H3-K9 specific),3,KDM4B,1.387031438,0.023385007,1.732050808
1745,MF,GO:0032454,histone demethylase activity (H3-K9 specific),3,KDM3A,1.211597239,0.023385007,1.732050808
1746,MF,GO:0032454,histone demethylase activity (H3-K9 specific),3,KDM7A,1.214637146,0.023385007,1.732050808
1747,MF,GO:0005524,ATP binding,38,PXK,1.197684457,0.023888613,6.164414003
1748,MF,GO:0005524,ATP binding,38,CHD7,1.021629009,0.023888613,6.164414003
1749,MF,GO:0005524,ATP binding,38,ADCY4,3.008967977,0.023888613,6.164414003
1750,MF,GO:0005524,ATP binding,38,ADCY3,1.281745516,0.023888613,6.164414003
1751,MF,GO:0005524,ATP binding,38,KIF12,2.803625742,0.023888613,6.164414003
1752,MF,GO:0005524,ATP binding,38,SMC5,1.462494949,0.023888613,6.164414003
1753,MF,GO:0005524,ATP binding,38,RSKR,1.342693349,0.023888613,6.164414003
1754,MF,GO:0005524,ATP binding,38,HELZ2,1.086484217,0.023888613,6.164414003
1755,MF,GO:0005524,ATP binding,38,NRBP2,1.666829684,0.023888613,6.164414003
1756,MF,GO:0005524,ATP binding,38,MTHFD1L,1.025794583,0.023888613,6.164414003
1757,MF,GO:0005524,ATP binding,38,UBE2Q2,1.41839072,0.023888613,6.164414003
1758,MF,GO:0005524,ATP binding,38,FPGS,1.356079376,0.023888613,6.164414003
1759,MF,GO:0005524,ATP binding,38,SPEG,2.082986642,0.023888613,6.164414003
1760,MF,GO:0005524,ATP binding,38,ABCD1,2.012987602,0.023888613,6.164414003
1761,MF,GO:0005524,ATP binding,38,ATP9A,1.38320085,0.023888613,6.164414003
1762,MF,GO:0005524,ATP binding,38,PDK1,2.072438177,0.023888613,6.164414003
1763,MF,GO:0005524,ATP binding,38,ABCC3,2.071175994,0.023888613,6.164414003
1764,MF,GO:0005524,ATP binding,38,CDKL2,2.79006747,0.023888613,6.164414003
1765,MF,GO:0005524,ATP binding,38,PLK3,1.176796238,0.023888613,6.164414003
1766,MF,GO:0005524,ATP binding,38,SRMS,2.270221283,0.023888613,6.164414003
1767,MF,GO:0005524,ATP binding,38,ATP8B2,1.54747516,0.023888613,6.164414003
1768,MF,GO:0005524,ATP binding,38,SPHK2,1.411713019,0.023888613,6.164414003
1769,MF,GO:0005524,ATP binding,38,CDC42BPG,1.344976019,0.023888613,6.164414003
1770,MF,GO:0005524,ATP binding,38,TNK1,1.068708238,0.023888613,6.164414003
1771,MF,GO:0005524,ATP binding,38,EIF2AK2,1.121911985,0.023888613,6.164414003
1772,MF,GO:0005524,ATP binding,38,CDC42BPB,1.025286988,0.023888613,6.164414003
1773,MF,GO:0005524,ATP binding,38,ATP2B1,1.208471061,0.023888613,6.164414003
1774,MF,GO:0005524,ATP binding,38,SMARCA1,1.929628541,0.023888613,6.164414003
1775,MF,GO:0005524,ATP binding,38,RENBP,3.151401144,0.023888613,6.164414003
1776,MF,GO:0005524,ATP binding,38,KATNAL1,1.851539147,0.023888613,6.164414003
1777,MF,GO:0005524,ATP binding,38,KIFC2,1.376396194,0.023888613,6.164414003
1778,MF,GO:0005524,ATP binding,38,DGKQ,2.456190221,0.023888613,6.164414003
1779,MF,GO:0005524,ATP binding,38,ULK2,1.477697091,0.023888613,6.164414003
1780,MF,GO:0005524,ATP binding,38,KRAS,1.185149494,0.023888613,6.164414003
1781,MF,GO:0005524,ATP binding,38,TRIB3,1.61216085,0.023888613,6.164414003
1782,MF,GO:0005524,ATP binding,38,PKN1,1.987067782,0.023888613,6.164414003
1783,MF,GO:0005524,ATP binding,38,CAMK1,2.477262972,0.023888613,6.164414003
1784,MF,GO:0005524,ATP binding,38,MAP3K11,1.469992671,0.023888613,6.164414003
1785,MF,GO:0015175,neutral amino acid transmembrane transporter activity,3,SLC7A5,1.055899473,0.033790001,1.732050808
1786,MF,GO:0015175,neutral amino acid transmembrane transporter activity,3,SLC38A1,1.071911154,0.033790001,1.732050808
1787,MF,GO:0015175,neutral amino acid transmembrane transporter activity,3,SLC1A4,1.253917931,0.033790001,1.732050808
1788,MF,GO:0030145,manganese ion binding,5,NPEPL1,1.788958302,0.033888564,2.236067977
1789,MF,GO:0030145,manganese ion binding,5,GALNT4,1.682378005,0.033888564,2.236067977
1790,MF,GO:0030145,manganese ion binding,5,IMPA1,1.14435296,0.033888564,2.236067977
1791,MF,GO:0030145,manganese ion binding,5,PPM1M,1.819841324,0.033888564,2.236067977
1792,MF,GO:0030145,manganese ion binding,5,PCK2,1.009044142,0.033888564,2.236067977
1793,MF,GO:0004727,prenylated protein tyrosine phosphatase activity,2,PTP4A2,1.316284249,0.034080966,1.414213562
1794,MF,GO:0004727,prenylated protein tyrosine phosphatase activity,2,PTP4A3,4.08549018,0.034080966,1.414213562
1795,MF,GO:0003841,1-acylglycerol-3-phosphate O-acyltransferase activity,3,GPAT4,1.073009902,0.049893165,1.732050808
1796,MF,GO:0003841,1-acylglycerol-3-phosphate O-acyltransferase activity,3,LPCAT1,1.020988883,0.049893165,1.732050808
1797,MF,GO:0003841,1-acylglycerol-3-phosphate O-acyltransferase activity,3,AGPAT2,1.684830051,0.049893165,1.732050808
1798,MF,GO:0015375,glycine:sodium symporter activity,2,SLC38A1,1.071911154,0.050684689,1.414213562
1799,MF,GO:0015375,glycine:sodium symporter activity,2,SLC6A9,1.685787623,0.050684689,1.414213562
1800,MF,GO:0038024,cargo receptor activity,3,LRP1,1.124225932,0.058785785,1.732050808
1801,MF,GO:0038024,cargo receptor activity,3,STBD1,1.160669294,0.058785785,1.732050808
