HALLMARK_OXIDATIVE_PHOSPHORYLATION,HALLMARK_E2F_TARGETS,HALLMARK_INTERFERON_ALPHA_RESPONSE,HALLMARK_BILE_ACID_METABOLISM,HALLMARK_KRAS_SIGNALING_DN,HALLMARK_ADIPOGENESIS,HALLMARK_FATTY_ACID_METABOLISM,HALLMARK_XENOBIOTIC_METABOLISM,HALLMARK_MYC_TARGETS_V1,HALLMARK_PEROXISOME,HALLMARK_INTERFERON_GAMMA_RESPONSE,HALLMARK_ESTROGEN_RESPONSE_LATE,HALLMARK_P53_PATHWAY,HALLMARK_PANCREAS_BETA_CELLS,HALLMARK_COAGULATION,HALLMARK_G2M_CHECKPOINT,HALLMARK_DNA_REPAIR,HALLMARK_APICAL_SURFACE,HALLMARK_CHOLESTEROL_HOMEOSTASIS,HALLMARK_COMPLEMENT,HALLMARK_ESTROGEN_RESPONSE_EARLY,HALLMARK_MYC_TARGETS_V2,HALLMARK_SPERMATOGENESIS,HALLMARK_ANGIOGENESIS,HALLMARK_GLYCOLYSIS,HALLMARK_NOTCH_SIGNALING,HALLMARK_APICAL_JUNCTION,HALLMARK_ALLOGRAFT_REJECTION,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,HALLMARK_PROTEIN_SECRETION,HALLMARK_ANDROGEN_RESPONSE,HALLMARK_MTORC1_SIGNALING,HALLMARK_APOPTOSIS,HALLMARK_MYOGENESIS,HALLMARK_INFLAMMATORY_RESPONSE,HALLMARK_MITOTIC_SPINDLE,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_IL2_STAT5_SIGNALING,HALLMARK_KRAS_SIGNALING_UP,HALLMARK_IL6_JAK_STAT3_SIGNALING,HALLMARK_HEME_METABOLISM,HALLMARK_WNT_BETA_CATENIN_SIGNALING,HALLMARK_PI3K_AKT_MTOR_SIGNALING,HALLMARK_HEDGEHOG_SIGNALING,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,HALLMARK_HYPOXIA,HALLMARK_UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_DN,HALLMARK_TGF_BETA_SIGNALING,HALLMARK_TNFA_SIGNALING_VIA_NFKB
NDUFV1,RAD1,,,RYR1,POR,SERINC1,PC,RPL34,,PTPN1,RAB31,RPS12,,,PRMT5,USP11,,,PHEX,RETREG1,,,,PFKP,,PALS1,MAP3K7,,,,PSMG1,SQSTM1,PFKM,PDE4B,PRC1,PMEPA1,PRKCH,PRDM1,,RBM5,,,,,PIM1,SULT1A1,ZMIZ1,,PNRC1
NDUFV2,RAD21,,,RYR2,PPARG,SLC22A5,PDK4,RPL6,,PTPN2,RABEP1,RPS27L,,,PRPF4B,VPS28,,,PIK3CA,RHOBTB3,,,,PGAM1,,PARD6G,MAP4K1,,,,PSPH,TAP1,PGAM2,PDPN,PREX1,PMP22,PRNP,PRELID3B,,RCL1,,,,,PKLR,TACR3,,,PPP1R15A
NNT,RAD50,,,SCGB1A1,PPM1B,SMS,PDLIM5,RPLP0,,PTPN6,RAPGEFL1,RRAD,,,PTTG1,VPS37B,,,PIK3CG,RHOD,,,,PGAM2,,PARVA,MBL2,,,,QDPR,TGFB2,PICK1,PIK3R5,PXN,POSTN,PTCH1,PRKG2,,RHAG,,,,,PKP1,TAP1,,,PTGER4
NQO2,RAD51AP1,,,SCN10A,PPP1R15B,SUCLA2,PEMT,RPS10,,RAPGEF6,RBBP8,RRP8,,,PURA,VPS37D,,,PIK3R5,RPS6KA2,,,,PGK1,,PBX2,MMP9,,,,RAB1A,TGFBR3,PKIA,PLAUR,RAB3GAP1,PPIB,PTGER2,PRRX1,,RHCE,,,,,PLAC8,TARS1,,,PTGS2
OAT,RAD51C,,,SELENOP,PRDX3,SUCLG1,PGD,RPS2,,RBCK1,RET,RXRA,,,RACGAP1,XPC,,,PIM1,RRP12,,,,PGLS,,PCDH1,MRPL3,,,,RDH11,TIMP1,PLXNB2,PROK2,RABGAP1,PRRX1,PTH1R,PSMB8,,RHD,,,,,PLAUR,TCHH,,,PTPRE
OGDH,RAN,,,SERPINA10,PREB,SUCLG2,PGRMC1,RPS3,,RIGI,RNASEH2A,S100A10,,,RAD21,ZNF707,,,PLA2G4A,SCARB1,,,,PGM2,,PECAM1,MTIF2,,,,RIT1,TIMP2,PPFIA4,PSEN1,RACGAP1,PRSS2,PTRH2,PTBP2,,RIOK3,,,,,PLIN2,TFRC,,,PTX3
OPA1,RANBP1,,,SERPINB2,PTCD3,TDO2,PINK1,RPS5,,RIPK1,RPS6KA2,S100A4,,,RAD23B,ZWINT,,,PLA2G7,SCNN1A,,,,PHKA2,,PFN1,NCF4,,,,RPA1,TIMP3,PPP1R3C,PTAFR,RALBP1,PTHLH,PUS1,PTCD2,,RNF123,,,,,PNRC1,TGFBRAP1,,,RCAN1
OXA1L,RBBP7,,,SGK1,PTGER3,TP53INP2,PLG,RPS6,,RIPK2,S100A9,SAT1,,,RAD54L,,,,PLAT,SEC14L2,,,,PKM,,PIK3CB,NCK1,,,,RPN1,TNF,PRNP,PTGER2,RANBP9,PTX3,RABGAP1L,PTGS2,,RNF19A,,,,,PPARGC1A,TMBIM6,,,REL
PDHA1,RFC1,,,SHOX2,QDPR,UBE2L6,PMM1,RRM1,,RNF213,SCARB1,SDC1,,,RASAL2,,,,PLAUR,SEMA3B,,,,PKP2,,PIK3R3,NCR1,,,,RRM2,TNFRSF12A,PSEN2,PTGER4,RAPGEF5,PVR,RGS16,PTPRR,,SDCBP,,,,,PPFIA4,TST,,,RELA
PDHB,RFC2,,,SIDT1,RAB34,UGDH,POR,RRP9,,RNF31,SCNN1A,SEC61A1,,,RBL1,,,,PLEK,SFN,,,,PLOD1,,PKD1,NLRP3,,,,RRP9,TNFSF10,PTGIS,PTGIR,RAPGEF6,QSOX1,RHOB,RABGAP1L,,SEC14L1,,,,,PPP1R15A,TUBA4A,,,RELB
PDHX,RFC3,,,SKIL,REEP5,UROD,PPARD,RSL1D1,,RSAD2,SCUBE2,SERPINB5,,,RBM14,,,,PLG,SH3BP5,,,,PLOD2,,PLCG1,NME1,,,,SC5D,TOP2A,PTP4A3,PTPRE,RASA1,RGS4,RHOH,RBM4,,SELENBP1,,,,,PPP1R3C,TYRO3,,,RHOB
PDK4,RNASEH2A,,,SLC12A3,REEP6,UROS,PROS1,RUVBL2,,RTP4,SEMA3B,SERTAD3,,,RPA2,,,,PLSCR1,SIAH2,,,,PMM2,,PPP2R2C,NOS2,,,,SCD,TSPO,PVALB,PVR,RASA2,RHOB,RNH1,RBP4,,SIDT2,,,,,PRDX5,UROD,,,RIGI
PDP1,RPA1,,,SLC16A7,RETN,VNN1,PSMB10,SERBP1,,SAMD9L,SERPINA1,SESN1,,,RPS6KA5,,,,PPP2CB,SLC16A1,,,,POLR3K,,PTEN,NPM1,,,,SDF2L1,TXNIP,PYGM,RAF1,RASAL2,SAT1,RORA,RELN,,SLC10A3,,,,,PRKCA,WIZ,,,RIPK2
PHB2,RPA2,,,SLC25A23,RETSAT,XIST,PTGDS,SET,,SAMHD1,SERPINA3,SFN,,,SAP30,,,,PPP4C,SLC19A2,,,,PPFIA4,,PTK2,PF4,,,,SEC11A,VDAC2,RB1,RASGRP1,RFC1,SCG2,RRAGD,RETN,,SLC11A2,,,,,PYGM,YKT6,,,RNF19B
PHYH,RPA3,,,SLC29A3,RIOK3,YWHAH,PTGES,SF3A1,,SECTM1,SERPINA5,SLC19A2,,,SFPQ,,,,PRCP,SLC1A1,,,,PPIA,,PTPRC,PRF1,,,,SERP1,WEE1,REEP1,RELA,RHOF,SDC1,S100A1,RGS16,,SLC22A4,,,,,RBPJ,,,,SAT1
PMPCA,RRM2,,,SLC30A3,RMDN3,,PTGES3,SF3B3,,SELP,SFN,SLC35D1,,,SLC12A2,,,,PRDM4,SLC1A4,,,,PPP2CB,,RAC2,PRKCB,,,,SERPINH1,XIAP,RIT1,RGS1,RHOT2,SDC4,SCN9A,SATB1,,SLC25A37,,,,,RORA,,,,SDC4
POLR2F,SHMT1,,,SLC38A3,RNF11,,PTGR1,SLC25A3,,SERPING1,SGK1,SLC3A2,,,SLC38A1,,,,PREP,SLC22A5,,,,PRPS1,,RASA1,PRKCG,,,,SHMT2,,RYR1,RGS16,RICTOR,SERPINE1,SELL,SCG3,,SLC25A38,,,,,RRAGD,,,,SERPINB2
POR,SLBP,,,SLC5A5,RREB1,,PTS,SMARCC1,,SLAMF7,SIAH2,SLC7A11,,,SLC7A1,,,,PRKCD,SLC24A3,,,,PSMC4,,RHOF,PSMB10,,,,SKAP2,,SCD,RHOG,ROCK1,SERPINE2,SELP,SCG5,,SLC2A1,,,,,S100A4,,,,SERPINB8
PRDX3,SMC1A,,,SLC6A14,RTN3,,PYCR1,SNRPA,,SLC25A28,SLC16A1,SOCS1,,,SLC7A5,,,,PRSS3,SLC26A2,,,,PYGB,,RRAS,PTPN6,,,,SLA,,SCHIP1,RIPK2,SAC3D1,SERPINH1,SERPINB6,SCN1B,,SLC30A1,,,,,SAP30,,,,SERPINE1
RETSAT,SMC3,,,SLC6A3,SAMM50,,RAP1GAP,SNRPA1,,SOCS1,SLC1A4,SP1,,,SMAD3,,,,PRSS36,SLC27A2,,,,PYGL,,RSU1,PTPRC,,,,SLC1A4,,SGCA,RNF144B,SASS6,SFRP1,SERPINC1,SDCCAG8,,SLC30A10,,,,,SCARB1,,,,SGK1
RHOT1,SMC4,,,SMPX,SCARB1,,RBP4,SNRPB2,,SOCS3,SLC22A5,SPHK1,,,SMARCC1,,,,PSEN1,SLC2A1,,,,QSOX1,,SDC3,RARS1,,,,SLC1A5,,SGCD,ROS1,SEPTIN9,SFRP4,SH3BGRL2,SEMA3B,,SLC4A1,,,,,SDC2,,,,SIK1
RHOT2,SMC6,,,SNCB,SCP2,,REG1A,SNRPD1,,SP110,SLC24A3,ST14,,,SMC1A,,,,PSMB9,SLC37A1,,,,RARS1,,SGCE,RIPK2,,,,SLC2A1,,SGCG,RTP4,SHROOM1,SGCB,SHE,SERPINA3,,SLC66A2,,,,,SDC3,,,,SLC16A6
SDHA,SNRPB,,,SNN,SDHB,,RETSAT,SNRPD2,,SPPL2A,SLC26A2,STEAP3,,,SMC2,,,,RABIF,SLC39A6,,,,RBCK1,,SHC1,RPL39,,,,SLC2A3,,SH2B1,SCARF1,SHROOM2,SGCD,SLC1A5,SLPI,,SLC6A8,,,,,SDC4,,,,SLC2A3
SDHB,SPAG5,,,SOX10,SDHC,,SAR1B,SNRPD3,,SRI,SLC27A2,STOM,,,SMC4,,,,RAF1,SLC7A2,,,,RPE,,SHROOM2,RPL3L,,,,SLC37A4,,SH3BGR,SCN1B,SMC1A,SGCG,SLC29A2,SNAP25,,SLC6A9,,,,,SELENBP1,,,,SLC2A6
SDHC,SPC24,,,SPHK2,SLC19A1,,SERPINA6,SNRPG,,SSPN,SLC29A1,TAP1,,,SNRPD1,,,,RASGRP1,SLC7A5,,,,RRAGD,,SIRPA,RPL9,,,,SLC6A6,,SIRT2,SELE,SMC3,SLC6A8,SLC2A3,SNAP91,,SLC7A11,,,,,SERPINE1,,,,SMAD3
SDHD,SPC25,,,SPRR3,SLC1A5,,SERPINE1,SRM,,ST3GAL5,SLC2A8,TAX1BP3,,,SQLE,,,,RBSN,SNX24,,,,SAP30,,SKAP2,RPS19,,,,SLC7A11,,SLC6A8,SELENOS,SMC4,SLIT2,SLC39A8,SOX9,,SMOX,,,,,SIAH2,,,,SNN
SLC25A11,SRSF1,,,SPTBN2,SLC25A1,,SERTAD1,SRPK1,,ST8SIA4,SLC7A5,TCHH,,,SRSF1,,,,RCE1,SOX3,,,,SDC1,,SLC30A3,RPS3A,,,,SLC7A5,,SLN,SELL,SORBS2,SLIT3,SMPDL3A,SPARCL1,,SNCA,,,,,SLC25A1,,,,SOCS3
SLC25A12,SRSF2,,,SSTR4,SLC25A10,,SHMT2,SRSF1,,STAT1,SNX10,TCN2,,,SRSF10,,,,RHOG,STC2,,,,SDC2,,SLIT2,RPS9,,,,SORD,,SMTN,SEMA4D,SOS1,SNAI2,SNX14,SPON1,,SPTA1,,,,,SLC2A1,,,,SPHK1
SLC25A20,SSRP1,,,STAG3,SLC27A1,,SLC12A4,SRSF2,,STAT2,SORD,TGFA,,,SRSF2,,,,RNF4,SULT2B1,,,,SDC3,,SORBS3,SIT1,,,,SQLE,,SOD3,SERPINE1,SPTAN1,SNTB1,SNX9,SPP1,,SPTB,,,,,SLC2A3,,,,SPSB1
SLC25A3,STAG1,,,SYNPO,SLC5A6,,SLC1A5,SRSF3,,STAT3,SOX3,TGFB1,,,SS18,,,,S100A12,SVIL,,,,SDHC,,SPEG,SOCS1,,,,SQSTM1,,SORBS1,SGMS2,SPTBN1,SPARC,SOCS1,SPRY2,,SYNJ1,,,,,SLC2A5,,,,SQSTM1
SLC25A4,STMN1,,,TAS2R4,SLC66A3,,SLC22A1,SRSF7,,STAT4,ST14,TM4SF1,,,STAG1,,,,S100A13,SYBU,,,,SLC16A3,,SRC,SOCS5,,,,SRD5A1,,SORBS3,SLAMF1,SSH2,SPOCK1,SOCS2,ST6GAL1,,TAL1,,,,,SLC37A4,,,,STAT5A
SLC25A5,SUV39H1,,,TCF7L1,SNCG,,SLC35B1,SSB,,TAP1,ST6GALNAC2,TM7SF3,,,STIL,,,,S100A9,SYNGR1,,,,SLC25A10,,STX4,SPI1,,,,SSR1,,SPARC,SLC11A2,STAU1,SPP1,SPP1,STRN,,TCEA1,,,,,SLC6A6,,,,TANK
SLC25A6,SYNCRIP,,,TCL1A,SOD1,,SLC35D1,SSBP1,,TAPBP,STIL,TNFSF9,,,STMN1,,,,SCG3,SYT12,,,,SLC25A13,,SYK,SRGN,,,,STARD4,,SPDEF,SLC1A2,STK38L,TAGLN,SPRED2,TFPI,,TENT5C,,,,,SRPX,,,,TAP1
SUCLA2,TACC3,,,TENM2,SORBS1,,SLC46A3,STARD7,,TDRD7,SULT2B1,TNNI1,,,SUV39H1,,,,SERPINA1,TBC1D30,,,,SLC35A3,,SYMPK,ST8SIA4,,,,STC1,,SPEG,SLC28A2,SUN2,TFPI2,SPRY4,TLR8,,TFDP2,,,,,STBD1,,,,TGIF1
SUCLG1,TBRG4,,,TENT5C,SOWAHC,,SLC6A12,SYNCRIP,,TNFAIP2,TFAP2C,TOB1,,,SYNCRIP,,,,SERPINB2,TFAP2C,,,,SLC37A4,,TAOK2,STAB1,,,,STIP1,,SPHK1,SLC31A1,SYNPO,TGFB1,ST3GAL4,TMEM100,,TFRC,,,,,STC1,,,,TIPARP
SUPV3L1,TCF19,,,TEX15,SPARCL1,,SLC6A6,TARDBP,,TNFAIP3,TFF1,TP53,,,TACC3,,,,SERPINC1,TFF1,,,,SOD1,,TGFBI,STAT1,,,,SYTL2,,SPTAN1,SLC31A2,TAOK2,TGFBI,SWAP70,TMEM158,,TMCC2,,,,,STC2,,,,TLR2
SURF1,TFRC,,,TFAP2B,SQOR,,SMOX,TCP1,,TNFAIP6,TFF3,TP63,,,TENT4A,,,,SERPINE1,TFF3,,,,SOX9,,THBS3,STAT4,,,,TBK1,,SSPN,SLC4A4,TBCD,TGFBR3,SYNGR2,TMEM176A,,TMEM9B,,,,,SULT2B1,,,,TNC
TCIRG1,TIMELESS,,,TFCP2L1,SSPN,,SPINT2,TFDP1,,TNFSF10,TFPI2,TPD52L1,,,TFDP1,,,,SERPING1,TGIF2,,,,SPAG4,,THY1,TAP1,,,,TCEA1,,STC2,SLC7A1,TIAM1,TGM2,SYT11,TMEM176B,,TNRC6B,,,,,TES,,,,TNF
TIMM10,TIPIN,,,TFF2,STAT5A,,SSR3,TOMM70,,TOR1B,TH,TPRKB,,,TGFB1,,,,SH2B3,TGM2,,,,SRD5A3,,TIAL1,TAP2,,,,TES,,SVIL,SLC7A2,TLK1,THBS1,TGM2,TNFAIP3,,TNS1,,,,,TGFB3,,,,TNFAIP2
TIMM13,TK1,,,TG,STOM,,TAT,TRA2B,,TRAFD1,TIAM1,TRAF4,,,TLE3,,,,SIRT6,THSD4,,,,STC1,,TJP1,TAPBP,,,,TFRC,,SYNGR2,SPHK1,TOP2A,THBS2,TIAM1,TNFRSF1B,,TOP1,,,,,TGFBI,,,,TNFAIP3
TIMM17A,TMPO,,,TGFB2,SUCLG1,,TDO2,TRIM28,,TRIM14,TJP3,TRAFD1,,,TMPO,,,,SPOCK2,TIAM1,,,,STC2,,TMEM8B,TGFB1,,,,TM7SF2,,TAGLN,SRI,TPX2,THY1,TLR7,TNNT2,,TRAK2,,,,,TGM2,,,,TNFAIP6
TIMM50,TOP2A,,,TGM1,SULT1A1,,TGFB2,TUFM,,TRIM21,TMPRSS3,TRIAP1,,,TNPO2,,,,SRC,TIPARP,,,,STMN1,,TNFRSF11B,TGFB2,,,,TMEM97,,TCAP,STAB1,TRIO,TIMP1,TNFRSF18,TOR1AIP2,,TRIM10,,,,,TIPARP,,,,TNFAIP8
TIMM8B,TP53,,,THNSL2,TALDO1,,TKFC,TXNL4A,,TRIM25,TNNC1,TRIB3,,,TOP1,,,,STX4,TJP3,,,,TALDO1,,TRAF1,THY1,,,,TOMM40,,TEAD4,TACR1,TSC1,TIMP3,TNFRSF1B,TPH1,,TRIM58,,,,,TKTL1,,,,TNFRSF9
TIMM9,TRA2B,,,THRB,TANK,,TMBIM6,TYMS,,TRIM26,TOB1,TSC22D1,,,TOP2A,,,,TFPI2,TMEM164,,,,TFF3,,TRO,TIMP1,,,,TPI1,,TGFB1,TACR3,TTK,TNC,TNFRSF21,TRAF1,,TSPAN5,,,,,TMEM45A,,,,TNFSF9
TOMM22,TRIP13,,,TLX1,TKT,,TMEM176B,U2AF1,,TXNIP,TOP2A,TSPYL2,,,TPX2,,,,TIMP1,TMPRSS3,,,,TGFA,,TSC1,TLR1,,,,TRIB3,,TNNC1,TAPBP,TUBA4A,TNFAIP3,TNFRSF4,TRIB1,,TSPO2,,,,,TNFAIP3,,,,TNIP1
TOMM70,TUBB,,,TNNI3,TOB1,,TMEM97,UBA2,,UBE2L6,TPBG,TXNIP,,,TRA2B,,,,TIMP2,TOB1,,,,TGFBI,,TSPAN4,TLR2,,,,TUBA4A,,TNNC2,TIMP1,TUBD1,TNFRSF11B,TNFRSF8,TRIB2,,TYR,,,,,TPBG,,,,TNIP2
UQCR10,TUBG1,,,TSHB,TST,,TNFRSF1A,UBE2E1,,UPP1,TPD52L1,UPP1,,,TRAIP,,,,TMPRSS6,TPBG,,,,TKTL1,,TUBG1,TLR3,,,,TUBG1,,TNNI1,TLR1,TUBGCP2,TNFRSF12A,TNFRSF9,TSPAN1,,UBAC1,,,,,TPD52,,,,TRAF1
UQCR11,UBE2S,,,UGT2B17,UBC,,TPST1,UBE2L3,,USP18,TPSAB1,VAMP8,,,TROAP,,,,TNFAIP3,TPD52L1,,,,TPBG,,VASP,TLR6,,,,TXNRD1,,TNNI2,TLR2,TUBGCP3,TPM1,TNFSF10,TSPAN13,,UCP2,,,,,TPI1,,,,TRIB1
UQCRB,UBE2T,,,UPK3B,UBQLN1,,TTPA,USP1,,VAMP5,TRIM29,VDR,,,TTK,,,,USP14,TSKU,,,,TPI1,,VAV2,TNF,,,,UBE2D3,,TNNT1,TLR3,TUBGCP5,TPM2,TNFSF11,TSPAN7,,UROD,,,,,TPST2,,,,TRIP10
UQCRC1,UBR7,,,VPREB1,UCK1,,TYR,VBP1,,VAMP8,TSPAN13,VWA5A,,,UBE2C,,,,USP15,TTC39A,,,,TPST1,,VCAM1,TPD52,,,,UCHL5,,TNNT2,TNFAIP6,TUBGCP6,TPM4,TRAF1,USH1C,,UROS,,,,,UGP2,,,,TSC22D1
UQCRC2,UNG,,,VPS50,UCP2,,UGDH,VDAC1,,VCAM1,TST,WRAP73,,,UBE2S,,,,USP16,TUBB2B,,,,TXN,,VCAN,TRAF2,,,,UFM1,,TNNT3,TNFRSF1B,UXT,VCAM1,TTC39B,USP12,,USP15,,,,,VEGFA,,,,TUBB2A
UQCRFS1,USP1,,,WNT16,UQCR10,,UPB1,VDAC3,,WARS1,UGDH,WWP1,,,UCK2,,,,USP8,UGCG,,,,UGP2,,VCL,TRAT1,,,,UNG,,TPD52L1,TNFRSF9,VCL,VCAN,TWSG1,VWA5A,,VEZF1,,,,,VHL,,,,VEGFA
UQCRH,WDR90,,,YBX2,UQCR11,,UPP1,XPO1,,XAF1,UNC13B,XPC,,,UPF1,,,,VCPIP1,UNC119,,,,VCAN,,VWF,UBE2D1,,,,USO1,,TPM2,TNFSF10,WASF1,VEGFA,UCK2,WDR33,,XK,,,,,VLDLR,,,,YRDC
UQCRQ,WEE1,,,YPEL1,UQCRC1,,VNN1,XPOT,,XCL1,WFS1,ZBTB16,,,WRN,,,,WAS,WFS1,,,,VEGFA,,WASL,UBE2N,,,,VLDLR,,TPM3,TNFSF15,WASF2,VEGFC,UMPS,WNT7A,,XPO7,,,,,WSB1,,,,ZBTB10
VDAC1,XPO1,,,ZBTB16,UQCRQ,,VTN,XRCC6,,ZBP1,XBP1,ZFP36L1,,,XPO1,,,,XPNPEP1,WWC1,,,,VLDLR,,WNK4,WARS1,,,,WARS1,,TSC2,TNFSF9,WASL,VIM,WLS,YRDC,,YPEL5,,,,,XPNPEP1,,,,ZC3H12A
VDAC2,XRCC6,,,ZC2HC1C,VEGFB,,XDH,YWHAE,,ZNFX1,XRCC3,ZMAT3,,,YTHDC1,,,,ZEB1,XBP1,,,,XYLT2,,YWHAH,WAS,,,,XBP1,,VIPR1,TPBG,YWHAE,WIPF1,XBP1,ZNF277,,,,,,,ZFP36,,,,ZFP36
VDAC3,ZW10,,,ZNF112,YWHAG,,,YWHAQ,,,ZFP36,ZNF365,,,,,,,ZFPM2,ZNF185,,,,ZNF292,,ZYX,ZAP70,,,,YKT6,,WWTR1,VIP,,WNT5A,,ZNF639,,,,,,,ZNF292,,,,
