ID,logFC,AveExpr,t,P.Value,adj.P.Val,B
EIF6,-1.319292262,0.117502218,392.9419557,1.19E-29,4.14E-28,
MRPL20,-1.165794156,0.295630074,43.34162782,3.66E-05,0.000210206,
AP5Z1,2.091506432,0.309256179,95.26168501,3.40E-12,4.66E-11,
EIF4EBP3,-1.113263999,0.315675212,51.72934835,0.000203083,0.000987507,
PSG4,-2.776552753,0.697751745,11.95609673,9.49E-06,6.07E-05,
PRAF2,-1.067179941,0.513047768,22.0473933,0.017050288,0.046731674,
STMP1,-1.755525976,0.449754673,21.65697829,2.24E-05,0.000134181,
KCTD7,3.17634054,0.595624399,24.3671844,2.10E-08,2.02E-07,
EFNA4,-1.011606444,0.472916416,20.5919153,0.015934946,0.044344073,
UPK3B,-3.81667262,1.164981712,5.799399831,0.000133924,0.00067797,
NME2,-2.605905849,0.151750296,234.0695696,5.79E-67,4.88E-65,
PLA2G4B,-2.346297849,0.25395993,78.26634561,4.43E-21,1.06E-19,
NPIPB5,2.269145793,0.757412428,13.43898213,0.00058473,0.002542304,
TTC4,0.721236454,0.252414082,77.67331603,0.003119727,0.011095935,
JMJD7,-2.334325878,0.515231961,19.18837045,9.25E-07,6.98E-06,
ACY1,-2.282682015,0.586863651,13.18664501,1.58E-05,9.74E-05,
DDOST,-1.914943244,0.197862979,134.9587982,8.58E-23,2.25E-21,
P2RY11,1.8212695,0.475684524,31.58220734,3.51E-05,0.00020177,
TMEM141,-3.323023329,0.371411303,56.46386915,4.02E-20,9.05E-19,
DBNDD2,1.075593205,0.23892657,84.15013464,3.54E-06,2.44E-05,
ETV5,2.905565933,0.546157751,23.2741746,1.86E-08,1.81E-07,
RBM12,1.534532715,0.222729684,119.6480207,1.95E-12,2.72E-11,
AL021707.5,2.36532065,1.420482766,12.1327079,0.010618656,0.031499884,
APOBEC3C,-1.428293167,0.367914449,39.96661096,3.44E-05,0.000197816,
ASPRV1,-1.340804971,0.216253144,181.6760315,2.43E-10,2.84E-09,
UBE2V1,-0.672105446,0.215643744,81.79992667,0.001385775,0.005462351,
N4BP2L2,1.260911375,0.398583059,30.3407856,0.000651899,0.002802557,
AC008393.1,2.795471286,0.626920487,52.82239148,2.20E-06,1.56E-05,
LINC02709,1.924650731,0.836013794,19.58480572,0.005700514,0.018623839,
NEAT1,2.712547699,0.12099903,536.4740987,4.56E-112,6.84E-110,
CEBPA,-2.461037486,0.239762291,94.88463822,1.61E-25,4.74E-24,
SNHG6,-2.320315855,0.326665336,56.26727545,2.01E-13,3.08E-12,
LINC01550,-4.041524376,3.795327924,1.937426445,0.006339304,0.020392166,
AL049543.1,4.042506743,2.260919832,8.14943542,0.000989284,0.004035509,
UBE2D3-AS1,1.468152071,0.527999565,28.97638662,0.001843495,0.007012192,
H2AFJ,-2.295188334,0.316772891,58.8232432,7.52E-14,1.19E-12,
SOCS2-AS1,4.304418503,2.471230951,3.791808696,0.001261435,0.00502286,
MIR210HG,1.696294009,0.498668777,22.52429524,0.000167727,0.0008326,
ZBED5-AS1,-2.603307216,1.897706819,2.53815769,0.011450558,0.033606486,
ZCCHC3,2.061343806,0.339282775,62.84930701,3.02E-10,3.49E-09,
OIP5-AS1,-0.95672649,0.432756028,18.56618707,0.014442258,0.040790659,
BCKDHA,-2.425430566,0.659071192,15.59804033,3.18E-05,0.000184876,
LUCAT1,8.649894542,2.528415491,21.34529865,6.81E-11,8.32E-10,
BACH1-IT1,2.877495953,0.823087673,28.24478731,8.79E-05,0.00046578,
ZNF436-AS1,2.13154757,0.705308703,16.17991004,0.000522405,0.002302519,
NOP14-AS1,2.20512931,0.453303137,24.52689816,2.21E-07,1.85E-06,
AC126768.2,2.883238084,2.307888066,7.503838119,0.007767917,0.024269246,
MCPH1-AS1,3.880139548,2.484605492,3.348409999,0.002563966,0.009348144,
YJEFN3,2.794886774,0.527730892,51.46597122,2.81E-08,2.65E-07,
HOXC-AS2,3.062368537,2.932136399,1.987507401,0.0098722,0.029578019,
AC112722.1,4.115885241,1.341226036,13.17643747,0.000187435,0.000919844,
CDK3,2.304222882,0.436958695,70.44151206,3.59E-08,3.32E-07,
SELENOP,-2.222595422,0.78836919,7.60775539,0.000674659,0.00288781,
LINC02381,1.751520464,0.780140811,10.20804456,0.005221192,0.017303661,
AC093866.1,-2.379309412,1.080681413,4.530464512,0.003474596,0.012197768,
SHANK3,2.878333746,0.640309051,18.43961428,1.28E-06,9.44E-06,
ZNF550,1.475556005,0.460189545,28.41089766,0.000464001,0.002071222,
AC007106.1,2.945720959,2.276975518,6.298046517,0.006879121,0.021898933,
LINC01094,-2.371864835,1.102552995,5.318558141,0.00340592,0.011974953,
FOXD1,1.052180562,0.44864534,21.64433004,0.009434203,0.02851336,
MALAT1,1.440101586,0.176798574,725.6313685,1.38E-16,2.61E-15,
AC009812.1,3.699585352,2.520458582,3.657150157,0.003523908,0.012348892,
LINC01605,1.90948314,0.246386157,110.2859331,2.28E-15,4.02E-14,
AC037459.2,2.310860655,0.57088723,45.80708097,1.36E-05,8.46E-05,
SHLD3,1.260460477,0.629391493,11.88620825,0.016278309,0.045054286,
TMEM200B,2.559397688,1.243867073,4.174218823,0.00502829,0.01679912,
C1orf210,1.022553985,0.286201625,53.65295845,0.000193573,0.000946598,
TUG1,1.853614409,0.140324768,410.4738519,2.28E-40,1.11E-38,
TRNP1,-1.097392305,0.234300442,97.31677115,1.40E-06,1.03E-05,
LINC02159,-3.038967025,1.614922693,3.708668518,0.005342245,0.017662429,
AC091185.1,2.245927434,0.517668525,61.97936868,3.05E-06,2.12E-05,
PRKDC,-1.465093269,0.344781136,32.19457373,7.04E-06,4.62E-05,
AC091182.2,0.840002582,0.299628879,80.79304158,0.003260609,0.011540497,
AC100797.1,3.377174758,2.971973317,8.396844703,0.00717853,0.022700209,
AC091564.2,3.078433438,1.372124284,20.34625649,0.002504642,0.009157942,
AP5B1,0.935527898,0.357052201,31.66834244,0.005101561,0.016972407,
AP002336.1,3.480135892,2.720751793,6.951551131,0.005662831,0.018531436,
AC105219.2,2.039482223,0.459636791,48.90643892,1.89E-06,1.35E-05,
AC080023.1,4.396952404,1.131112472,15.48143408,3.30E-05,0.000191391,
AC105219.3,3.326139792,3.411762382,6.568944962,0.008326697,0.025722712,
AP000911.1,5.774299094,2.3448291,11.55029049,1.33E-05,8.30E-05,
EEF1G,-2.061227544,0.089145474,697.5225678,5.88E-119,9.43E-117,
AP006284.1,3.77378648,0.611111402,26.70372771,1.34E-10,1.60E-09,
SLC22A18AS,-2.412474979,1.250947424,4.755659446,0.00688858,0.021923986,
MPV17L2,-2.926196723,0.756279557,9.538783533,1.36E-05,8.46E-05,
SCARNA9,3.671164749,1.793081011,6.364174985,0.002401667,0.008816973,
DPP3,-1.36822851,0.387954405,28.53485243,0.000149155,0.000746047,
BRK1,-1.173641198,0.164901228,333.3552366,5.19E-13,7.69E-12,
AC136475.3,6.121511491,0.545583647,225.536383,4.21E-29,1.45E-27,
AP002807.1,3.429152537,0.904287925,11.27914497,2.82E-05,0.000165153,
EID3,5.921248122,1.046386785,23.1501792,1.69E-08,1.66E-07,
AP000941.1,3.273946481,2.312232089,5.945516678,0.004478887,0.015200262,
SNHG9,-1.094148859,0.311920368,67.52967114,0.000221914,0.001066298,
CARD17,-2.427106797,2.751484522,2.368887429,0.01311726,0.037641546,
EID1,-0.876836262,0.325404354,43.92829134,0.004261725,0.014579028,
AP001922.5,3.197606357,2.325788347,14.26648007,0.005054691,0.016857112,
LINC02757,2.765193033,2.103430462,14.65049533,0.007009637,0.022273311,
HCAR3,-2.28348073,1.348734816,3.642985741,0.009165671,0.027878833,
EBLN2,2.560636126,0.881614801,18.57782533,0.00076355,0.003217399,
CARD18,-3.139989497,0.497059618,27.21100427,3.35E-11,4.22E-10,
AL356215.1,3.450773058,1.549877962,4.603565234,0.001966097,0.007401018,
CCND2-AS1,3.775703845,2.177573298,10.65260619,0.001261538,0.00502286,
ZNF432,2.62698031,0.371456705,69.93038053,3.44E-13,5.17E-12,
AC027290.1,2.203207525,2.809555895,9.188522433,0.018071395,0.049004765,
AP000763.3,1.60450548,0.869583802,34.30723716,0.018153139,0.049187771,
AL732437.1,-2.340202367,1.554710951,6.093661748,0.009310703,0.028220448,
POLG2,1.247712895,0.431279423,82.14540427,0.001767442,0.006765799,
CAPNS2,-6.122380241,0.398568993,112.1862674,7.81E-54,4.99E-52,
MIR200CHG,-1.679735599,0.452428112,103.1178226,5.00E-05,0.000279566,
AP001453.2,1.503621143,0.489948557,19.91196813,0.000661318,0.00283863,
LSM14A,0.495653603,0.175042078,133.9206117,0.004026621,0.013857199,
FNTB,-2.017944542,0.627022775,11.4691547,0.000232181,0.001110606,
AC068888.2,5.310510859,2.418883482,7.631816865,0.000114531,0.000589751,
GALNT4,1.682378005,0.715613105,9.732409777,0.004419114,0.01505029,
LBX2-AS1,2.172859767,1.094368076,9.133836194,0.008340316,0.025754389,
CNPY2,-0.994967548,0.349761196,33.39006118,0.002380766,0.008747221,
ATXN2-AS,2.661685385,1.376742844,6.423297124,0.007158283,0.022656951,
C17orf49,-1.459654068,0.395388803,34.7797645,7.28E-05,0.000392279,
LINC00641,2.974015829,0.438332926,144.563065,4.03E-12,5.48E-11,
AC005519.1,2.756320082,0.837225311,13.24407947,0.000181514,0.000894283,
TRIM34,-2.883679035,0.977087549,6.07600115,0.000332344,0.001533384,
HIF1A-AS3,5.000102662,2.362540135,12.37359716,0.00018086,0.00089138,
AL132711.1,5.409423647,2.363736504,25.17855233,6.27E-05,0.000343678,
AL135999.1,2.078808941,0.710818245,14.86287428,0.000726888,0.003081739,
LINC00520,-1.356664347,0.303435138,56.42217188,2.93E-06,2.04E-05,
MC1R,3.19350303,0.891056339,24.41167232,0.000107707,0.00055899,
CEP95,1.540924737,0.373825565,50.02482525,1.29E-05,8.05E-05,
AC004846.2,1.280738432,0.553485451,35.80663991,0.008046868,0.024988023,
AL355075.4,6.031052094,0.363154219,1701.602336,6.30E-63,4.94E-61,
AC090607.1,3.754615192,2.508725439,11.96903376,0.003143762,0.011172704,
AC108449.2,1.510826727,0.452585666,40.20686035,0.000275024,0.001294009,
AC009996.1,1.93289135,1.107837078,13.60283511,0.015087535,0.0423015,
AC009269.4,2.758729416,3.384947925,3.235451041,0.0125544,0.036298076,
AL138976.2,5.996541399,2.542183924,8.863261355,4.77E-05,0.000267987,
AC009120.2,2.222088463,1.340591346,4.132455596,0.015046585,0.042206521,
CRIM1-DT,-6.949145432,3.088055295,6.130252453,8.90E-05,0.000471759,
NORAD,2.645602919,0.113446216,640.4093874,5.02E-121,8.34E-119,
AC051619.8,4.684222017,2.269890994,17.06380134,0.000226721,0.001087503,
AC120498.2,4.566182656,3.455390575,4.269856023,0.004276325,0.014625349,
LINC02137,3.743449137,2.307281413,6.465458663,0.002061665,0.007706114,
KDM7A-DT,3.502037163,0.497089966,38.42208815,3.63E-13,5.44E-12,
LINC02533,7.315337924,1.231423232,178.696947,6.74E-11,8.24E-10,
AC027373.1,3.172501059,1.357235394,11.86532916,0.001988515,0.007467076,
SCX,3.041409648,0.827376593,19.45954669,4.34E-05,0.000245769,
AC132872.1,4.167189814,0.832056217,22.48655913,1.02E-07,8.90E-07,
ERVK13-1,2.300880551,0.894670043,7.066785981,0.001621972,0.006271563,
AC011374.1,-6.288731276,3.431083603,4.02871576,0.00078812,0.003303784,
AL118516.1,1.280224875,0.316348672,118.216859,2.30E-05,0.000137533,
AC120498.4,1.655401764,0.832674655,22.81189987,0.009368743,0.028358994,
AC008870.2,1.799933082,1.067349639,8.322915784,0.014919626,0.041932962,
AC092803.1,1.638792617,0.893945497,12.22117227,0.01767379,0.048163171,
AC009041.2,4.2290331,1.369933119,9.084210535,0.00016559,0.000822287,
FBXL19-AS1,3.577030188,0.494993545,69.80416157,1.57E-13,2.43E-12,
AC135050.3,1.996644397,0.88432769,10.84279133,0.004453165,0.015140101,
CAPN10-DT,3.298059299,0.864978105,32.49236614,5.21E-05,0.000290129,
AL390195.2,2.061204669,0.61234333,36.26197675,0.000207941,0.001008289,
BX255925.1,5.285168763,2.143461244,103.5186032,1.01E-05,6.42E-05,
AC105046.1,2.078432423,0.780931074,38.36790691,0.002370658,0.008717049,
AC234775.3,1.780069899,0.934578719,15.95908075,0.0117117,0.03423458,
AC012181.1,3.057024127,1.252364553,11.65833197,0.002476009,0.009063374,
EPPK1,1.027001296,0.324230896,36.52188549,0.000829092,0.003450384,
SPINT1-AS1,-1.577829062,0.589966411,13.34012209,0.001920367,0.007260567,
BOP1,-1.065631164,0.427287424,22.35533551,0.006014775,0.019507378,
AC012181.2,1.912914935,0.897572926,18.06140378,0.006273731,0.020218937,
ATP2C2-AS1,1.637346799,0.716483846,10.33253613,0.005650217,0.018501245,
AC010168.2,2.060913931,1.025453536,24.3057755,0.013574706,0.038736755,
AC124068.2,4.108317848,1.007398281,40.22721168,2.75E-05,0.000161834,
PAN3-AS1,2.233069748,1.089547736,6.418278426,0.007165703,0.022670036,
TBILA,3.066374411,0.572297587,49.41020033,2.07E-08,1.99E-07,
GAN,1.497592462,0.437287481,23.69941388,0.000197495,0.00096237,
AC007728.2,7.232057271,2.323206936,70.26110238,8.66E-09,8.79E-08,
AC006504.1,3.479205669,2.797226821,2.28467405,0.006312568,0.020315634,
AC144831.1,2.718546778,1.302142066,18.05851526,0.004474621,0.015194333,
AC108134.2,5.202342886,1.262162177,47.01923549,2.70E-06,1.89E-05,
DLGAP1-AS2,4.173191417,1.455721918,6.935050048,0.000305849,0.001422073,
AC020978.5,1.143142354,0.499216471,17.76250589,0.009595273,0.028890958,
AC007952.4,5.989538258,2.31525688,28.71442919,4.67E-06,3.14E-05,
CORO7,1.187762011,0.549798073,14.48608594,0.01259734,0.036378738,
AC099684.2,3.27262722,2.603568248,5.560169469,0.006438993,0.020669483,
AC090617.3,9.673680756,2.488103107,144.2969005,2.30E-14,3.78E-13,
AC135050.5,2.99764334,0.780061285,24.74929016,2.63E-05,0.000155458,
MRPL12,-1.928206165,0.298992063,74.5950113,2.41E-11,3.06E-10,
AC027796.4,1.451286051,0.597268151,23.54504406,0.004730737,0.015946305,
AC090617.5,7.899107077,1.255958556,146.3975726,3.82E-12,5.20E-11,
AC125421.1,2.735431189,2.118232366,12.74446656,0.007543244,0.023669115,
AC009831.1,1.668506545,0.706761763,14.22373274,0.004525687,0.01533378,
NBPF11,1.674508264,0.85614236,7.687812343,0.011839605,0.034535308,
ANXA8L1,-2.652610211,0.42938441,28.88388836,8.95E-11,1.08E-09,
AC016866.1,2.637888601,1.548736721,7.575079408,0.007783089,0.024305642,
AC104564.3,2.191986984,1.176715669,6.686551388,0.007611042,0.023849313,
OTUD7B,2.192480703,0.397988581,46.31979739,8.55E-09,8.70E-08,
AP001020.2,4.011463211,2.188744066,12.68929495,0.0007796,0.003273038,
GJA5,-4.546904872,3.620610389,2.317915393,0.004450222,0.015137556,
ANXA8,-2.167140062,0.473263889,21.29459911,8.07E-07,6.14E-06,
TIMM23,-0.459689813,0.180677841,152.1532976,0.009581815,0.028870972,
RNF115,1.310442991,0.478591012,20.57155257,0.002348762,0.008650365,
RPL17,-1.315617668,0.084793359,621.0795372,1.12E-54,7.32E-53,
TXNIP,-2.100019161,0.099292188,791.4988973,5.37E-100,7.34E-98,
RASSF5,-1.662901138,0.991006503,4.715984867,0.01757477,0.047946141,
NARF-IT1,2.077095051,1.52330832,8.739840916,0.018322446,0.049545478,
LIVAR,-4.043868659,4.629401783,4.430680603,0.007062916,0.022411644,
NBPF15,1.454799886,0.538952865,18.40605721,0.002206342,0.008173831,
SNHG25,-2.060947938,0.654266821,27.45157434,0.000267751,0.00126237,
NCOA4,-0.447095046,0.13929008,235.0166485,0.001181262,0.004731906,
MRPS21,-1.396620326,0.187810597,132.2805588,3.86E-14,6.24E-13,
AC127024.5,2.406213957,1.992312644,3.643978666,0.013802915,0.039266177,
AC055811.3,3.942437488,0.980527657,83.81119764,3.93E-05,0.000223746,
AC005546.1,4.557554998,1.40092569,14.69604774,8.24E-05,0.000439402,
AC087289.1,5.879525453,2.282503435,24.37484844,4.45E-06,3.01E-05,
AL050343.2,2.403639898,1.32364919,17.78515447,0.008736569,0.026774295,
UXT-AS1,2.936078074,2.412759564,3.900088487,0.008151971,0.02527459,
AC022098.1,3.13674115,1.022761238,24.87752379,0.000810078,0.003382474,
PARD6G-AS1,2.199693164,1.309030776,15.02041327,0.012596447,0.036378738,
AC027307.2,1.175275305,0.515455605,21.97035552,0.009458847,0.028575325,
UPK3BL1,-2.89892771,0.466600524,34.99987941,6.05E-11,7.43E-10,
AC090236.2,3.426810675,2.076292055,22.04548587,0.001864557,0.007082544,
AC020916.1,3.842758753,0.587999984,27.04652314,1.50E-11,1.95E-10,
AC010327.4,2.402469474,0.63472736,15.45358903,2.51E-05,0.000148883,
AC067852.3,3.644728094,0.928182735,19.30951496,2.52E-05,0.000149213,
ZNF224,1.473187991,0.560524315,14.4889869,0.002572948,0.009375939,
KF456478.1,1.956456066,0.466231937,41.62425479,5.78E-06,3.84E-05,
LIN37,1.241949455,0.397973404,30.87759196,0.000766334,0.003225195,
NDUFA7,-2.707963007,0.30944667,51.58242251,3.03E-19,6.64E-18,
AC026803.2,3.895977107,1.236327291,64.12530265,0.000178486,0.000880627,
AC009955.2,4.473623169,1.351704494,16.87506211,7.36E-05,0.000396562,
PTOV1-AS1,4.065720314,2.255458467,7.364679838,0.000916528,0.003771047,
NBPF12,2.375921755,0.721153346,11.92552641,0.000180445,0.000889973,
AC022154.1,3.425915798,2.604109573,4.97569882,0.005469342,0.018021979,
AC005261.1,1.619548113,0.445229287,26.94713331,8.16E-05,0.000434996,
LINC02560,-1.637370301,0.540823246,25.62887786,0.000610732,0.002644527,
SCGB1C2,2.475636519,2.345966873,15.1205254,0.013158257,0.037743492,
AC132192.2,2.027003964,0.855224515,11.25856824,0.002948272,0.010556865,
MIR4453HG,1.81102986,0.732404563,11.11110289,0.002772554,0.010008174,
AC073389.1,2.320172928,1.219360246,6.51262992,0.010790526,0.031913685,
AC115522.1,-2.832007301,1.235938614,11.39966829,0.001813736,0.006914243,
IGFL2-AS1,-3.429947,0.940272585,7.676010168,2.90E-05,0.000169563,
AC008687.4,5.287744359,2.507416463,4.898959345,0.000208031,0.001008371,
AC016586.1,5.261219565,0.841077472,35.89111302,1.46E-10,1.73E-09,
AL118506.1,4.640519063,0.378192569,96.21209818,4.72E-35,1.99E-33,
AC010422.2,2.129334263,1.8118335,6.884180911,0.018475082,0.049903334,
AC010319.3,5.231744882,2.388198862,15.90685284,0.00012242,0.000625009,
AC020922.3,2.20612054,1.939361898,5.330690381,0.016948834,0.046481301,
IKBKG,1.931872779,0.427266795,29.0648436,1.45E-06,1.06E-05,
PTOV1-AS2,3.063708992,0.509273352,32.1066316,3.38E-10,3.89E-09,
AC008982.2,4.182287448,0.778873783,55.75277994,3.42E-08,3.17E-07,
NBPF9,2.283291877,0.98492299,6.511174243,0.003555468,0.012453164,
AC006262.2,-6.211967819,0.836117321,32.42947612,2.56E-14,4.21E-13,
ZNF528-AS1,2.278997703,1.168812901,4.703762991,0.007820857,0.024398965,
RNF225,-1.564088178,0.559610154,18.87510168,0.001387632,0.005467646,
EGLN2,1.612228845,0.277651308,74.23624948,2.05E-09,2.20E-08,
SNHG8,-0.859992914,0.348539391,29.65955622,0.008308528,0.025679212,
RMRP,3.707599537,0.652422442,1204.210778,1.01E-09,1.12E-08,
Z98884.2,2.650717533,0.818786858,13.59036186,0.000235825,0.001126867,
AL158152.1,2.552444673,0.74978382,15.34651375,0.000134445,0.000679861,
AC068790.2,4.535281422,2.63928192,6.118980312,0.001409877,0.005544687,
AC090181.2,4.297050885,2.51152682,5.468450964,0.001441873,0.005660838,
AL020997.2,4.017924073,2.287950936,6.43173685,0.001152325,0.004632126,
