ID,logFC,AveExpr,t,P.Value,adj.P.Val,B
HACD3,0.83914616,0.33023241,33.67489409,0.007096973,0.022499019,
ZZEF1,0.835026273,0.362826681,36.64861742,0.013679352,0.038978951,
ENO1,-0.220878017,0.08287772,601.1136306,0.007470887,0.023495497,
EIF4G3,-0.687089247,0.289729293,43.02384106,0.012978064,0.037311935,
SEMA3C,-1.670859906,0.329820553,38.36444647,1.12E-07,9.73E-07,
ACAT1,-1.375139639,0.533160958,13.6569285,0.00320972,0.011374969,
CELSR1,1.410772692,0.36415183,31.85501253,3.86E-05,0.000220015,
RASAL2,1.052468846,0.32153845,52.40649723,0.000566857,0.002477081,
VPS9D1,2.506346309,0.543109269,20.11504507,6.40E-07,4.96E-06,
ZNF37A,1.776778011,0.578994457,13.003197,0.000510212,0.002255984,
FNDC3B,1.447791993,0.415547495,27.33251602,0.00017247,0.000853385,
FSCN1,-1.556993342,0.19741261,108.9901947,9.69E-16,1.75E-14,
ACTB,-1.890681983,0.07286458,1165.091469,4.45E-149,9.91E-147,
PLD1,-3.712478299,1.027907452,6.637899281,3.11E-05,0.000181077,
WDR62,-1.504383964,0.82297777,6.707695418,0.016529892,0.045595145,
RAB7A,0.617477726,0.070323318,1083.787474,1.29E-18,2.71E-17,
SART3,0.884150457,0.293671591,75.12150829,0.001642677,0.006344513,
KIFAP3,-1.043245692,0.381238834,29.53984861,0.003102494,0.011043183,
MCM6,-1.49210363,0.743447959,7.764848099,0.011107923,0.03273315,
REXO2,-1.240819995,0.241069939,75.96793456,1.13E-07,9.85E-07,
RBM7,1.324971961,0.393551364,34.51045618,0.000301467,0.001404539,
BAZ2A,0.853851294,0.18120573,154.2053508,1.60E-06,1.16E-05,
TRAF4,1.583838881,0.307334777,65.46897917,8.35E-08,7.40E-07,
GPATCH1,1.079677491,0.456255909,26.11362682,0.00872722,0.026751585,
CAMSAP3,-0.859282112,0.292091238,52.50888591,0.002065194,0.007717214,
STXBP2,1.115487437,0.267667902,100.6196274,1.56E-05,9.59E-05,
DGKD,2.488347959,0.791148828,14.62065871,0.000362192,0.001655597,
NFKB2,2.378881549,0.230796003,248.6912088,1.66E-25,4.86E-24,
UBE2T,-4.294927185,0.975654172,8.838446263,1.61E-06,1.16E-05,
IL4R,0.675186421,0.272710604,60.46867778,0.01001684,0.029965834,
EXOSC5,-1.93500147,0.697796083,10.68055039,0.000988787,0.004034672,
DYNC1I2,-0.496839441,0.215660842,88.95466962,0.018118909,0.049123956,
LRCH4,1.296281796,0.369738119,46.54473263,0.000187558,0.000920119,
FAM76B,1.153225072,0.535652404,21.45459231,0.013640472,0.038888301,
SIRT6,1.067851009,0.306541532,69.45577974,0.00025809,0.001223448,
CAPZB,-1.374961525,0.192253397,125.1512822,3.17E-13,4.80E-12,
JADE1,1.754045446,0.716736513,12.04840128,0.003589915,0.012551516,
FGFR1,5.012393759,1.272552019,23.83556156,6.15E-06,4.07E-05,
FBLN1,-2.999521972,1.314546172,4.043888482,0.002289797,0.008451244,
MAP2,-2.965283018,0.424146019,30.92814223,3.50E-13,5.25E-12,
NEBL,-2.987365579,0.770811577,8.73369772,1.26E-05,7.89E-05,
GNB1,0.436875149,0.152918719,191.8009455,0.003959404,0.013663096,
EDN1,-2.600547604,0.750714802,11.3966794,7.40E-05,0.000398313,
MLLT10,1.423679366,0.426235193,24.00106012,0.000290545,0.001359619,
ITM2A,-3.736144155,0.867754784,9.849852152,1.81E-06,1.29E-05,
NRDC,-1.273197839,0.23738347,71.21428354,3.38E-08,3.15E-07,
ITCH,1.074303954,0.268483399,63.73762868,3.31E-05,0.000191475,
TP53INP2,2.28121052,0.343533505,117.9234251,8.38E-12,1.11E-10,
TOLLIP,-0.687512262,0.210439609,86.718962,0.000818351,0.003409796,
XRCC5,-1.355182547,0.168151935,153.6489334,2.99E-16,5.53E-15,
TNS1,2.160138003,1.427450831,3.215278445,0.017899286,0.048576234,
CIC,0.699874184,0.307794445,57.98850384,0.016798182,0.046168764,
FDFT1,-1.819176162,0.182301625,129.9475849,4.66E-24,1.28E-22,
PAFAH1B3,-1.835622778,0.725898505,8.479025661,0.00215415,0.007997651,
KIF22,-2.108051796,0.598458466,13.78192675,7.52E-05,0.000404453,
PGM1,-1.129002262,0.397994476,24.73821343,0.002044807,0.007653468,
DDX1,-1.333894701,0.199832643,102.3598791,9.76E-12,1.28E-10,
PTPRH,7.194469341,2.429295618,14.1034316,6.78E-08,6.08E-07,
RIF1,1.263921952,0.426837876,24.88593744,0.001263698,0.005030008,
SESN1,-2.327796264,0.565241289,14.28792341,5.89E-06,3.91E-05,
MID2,1.066639271,0.388293565,34.30201844,0.002994864,0.010712576,
COL5A3,2.995308856,1.051205851,7.037476554,0.000765517,0.003223065,
SRCAP,0.91925963,0.251953261,103.8030097,0.000163094,0.000811062,
CNOT4,1.08158159,0.343815988,45.77363137,0.000853968,0.003546421,
CLDND1,1.669154669,0.148449698,293.3672949,8.25E-30,2.90E-28,
HSP90AA1,0.688312229,0.056900921,5213.502058,8.37E-34,3.40E-32,
DLGAP4,1.169104239,0.217095549,132.2429652,3.59E-08,3.32E-07,
IGSF9B,2.710342617,0.625563521,19.15848964,2.94E-06,2.05E-05,
NDC80,-2.0257484,1.448375166,3.091834447,0.018180751,0.049233587,
CXCL2,4.032328116,0.754507901,45.48392558,4.64E-08,4.24E-07,
PKP1,-4.038502928,0.121835433,538.3591863,6.38E-242,3.04E-239,
CCNT2,1.176412229,0.29039974,70.80724803,2.47E-05,0.000146759,
FAM135A,-1.450538709,0.482553508,17.07095928,0.000827974,0.003446769,
TRAF5,3.108006786,2.779872533,2.174841317,0.008875852,0.027110836,
NFE2L1,-0.568290866,0.164429629,134.9876846,0.000451751,0.002025394,
XPO1,1.191588205,0.198166714,135.6651045,8.73E-10,9.74E-09,
ULK2,1.477697091,0.658272136,9.589791805,0.007133525,0.022591212,
OXCT1,-1.32955489,0.33202388,42.3529768,2.34E-05,0.000140034,
CYLD,2.448032418,0.212469526,288.9988317,2.71E-31,1.02E-29,
ZNF671,3.395836495,0.66585429,34.77689697,9.97E-08,8.74E-07,
ZNF416,1.074474986,0.365160471,33.7283454,0.001640676,0.006338558,
ZNF264,1.447083965,0.432645701,29.14091701,0.000288173,0.001350354,
RPS5,-2.721726894,0.162902588,197.9640414,1.62E-63,1.29E-61,
FAT1,-2.114586564,0.192769001,121.4172034,1.11E-28,3.74E-27,
YTHDC1,0.901637746,0.176770256,219.7128646,2.21E-07,1.85E-06,
CHMP2B,0.679410908,0.173166554,168.9984533,6.72E-05,0.000365125,
ZMPSTE24,-0.646104822,0.24485629,68.29247039,0.006354026,0.02043,
NOA1,-0.997586096,0.427852676,23.33478936,0.010065719,0.030077678,
REST,1.321138623,0.314102211,51.1739361,1.07E-05,6.75E-05,
HAL,-2.762783764,1.113718607,5.952542455,0.001581698,0.006133024,
GSTP1,-3.165920676,0.071739259,1180.961624,0,0,
APLP2,-0.592585782,0.148157166,176.0400379,5.14E-05,0.000286945,
WBP11,0.740430658,0.227073538,95.97939019,0.000807338,0.003372055,
EIF3I,-0.756542019,0.106471884,571.9897439,1.05E-12,1.49E-11,
COL16A1,-1.021410334,0.418985648,21.900623,0.007449075,0.02343518,
TXLNA,1.116782092,0.212039517,106.5517691,7.09E-08,6.34E-07,
RAB10,-1.630524737,0.131701843,303.4679062,9.89E-36,4.28E-34,
HADHA,-1.946887831,0.178980927,133.5936321,3.33E-28,1.11E-26,
CD82,-4.089645497,0.423936273,42.00455548,6.18E-23,1.63E-21,
BCORL1,1.267301586,0.5652232,14.02009402,0.00939592,0.028412452,
AK6,0.877765068,0.317908967,49.12006137,0.003593159,0.012559673,
PREP,-1.322473811,0.515856769,14.30412871,0.003571547,0.012499963,
OVGP1,2.752505812,0.473626753,106.4989079,1.82E-09,1.97E-08,
ABCB1,5.29925211,2.163137178,61.02240546,1.14E-05,7.16E-05,
AKR1B1,-0.638119374,0.247126748,63.11275238,0.007566818,0.023737688,
CPNE3,-0.830652888,0.266323199,50.25145603,0.00117522,0.004710438,
RRN3,-0.669303614,0.236440222,78.69125601,0.003480484,0.012212224,
CTTN,0.608282742,0.119781391,306.5239102,3.12E-07,2.54E-06,
DDHD2,1.063834176,0.494640314,14.86450328,0.014981093,0.042071446,
MGST2,-2.758631951,0.614718009,14.85745038,8.72E-07,6.59E-06,
MAST2,0.91577816,0.373060963,30.49938329,0.008305259,0.02567486,
DNAJA1,2.426157101,0.074079902,2518.348313,5.83E-236,2.60E-233,
EIF2AK1,-0.699669911,0.303811141,39.96995345,0.015295808,0.042768667,
SNX10,2.834422686,0.920684637,7.699770606,0.000271501,0.001278306,
MRPL28,-0.942813975,0.300228454,44.75932046,0.000976299,0.003990796,
ITPKC,0.918068161,0.134115845,266.1781384,4.77E-12,6.45E-11,
FAT2,-3.389288388,0.462568475,25.62390505,2.91E-14,4.75E-13,
TMED2,-0.442154464,0.142801343,230.5641142,0.001726899,0.006627143,
ACOX3,-1.55591013,0.568448236,13.76567053,0.001647228,0.006358531,
PPP1R15A,2.741901468,0.099033831,1943.118627,1.78E-169,5.47E-167,
TRIP6,0.718813921,0.159993188,240.1488613,5.22E-06,3.49E-05,
ACHE,5.31260081,0.827288937,76.35668925,1.90E-10,2.24E-09,
FTL,0.463893431,0.056434016,6022.693576,2.06E-16,3.84E-15,
SRRT,1.10904861,0.19686342,184.3381539,9.35E-09,9.46E-08,
NLK,1.724827718,0.409659297,32.477442,7.22E-06,4.73E-05,
PIGS,-1.356733142,0.549941792,13.83769918,0.004546973,0.015387009,
ATXN7L3,0.921305593,0.213135339,101.7485722,9.53E-06,6.09E-05,
PSMC5,-1.209862249,0.237116507,73.06301628,1.51E-07,1.28E-06,
UIMC1,1.202886322,0.322325804,49.2931377,8.76E-05,0.000464511,
OGFOD1,0.773615021,0.268269048,57.05034286,0.002733387,0.009890075,
SH3BP2,0.814013672,0.356513773,30.56276632,0.014607618,0.041207099,
ADD1,1.048615492,0.238429234,86.85086082,5.95E-06,3.95E-05,
RTRAF,-1.105840538,0.370759453,27.94376594,0.00134074,0.005304534,
KLHL42,1.188992165,0.466404142,18.92628145,0.00459223,0.015504931,
TFAP2C,-1.18423657,0.417416674,24.93151474,0.001931253,0.007291735,
AURKA,-2.157863191,0.749647868,9.502013798,0.000643114,0.002767374,
PIR,-3.403335149,0.738755447,10.80487878,4.75E-07,3.76E-06,
SULT2B1,-2.947291496,0.223016074,111.1271925,9.70E-41,4.76E-39,
CNOT3,1.90519988,0.251727878,189.4566568,1.13E-14,1.92E-13,
ASAP3,-2.085571384,0.656055737,10.5262483,0.000253245,0.001202196,
EDEM2,-1.90916917,0.483888951,23.05975464,1.63E-05,0.000100025,
TPX2,-1.131678158,0.39190455,28.99101526,0.001758984,0.0067409,
SLC15A1,-2.162547782,1.361168743,3.447163362,0.013314704,0.03813676,
DOCK9,1.224664632,0.309046841,45.22177448,3.31E-05,0.000191684,
ANKRD10,2.028484752,0.575130515,21.37898842,9.83E-05,0.000514655,
TMEM40,-1.828633494,0.175140853,164.3511497,3.99E-26,1.21E-24,
PPP1R13B,2.032712623,0.405075595,37.35677934,1.24E-07,1.08E-06,
FKBP1A,-1.710973363,0.15065953,185.7392854,1.77E-30,6.35E-29,
C20orf194,1.869871984,0.454895634,24.86921021,9.83E-06,6.26E-05,
DYNLL1,-1.28740201,0.102665717,459.4444465,1.93E-36,8.52E-35,
RPL6,-1.709257212,0.131354433,277.7267715,2.82E-39,1.33E-37,
ESF1,1.018500508,0.21179558,105.7100444,8.61E-07,6.52E-06,
RBBP9,-1.273440261,0.646955659,10.71000588,0.016229273,0.044999794,
ANAPC5,-0.864727208,0.362813221,27.04536568,0.01042233,0.031010814,
TMEM230,-1.272832005,0.486971877,22.36503798,0.003284902,0.01161754,
OAS1,-5.905947988,1.485562778,7.036686773,2.97E-06,2.07E-05,
RPLP0,-2.537969382,0.10652297,417.6359753,3.11E-126,5.81E-124,
PXN,1.344078515,0.189853799,150.4355559,5.86E-13,8.62E-12,
PEBP1,-1.795522743,0.137171389,250.3090644,7.26E-40,3.50E-38,
BRAP,0.687467756,0.288114868,50.76618716,0.012630962,0.036458331,
ERP29,-1.842507321,0.312672002,44.44212767,8.96E-10,9.98E-09,
FUS,0.698544404,0.185181995,182.2970758,0.000122556,0.000625469,
IGBP1,-0.980820768,0.260553232,70.91159141,9.38E-05,0.000493728,
GRAMD1A,2.520520616,0.627901194,14.81613697,1.06E-05,6.69E-05,
FXYD3,-4.59843406,0.208588469,192.5719908,1.73E-108,2.56E-106,
GMIP,1.408875648,0.36240234,38.95731859,3.76E-05,0.000214956,
BIRC5,-4.82778078,1.531704131,5.117626584,9.38E-05,0.000493689,
LAG3,3.245157022,2.210647282,9.808228108,0.003842528,0.013306621,
MLF2,-0.786973482,0.143713509,220.0325029,3.05E-08,2.86E-07,
OTUB2,-1.892482213,0.584758554,13.60854103,0.000247208,0.001175561,
DDX24,0.483686322,0.191582539,117.7886142,0.01005969,0.03006795,
RCOR1,1.350458626,0.196890839,118.5113351,2.77E-12,3.82E-11,
GPATCH2L,1.098242429,0.324450592,55.25999647,0.000366357,0.001671865,
BLVRB,-1.346976246,0.258375351,79.10007398,7.07E-08,6.32E-07,
PAPOLA,0.580835495,0.223853263,92.63393683,0.007710803,0.024112639,
PCBP4,0.808112594,0.288199805,51.99350422,0.003388293,0.011922091,
MRPS33,-1.951412535,0.593847695,11.86229667,0.000192446,0.000941758,
NDUFB2,-1.51507517,0.311585057,41.3471663,3.65E-07,2.94E-06,
MAEA,0.796402217,0.273040833,85.13736096,0.002424667,0.008894313,
STRN4,0.977483188,0.224142212,149.3973858,7.67E-06,4.99E-05,
PDCD7,1.023862243,0.321986146,40.71957701,0.000793932,0.003324107,
P3H2,-1.501536582,0.41800194,23.0802141,0.00010109,0.000527825,
RAB11FIP3,1.53727149,0.414501616,28.21581264,6.51E-05,0.000355698,
GOLGA3,2.040579155,0.271299757,84.22118758,1.35E-14,2.27E-13,
CERS4,-1.29121415,0.428595524,22.47968723,0.00096618,0.003957639,
EFNB1,-1.220865071,0.202625599,110.2937573,7.46E-10,8.39E-09,
AARS,0.845759762,0.179702451,158.9065679,1.69E-06,1.22E-05,
KIF4A,-2.267898968,1.247919104,3.555396642,0.007992782,0.024842432,
TNRC6A,1.077306321,0.367896114,30.69901671,0.001710193,0.006575832,
NAT14,-1.802976909,0.991325027,6.114351865,0.011198933,0.032952085,
PITPNM2,1.926647906,0.659146876,12.58828294,0.000761903,0.003212423,
RBM27,1.701611406,0.248176025,96.43553035,2.19E-12,3.04E-11,
LAMB1,-3.791293494,0.739339264,12.10479473,3.89E-08,3.59E-07,
CMTM6,-0.846297767,0.243690088,65.28555492,0.000331204,0.001529288,
FH,-1.287411786,0.229001027,94.96945481,7.75E-09,7.92E-08,
ALKBH5,0.918651695,0.314266097,39.52067698,0.002070588,0.007733185,
ZC3HC1,1.072935122,0.356588036,42.19732632,0.001351546,0.005339633,
TMEM101,-1.140017316,0.475072341,16.16693092,0.007086764,0.022471817,
CCDC80,-1.896737409,1.116610696,3.779160257,0.012787991,0.036842228,
PSME1,-1.975073203,0.283420544,59.00547611,7.03E-13,1.02E-11,
HAUS4,-3.250047196,0.839152902,9.486176509,1.21E-05,7.58E-05,
SLC7A8,-2.196531602,0.541633942,14.62096308,8.41E-06,5.44E-05,
SUPT16H,-0.600080279,0.253250099,60.46919983,0.01406253,0.039873211,
TOX4,0.623199495,0.199464374,115.7526311,0.001433469,0.005634256,
TGM1,-4.05629512,0.261127442,121.6266405,2.47E-55,1.64E-53,
TINF2,-0.958664315,0.246488167,66.98742295,5.84E-05,0.000323122,
EZR,-0.439920402,0.072139768,1002.341541,1.01E-09,1.12E-08,
MYL6,-1.062868944,0.091360462,581.3901901,1.48E-31,5.66E-30,
UNC13D,2.29344413,0.697112689,16.67675457,0.000199403,0.000970639,
COMT,-1.445982578,0.332256339,35.18460453,4.52E-06,3.05E-05,
KRT31,-3.727618098,0.700173527,20.21952151,1.03E-08,1.04E-07,
UPRT,1.567362336,0.65776657,10.43570581,0.004824333,0.016222171,
CDC23,-1.342356163,0.354952142,34.94339841,5.79E-05,0.000320681,
ARCN1,0.715897895,0.130883798,273.2949838,3.39E-08,3.15E-07,
PSMD5,-0.794854884,0.297335327,41.76906547,0.004976607,0.01665305,
TBC1D2,-1.434785037,0.34085073,35.2846304,8.67E-06,5.59E-05,
WHRN,1.501093117,0.56318989,19.27014376,0.002463883,0.009023776,
BTAF1,1.424434494,0.182395465,168.3670307,2.18E-15,3.85E-14,
BLNK,-3.971607355,0.871324844,11.31874198,5.48E-07,4.29E-06,
IL11,7.246706904,0.702387,221.5906541,5.83E-24,1.59E-22,
WAC,1.334743087,0.203545653,132.9334907,2.71E-11,3.43E-10,
SMIM24,2.482391742,3.351472735,2.248058539,0.01525953,0.042696983,
HIVEP1,1.142315224,0.357621575,34.52012904,0.000665511,0.002853075,
FKBP5,-0.882909684,0.297289347,42.14533798,0.001810817,0.006905021,
SRPK1,-0.938451651,0.282829524,46.64146714,0.000525359,0.002314062,
HSP90AB1,1.109765037,0.060506862,6238.630071,2.35E-75,2.19E-73,
CDC5L,0.61023847,0.228145226,98.85384479,0.00595126,0.019342296,
ITPR3,0.821992181,0.199957607,98.5587792,2.71E-05,0.000159887,
DSP,-3.424718448,0.089131967,1215.599299,0,0,
SIRT1,1.743905321,0.281603323,87.92264093,1.77E-10,2.08E-09,
HNRNPH3,0.899900442,0.138099369,387.3414796,8.09E-11,9.83E-10,
SCD,-3.175290774,0.10326336,534.3877419,1.56E-208,5.97E-206,
ABLIM1,-2.594197365,0.24127191,82.98165682,8.81E-28,2.88E-26,
ERMP1,-1.776413998,0.448124992,21.34085242,1.70E-05,0.000104123,
RAB18,-1.07909206,0.270926916,51.1587207,3.43E-05,0.000197681,
PALMD,-5.241067321,1.243069707,7.754258207,5.77E-06,3.84E-05,
WASHC2A,0.716573285,0.258444935,90.8779948,0.004087484,0.014031663,
MZF1,2.209229658,0.405283461,45.20978035,1.08E-08,1.09E-07,
MYO9B,1.380559426,0.303625476,68.65453851,2.19E-06,1.55E-05,
KCNK6,-1.157516779,0.315443908,37.06534064,0.000111174,0.000574888,
PSMD8,-0.428904241,0.132275051,246.5615078,0.001072072,0.004342411,
SETD1A,0.950897498,0.35531086,46.04648596,0.004328917,0.014775921,
ATP5F1D,-2.421701943,0.472352231,25.72463443,4.32E-08,3.96E-07,
CBARP,3.411108278,0.385618631,70.16860821,1.99E-19,4.39E-18,
HNRNPM,0.612482903,0.158559884,232.0088692,9.43E-05,0.000495706,
2-Mar,-1.611479081,0.564471947,12.89039712,0.001090182,0.004406712,
NDUFB7,-2.042447028,0.249093768,125.3192657,4.77E-17,9.24E-16,
TECR,-1.324569629,0.244456539,93.53643855,2.41E-08,2.29E-07,
TIMM13,-1.718521854,0.260763446,67.77054924,1.15E-11,1.51E-10,
CEP170B,1.950822842,0.191612943,160.1295151,6.09E-25,1.74E-23,
POLR2E,-0.629476612,0.245780099,64.61362369,0.008076347,0.025073922,
HCN2,5.108356102,0.998128634,34.98199021,3.53E-07,2.85E-06,
GADD45B,2.926851985,0.201356443,770.4715313,2.11E-48,1.21E-46,
MKNK2,0.319175399,0.124897488,380.4229481,0.010135413,0.030261512,
ARVCF,3.795814831,0.583522584,31.43181941,1.89E-11,2.43E-10,
RANBP1,-1.358834484,0.362417344,31.82033521,6.40E-05,0.000349912,
MED15,1.2559947,0.298356675,61.57520858,1.13E-05,7.12E-05,
CRKL,1.319594542,0.151775114,255.3040535,1.98E-18,4.14E-17,
LZTR1,1.487543375,0.373206561,32.21538686,2.23E-05,0.000133828,
DDT,-1.274037422,0.409770707,26.99859042,0.000724884,0.003074185,
SEC14L2,-1.054286565,0.437323594,22.26153257,0.007636432,0.023923443,
MFNG,1.607573663,0.770229085,11.77373072,0.009752601,0.029276896,
CARD10,0.984945872,0.30498195,43.71765198,0.000700642,0.002985137,
LRP5L,1.990466504,0.829197121,8.966057201,0.00335401,0.011825584,
SLC25A1,-0.949229952,0.24844837,62.12381998,7.76E-05,0.000415962,
PLA2G3,-4.943827861,1.592173097,4.761966962,0.00010188,0.000531348,
SH3BP1,-0.990119057,0.428769956,20.94709752,0.010813482,0.031967877,
LGALS1,-1.053011112,0.236602599,74.21880493,4.46E-06,3.01E-05,
PIK3IP1,-2.38921716,0.522961469,18.19223356,7.66E-07,5.85E-06,
EIF3L,-2.016524204,0.262748677,63.80763087,3.43E-15,5.97E-14,
SNU13,-1.866104499,0.215317717,90.56884788,1.06E-18,2.24E-17,
MICALL1,-1.121699167,0.229049843,76.06379088,4.78E-07,3.77E-06,
POLR2F,-1.359421471,0.610122551,10.32494926,0.00815861,0.025278135,
SLC5A1,-3.726543847,0.511984985,26.02978818,4.66E-14,7.51E-13,
DDX17,1.307956074,0.119216941,408.758186,2.26E-28,7.53E-27,
TOMM22,-1.609871224,0.25364378,71.77706364,6.45E-11,7.90E-10,
XBP1,1.502808348,0.130485407,277.3214083,3.86E-31,1.44E-29,
RTCB,-0.702505707,0.17802437,151.3888232,5.88E-05,0.000324793,
JOSD1,2.170374492,0.239776,101.5421378,2.97E-20,6.77E-19,
FBXO7,0.620267259,0.266067546,63.37545329,0.015476594,0.043216715,
GTPBP1,0.792520301,0.291943856,58.9613786,0.004529578,0.015343196,
TIMP3,-1.66846169,0.757035743,8.724936778,0.006143482,0.019859463,
PPP6R2,0.673110018,0.284090842,59.1075314,0.013400414,0.038342467,
SUN2,1.178666816,0.331589647,38.13522098,0.000174544,0.000863025,
DNAL4,-1.03028763,0.493780114,16.05974018,0.017688016,0.048173401,
LMF2,1.67083593,0.312680681,48.66414109,2.67E-08,2.52E-07,
RHBDD3,1.797191116,0.382233415,43.77371493,6.92E-07,5.31E-06,
PACSIN2,0.689990932,0.249350185,71.94622703,0.004240297,0.01451652,
AP1B1,-1.077603375,0.242173722,73.47251774,4.43E-06,3.00E-05,
CHKB,1.903643147,0.264228836,86.67361212,1.46E-13,2.26E-12,
BIK,1.564083906,0.796243804,11.76638048,0.01138465,0.033441501,
HMOX1,0.778692601,0.346625116,40.76532564,0.016623076,0.045788112,
MCAT,-1.356835376,0.717273137,9.344897264,0.016819658,0.046209691,
MCM5,-1.96770465,1.11577555,4.052000521,0.010693997,0.031662124,
TSPO,-2.317554068,0.191963285,182.3432878,2.41E-34,9.94E-33,
TTLL12,-1.843234729,0.339928012,35.14366245,1.35E-08,1.34E-07,
RPL3,-2.205341091,0.10366533,451.557214,4.10E-101,5.72E-99,
SYNGR1,-1.813031093,1.123143877,3.770855606,0.015949309,0.044361147,
MTMR3,0.834209525,0.22663463,118.4942357,0.000159293,0.000794164,
SAMM50,-1.368625065,0.566243099,11.32250631,0.00500808,0.016746186,
TXN2,-2.231719784,0.280348482,58.02754068,3.05E-16,5.65E-15,
EIF3D,-0.520385936,0.134391414,241.5719484,9.26E-05,0.000488696,
KIAA0930,-0.887302064,0.303808563,38.38708414,0.002114021,0.007868084,
RBX1,-0.860021565,0.293430019,54.32681505,0.002108893,0.007854986,
EP300,0.846974358,0.216516118,135.0816787,6.16E-05,0.000338355,
ZC3H7B,1.004282723,0.326222304,38.70201023,0.001142248,0.004596974,
ACO2,-1.186643572,0.219933902,93.07864383,3.15E-08,2.95E-07,
BRD1,1.622790043,0.225087566,121.1874249,1.88E-13,2.89E-12,
ABHD4,-1.111691092,0.462332324,18.01532336,0.007221685,0.022815764,
KHNYN,0.478661471,0.20318748,95.99655669,0.016190384,0.044910011,
FKBP3,-0.753994279,0.240205821,68.6785345,0.001187507,0.004754163,
PRMT5,0.503634271,0.154108114,178.8132214,0.000941644,0.003864015,
SOS2,1.561089586,0.329774462,45.33214102,7.10E-07,5.45E-06,
PYGL,-2.266749449,0.217584479,88.71640525,3.68E-26,1.12E-24,
CDKN3,-2.049376083,1.19944262,4.85924171,0.010443517,0.031047077,
CNIH1,-1.138632219,0.310792215,39.84461228,0.000115939,0.000596111,
CGRRF1,1.453796583,0.671731165,9.86837923,0.009130577,0.027796593,
ATP6V1D,0.493924637,0.172769622,142.9847985,0.00370192,0.012881114,
PLEK2,-0.59311083,0.224660008,73.688987,0.006620727,0.021198614,
PSMA3,-1.335381133,0.335888086,40.55658669,2.59E-05,0.000153389,
VTI1B,-1.574231114,0.418411904,23.18269326,4.77E-05,0.000268204,
AHSA1,0.449290076,0.115058334,409.5901113,8.37E-05,0.000445173,
DAAM1,-1.467516745,0.352815993,32.83598155,1.05E-05,6.66E-05,
DHRS7,-0.752748752,0.264628804,52.39042,0.00309455,0.011022224,
SIX4,2.201816559,0.654597894,30.46319831,0.000197137,0.000961556,
HIF1A,-1.025051181,0.133344906,231.1667606,8.29E-15,1.41E-13,
SRSF5,1.164827351,0.100937045,836.4340221,4.09E-31,1.52E-29,
EIF5,1.797580648,0.137997226,366.4546669,2.57E-39,1.22E-37,
DICER1,1.079579945,0.312377595,43.62049405,0.000281819,0.001322824,
MTHFD1,-2.014384573,0.665290733,9.704977839,0.000429687,0.001934014,
PCNX1,1.318174987,0.410319284,29.49511459,0.000519672,0.00229267,
VRK1,-1.505512495,0.604084048,11.5159632,0.003460071,0.012156053,
PSMB5,-1.041714154,0.147373239,239.8137516,8.39E-13,1.21E-11,
