initial_alias,converted_alias,name,description,namespace,,,,,From,To,Species,Gene Name,,,,,,4963,OFC1,Homo sapiens,orofacial cleft 1(OFC1),,,,,,,,,,,,fibro down,,,,,,,,,,mono up,,,,,,,,,mono down,,,
34989,None,None,None,,,,,,13849,Ephx1,Mus musculus,"epoxide hydrolase 1, microsomal(Ephx1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25126,None,None,None,,,,,,13845,Ephb3,Mus musculus,Eph receptor B3(Ephb3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34992,None,None,None,,,,,,26926,Aifm1,Mus musculus,"apoptosis-inducing factor, mitochondrion-associated 1(Aifm1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33541,None,None,None,,,,,,26927,Foxl2,Mus musculus,forkhead box L2(Foxl2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35102,None,None,None,,,,,,12526,Cd8b1,Mus musculus,CD8 subunit beta 1(Cd8b1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27826,None,None,None,,,,,,12527,Cd9,Mus musculus,CD9 antigen(Cd9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36829,None,None,None,,,,,,12525,Cd8a,Mus musculus,CD8 subunit alpha(Cd8a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14287,None,None,None,,,,,,19363,Rad51b,Mus musculus,RAD51 paralog B(Rad51b),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12790,None,None,None,,,,,,20592,Kdm5d,Mus musculus,lysine demethylase 5D(Kdm5d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25985,None,None,None,,,,,,20591,Kdm5c,Mus musculus,lysine demethylase 5C(Kdm5c),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24396,None,None,None,,,,,,20590,smc,Mus musculus,spondylo-metaphyseal chondrodysplasia(smc),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33229,None,None,None,,,,,,17192,Mbd3,Mus musculus,methyl-CpG binding domain protein 3(Mbd3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18002,None,None,None,,,,,,17195,Mbl2,Mus musculus,mannose-binding lectin (protein C) 2(Mbl2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35932,None,None,None,,,,,,23874,Farsb,Mus musculus,"phenylalanyl-tRNA synthetase, beta subunit(Farsb)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17928,None,None,None,,,,,,23877,Fiz1,Mus musculus,Flt3 interacting zinc finger protein 1(Fiz1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15391,None,None,None,,,,,,13120,Cyp4b1,Mus musculus,"cytochrome P450, family 4, subfamily b, polypeptide 1(Cyp4b1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13592,None,None,None,,,,,,16635,Klra4,Mus musculus,"killer cell lectin-like receptor, subfamily A, member 4(Klra4)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32332,None,None,None,,,,,,16400,Itga3,Mus musculus,integrin alpha 3(Itga3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33679,None,None,None,,,,,,26447,Poli,Mus musculus,"polymerase (DNA directed), iota(Poli)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37689,None,None,None,,,,,,18829,Ccl21a,Mus musculus,C-C motif chemokine ligand 21 (serine)(Ccl21a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6544,None,None,None,,,,,,18826,Lcp1,Mus musculus,lymphocyte cytosolic protein 1(Lcp1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28727,None,None,None,,,,,,14465,Gata6,Mus musculus,GATA binding protein 6(Gata6),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16816,None,None,None,,,,,,18828,Plscr2,Mus musculus,phospholipid scramblase 2(Plscr2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20587,None,None,None,,,,,,14466,Gba1,Mus musculus,glucosylceramidase beta 1(Gba1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36398,None,None,None,,,,,,14469,Gbp2,Mus musculus,guanylate binding protein 2(Gbp2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40392,None,None,None,,,,,,12490,Cd34,Mus musculus,CD34 antigen(Cd34),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17558,None,None,None,,,,,,12491,Cd36,Mus musculus,CD36 molecule(Cd36),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33545,None,None,None,,,,,,12492,Scarb2,Mus musculus,"scavenger receptor class B, member 2(Scarb2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13428,None,None,None,,,,,,22052,trm,Mus musculus,tremor(trm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34085,None,None,None,,,,,,26891,Cops4,Mus musculus,COP9 signalosome subunit 4(Cops4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11632,None,None,None,,,,,,13592,Ebf2,Mus musculus,early B cell factor 2(Ebf2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27902,None,None,None,,,,,,13114,Cyp3a16,Mus musculus,"cytochrome P450, family 3, subfamily a, polypeptide 16(Cyp3a16)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12198,None,None,None,,,,,,14419,Gal,Mus musculus,galanin and GMAP prepropeptide(Gal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37802,None,None,None,,,,,,17927,Myod1,Mus musculus,myogenic differentiation 1(Myod1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36224,None,None,None,,,,,,17928,Myog,Mus musculus,myogenin(Myog),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18906,None,None,None,,,,,,17929,Myom1,Mus musculus,myomesin 1(Myom1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13391,None,None,None,,,,,,17925,Myo9b,Mus musculus,myosin IXb(Myo9b),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35025,None,None,None,,,,,,17926,Myoc,Mus musculus,myocilin(Myoc),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30485,None,None,None,,,,,,26885,Casp8ap2,Mus musculus,caspase 8 associated protein 2(Casp8ap2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13845,None,None,None,,,,,,26887,Chst4,Mus musculus,carbohydrate sulfotransferase 4(Chst4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16089,None,None,None,,,,,,26886,Cenph,Mus musculus,centromere protein H(Cenph),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35108,None,None,None,,,,,,26889,Cln8,Mus musculus,CLN8 transmembrane ER and ERGIC protein(Cln8),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37867,None,None,None,,,,,,26888,Clec4a2,Mus musculus,"C-type lectin domain family 4, member a2(Clec4a2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14292,None,None,None,,,,,,12487,Cd28,Mus musculus,CD28 antigen(Cd28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26342,None,None,None,,,,,,12488,Cd2ap,Mus musculus,CD2-associated protein(Cd2ap),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38705,None,None,None,,,,,,17930,Myom2,Mus musculus,myomesin 2(Myom2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31961,None,None,None,,,,,,17931,Ppp1r12a,Mus musculus,"protein phosphatase 1, regulatory subunit 12A(Ppp1r12a)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20626,None,None,None,,,,,,17932,Myt1,Mus musculus,myelin transcription factor 1(Myt1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32289,None,None,None,,,,,,12489,Cd33,Mus musculus,CD33 molecule(Cd33),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35029,None,None,None,,,,,,16603,Klk2-ps,Mus musculus,"kallikrein-related peptidase 2, pseudogene(Klk2-ps)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36089,None,None,None,,,,,,16816,Lcat,Mus musculus,lecithin cholesterol acyltransferase(Lcat),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11798,None,None,None,,,,,,12454,Ccnk,Mus musculus,cyclin K(Ccnk),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40745,None,None,None,,,,,,15968,Ifna5,Mus musculus,interferon alpha 5(Ifna5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32429,None,None,None,,,,,,14880,Gtayu2,Mus musculus,gene trap AYU 2(Gtayu2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37729,None,None,None,,,,,,13313,Del(5)43H,Mus musculus,"deletion, Chr 5, Harwell 43(Del(5)43H)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15445,None,None,None,,,,,,14404,Gabre,Mus musculus,"gamma-aminobutyric acid (GABA) A receptor, subunit epsilon(Gabre)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32586,None,None,None,,,,,,14290,Fpr-rs3,Mus musculus,"formyl peptide receptor, related sequence 3(Fpr-rs3)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23343,None,None,None,,,,,,14291,Fpr-rs4,Mus musculus,"formyl peptide receptor, related sequence 4(Fpr-rs4)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22349,None,None,None,,,,,,20729,Spin1,Mus musculus,spindlin 1(Spin1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10731,None,None,None,,,,,,16478,Jund,Mus musculus,jun D proto-oncogene(Jund),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41289,None,None,None,,,,,,19504,Rb(16.19)1Bu,Mus musculus,"Robertsonian translocation, Chr 16 and 19, Burdette 1(Rb(16.19)1Bu)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18147,None,None,None,,,,,,15394,Hoxa1,Mus musculus,homeobox A1(Hoxa1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31562,None,None,None,,,,,,16453,Jak3,Mus musculus,Janus kinase 3(Jak3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24226,None,None,None,,,,,,16452,Jak2,Mus musculus,Janus kinase 2(Jak2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26447,None,None,None,,,,,,19727,Rfxank,Mus musculus,regulatory factor X-associated ankyrin-containing protein(Rfxank),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32329,None,None,None,,,,,,19729,Slc50a1,Mus musculus,"solute carrier family 50 (sugar transporter), member 1(Slc50a1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30527,None,None,None,,,,,,19726,Rfx3,Mus musculus,"regulatory factor X, 3 (influences HLA class II expression)(Rfx3)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12252,None,None,None,,,,,,19725,Rfx2,Mus musculus,"regulatory factor X, 2 (influences HLA class II expression)(Rfx2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36785,None,None,None,,,,,,19732,Rgl2,Mus musculus,ral guanine nucleotide dissociation stimulator-like 2(Rgl2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14621,None,None,None,,,,,,14287,Fpgs,Mus musculus,folylpolyglutamyl synthetase(Fpgs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11630,None,None,None,,,,,,16227,In(1)49Rk,Mus musculus,"inversion, Chr 1, Roderick 49(In(1)49Rk)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24186,None,None,None,,,,,,14289,Fpr2,Mus musculus,formyl peptide receptor 2(Fpr2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12485,None,None,None,,,,,,16675,Krt27,Mus musculus,keratin 27(Krt27),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12669,None,None,None,,,,,,15587,Hyal2,Mus musculus,hyaluronoglucosaminidase 2(Hyal2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7271,None,None,None,,,,,,16202,Ilk,Mus musculus,integrin linked kinase(Ilk),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17195,None,None,None,,,,,,16201,Ilf3,Mus musculus,interleukin enhancer binding factor 3(Ilf3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12629,None,None,None,,,,,,20947,Swap70,Mus musculus,SWA-70 protein(Swap70),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15752,None,None,None,,,,,,20703,Serpina1d,Mus musculus,"serine (or cysteine) peptidase inhibitor, clade A, member 1D(Serpina1d)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11961,None,None,None,,,,,,20945,Svs6,Mus musculus,seminal vesicle secretory protein 6(Svs6),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11592,None,None,None,,,,,,20944,Svs5,Mus musculus,seminal vesicle secretory protein 5(Svs5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16675,None,None,None,,,,,,16206,Lrig1,Mus musculus,leucine-rich repeats and immunoglobulin-like domains 1(Lrig1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32325,None,None,None,,,,,,14470,Rabac1,Mus musculus,Rab acceptor 1 (prenylated)(Rabac1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28687,None,None,None,,,,,,12051,Bcl3,Mus musculus,B cell leukemia/lymphoma 3(Bcl3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16091,None,None,None,,,,,,18830,Pltp,Mus musculus,phospholipid transfer protein(Pltp),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28251,None,None,None,,,,,,12050,Bcl2l2,Mus musculus,BCL2-like 2(Bcl2l2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27786,None,None,None,,,,,,13385,Dlg4,Mus musculus,discs large MAGUK scaffold protein 4(Dlg4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7758,None,None,None,,,,,,13386,Dlk1,Mus musculus,delta like non-canonical Notch ligand 1(Dlk1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15441,None,None,None,,,,,,27789,565M12F,Mus musculus,"DNA segment, 56M12F (Research Genetics)(565M12F)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28891,None,None,None,,,,,,27785,D5Buc30e,Mus musculus,"DNA segment, Chr 5, Bucan 30 expressed(D5Buc30e)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42547,None,None,None,,,,,,13389,Dll3,Mus musculus,delta like canonical Notch ligand 3(Dll3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36076,None,None,None,,,,,,13388,Dll1,Mus musculus,delta like canonical Notch ligand 1(Dll1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,None,None,None,,,,,,13392,Dlx2,Mus musculus,distal-less homeobox 2(Dlx2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16714,None,None,None,,,,,,13390,Dlx1,Mus musculus,distal-less homeobox 1(Dlx1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29858,None,None,None,,,,,,27791,D18Abb2e,Mus musculus,"DNA segment, Chr 18, Abbott 2 expressed(D18Abb2e)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18022,None,None,None,,,,,,27792,D14Abb2e,Mus musculus,"DNA segment, Chr 14, Abbott 2 expressed(D14Abb2e)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17886,None,None,None,,,,,,27790,DXPas19,Mus musculus,"DNA segment, Chr X, Pasteur Institute 19(DXPas19)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41285,None,None,None,,,,,,12069,Bex2,Mus musculus,brain expressed X-linked 2(Bex2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30525,None,None,None,,,,,,29278,Lasp1,Rattus norvegicus,LIM and SH3 protein 1(Lasp1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18832,None,None,None,,,,,,29489,Dync1h1,Rattus norvegicus,dynein cytoplasmic 1 heavy chain 1(Dync1h1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12199,None,None,None,,,,,,29233,Clcn7,Rattus norvegicus,chloride voltage-gated channel 7(Clcn7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38005,None,None,None,,,,,,25086,Cyp2e1,Rattus norvegicus,"cytochrome P450, family 2, subfamily e, polypeptide 1(Cyp2e1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19820,None,None,None,,,,,,25085,Th,Rattus norvegicus,tyrosine hydroxylase(Th),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23877,None,None,None,,,,,,25087,Kng2l1,Rattus norvegicus,kininogen 2-like 1(Kng2l1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11702,None,None,None,,,,,,25203,Ccnb1,Rattus norvegicus,cyclin B1(Ccnb1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13431,None,None,None,,,,,,24582,Myh11,Rattus norvegicus,myosin heavy chain 11(Myh11),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40432,None,None,None,,,,,,24192,Akr1b1,Rattus norvegicus,aldo-keto reductase family 1 member B1(Akr1b1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9008,None,None,None,,,,,,24190,Aldob,Rattus norvegicus,"aldolase, fructose-bisphosphate B(Aldob)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35574,None,None,None,,,,,,24191,Aldoc,Rattus norvegicus,"aldolase, fructose-bisphosphate C(Aldoc)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18829,None,None,None,,,,,,29625,Crhbp,Rattus norvegicus,corticotropin releasing hormone binding protein(Crhbp),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26927,None,None,None,,,,,,29629,Gria4,Rattus norvegicus,glutamate ionotropic receptor AMPA type subunit 4(Gria4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39303,None,None,None,,,,,,29628,Gria3,Rattus norvegicus,glutamate ionotropic receptor AMPA type subunit 3(Gria3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36827,None,None,None,,,,,,29627,Gria2,Rattus norvegicus,glutamate ionotropic receptor AMPA type subunit 2(Gria2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42543,None,None,None,,,,,,24189,Aldoa,Rattus norvegicus,"aldolase, fructose-bisphosphate A(Aldoa)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37690,None,None,None,,,,,,24185,Akt1,Rattus norvegicus,AKT serine/threonine kinase 1(Akt1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10041,None,None,None,,,,,,29632,Hsd3b2,Rattus norvegicus,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2(Hsd3b2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33308,None,None,None,,,,,,24186,Alb,Rattus norvegicus,albumin(Alb),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31391,None,None,None,,,,,,29631,Bet1,Rattus norvegicus,Bet1 golgi vesicular membrane trafficking protein(Bet1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14331,None,None,None,,,,,,29630,Psme1,Rattus norvegicus,proteasome activator subunit 1(Psme1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36725,None,None,None,,,,,,24188,Aldh1a1,Rattus norvegicus,"aldehyde dehydrogenase 1 family, member A1(Aldh1a1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4959,None,None,None,,,,,,29585,Gjb3,Rattus norvegicus,"gap junction protein, beta 3(Gjb3)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25086,None,None,None,,,,,,29589,Pou3f4,Rattus norvegicus,POU class 3 homeobox 4(Pou3f4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25127,None,None,None,,,,,,29588,Pou3f2,Rattus norvegicus,POU class 3 homeobox 2(Pou3f2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4748,None,None,None,,,,,,29586,Gjb5,Rattus norvegicus,"gap junction protein, beta 5(Gjb5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18831,None,None,None,,,,,,29592,Bcat1,Rattus norvegicus,branched chain amino acid transaminase 1(Bcat1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24227,None,None,None,,,,,,29591,Tgfbr1,Rattus norvegicus,"transforming growth factor, beta receptor 1(Tgfbr1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21782,None,None,None,,,,,,25103,Chrnb4,Rattus norvegicus,cholinergic receptor nicotinic beta 4 subunit(Chrnb4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17032,None,None,None,,,,,,25101,Chrna3,Rattus norvegicus,cholinergic receptor nicotinic alpha 3 subunit(Chrna3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14465,None,None,None,,,,,,24230,Tspo,Rattus norvegicus,translocator protein(Tspo),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2351,None,None,None,,,,,,24231,C2,Rattus norvegicus,complement C2(C2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39158,None,None,None,,,,,,24232,C3,Rattus norvegicus,complement C3(C3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35928,None,None,None,,,,,,24225,Bdnf,Rattus norvegicus,brain-derived neurotrophic factor(Bdnf),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22387,None,None,None,,,,,,25145,Cd24,Rattus norvegicus,CD24 molecule(Cd24),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37869,None,None,None,,,,,,29754,Atp5mc1,Rattus norvegicus,ATP synthase membrane subunit c locus 1(Atp5mc1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31425,None,None,None,,,,,,25125,Stat3,Rattus norvegicus,signal transducer and activator of transcription 3(Stat3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20947,None,None,None,,,,,,25126,Stat5b,Rattus norvegicus,signal transducer and activator of transcription 5B(Stat5b),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16092,None,None,None,,,,,,25129,Egr4,Rattus norvegicus,early growth response 4(Egr4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9384,None,None,None,,,,,,25130,Stx2,Rattus norvegicus,syntaxin 2(Stx2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36787,None,None,None,,,,,,25132,Myo5b,Rattus norvegicus,myosin Vb(Myo5b),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18792,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23751,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30529,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37692,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38779,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17926,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13751,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35885,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6112,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12680,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33774,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36696,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
